Load Multiplier,Field,Field Depth,Excess Temperature,FieldLength
0.005,N/A,38.447339402585584,9.195035914899563e-06,1
0.00595,N/A,45.25253235149563,7.69493384211728e-06,1
0.006900000000000001,N/A,51.91849546142212,2.7087491147881337e-06,1
0.007850000000000001,N/A,58.50236316519118,8.656595269940226e-06,1
0.0088,N/A,64.99000359249116,4.554168242520973e-08,1
0.00975,N/A,71.4041562046367,9.257464398615411e-06,1
0.0107,N/A,77.72051020987031,8.097354211145102e-06,1
0.011649999999999999,N/A,83.99547329516885,9.012055464552304e-06,1
0.012599999999999998,N/A,90.18696995134921,9.192728022355823e-06,1
0.013549999999999998,N/A,96.30195302254594,-9.3966204204321e-06,1
0.014499999999999997,N/A,102.3685758350819,9.347666058090454e-06,1
0.015449999999999997,N/A,108.37330737946439,4.713897176600312e-06,1
0.016399999999999998,N/A,114.36222865840378,3.969782099488839e-06,1
0.017349999999999997,N/A,120.28695002634295,9.351066466933844e-06,1
0.018299999999999997,N/A,126.14750120204445,9.422009597415126e-06,1
0.019249999999999996,N/A,131.94728910191148,9.321947132434616e-06,1
0.020199999999999996,N/A,137.73325516527694,-8.971402991164723e-06,1
0.021149999999999995,N/A,143.5442224893809,-6.9459755707157456e-06,1
0.022099999999999995,N/A,149.19057317854222,9.553794427574758e-06,1
0.023049999999999994,N/A,154.78616229191536,4.430712046143981e-06,1
0.023999999999999994,N/A,160.3550404748569,8.934130732995982e-06,1
0.024949999999999993,N/A,165.87912378707574,9.543950007184776e-06,1
0.025899999999999992,N/A,171.34485327059758,9.696296402239568e-06,1
0.026849999999999992,N/A,176.7657075493098,1.768796863643729e-06,1
0.02779999999999999,N/A,182.1378082509915,-9.326106408025225e-06,1
0.02874999999999999,N/A,187.4646302498306,-9.793254506007543e-06,1
0.02969999999999999,N/A,192.74781974899452,9.234370466515429e-06,1
0.03064999999999999,N/A,198.02483499793763,-3.1393821089409357e-06,1
0.03159999999999999,N/A,203.24370561916902,9.771307922790129e-06,1
0.03254999999999999,N/A,208.42194266735595,8.936472639220483e-06,1
0.03349999999999999,N/A,213.56381812524404,6.423771765184938e-06,1
