Load Multiplier,Field,Field Depth,Excess Temperature,FieldLength
0.03444999999999999,N/A,218.66170037234426,8.719945867596834e-07,1
0.03539999999999999,N/A,223.71458324303092,9.984840239951609e-06,1
0.036349999999999986,N/A,228.7564720398576,1.0004887698755738e-05,1
0.037299999999999986,N/A,233.73370903286377,1.004428510498201e-05,1
0.038249999999999985,N/A,238.67003634228726,1.0060213327278689e-05,1
0.039199999999999985,N/A,243.57193019115982,1.0085267845738599e-05,1
0.040149999999999984,N/A,248.43321198784201,1.0112433116660213e-05,1
0.041099999999999984,N/A,253.26835097196215,1.0122029962644774e-05,1
0.04204999999999998,N/A,258.06614238729605,1.0215222275178348e-05,1
0.04299999999999998,N/A,262.81761447886373,1.027662379016192e-05,1
0.04394999999999998,N/A,267.5300623434526,1.0322635731085938e-05,1
0.04489999999999998,N/A,272.20080105913917,2.0849213626661367e-06,1
0.04584999999999998,N/A,276.8435738020566,9.842055746389633e-06,1
0.04679999999999998,N/A,281.4535215585993,9.35800881762816e-06,1
0.04774999999999998,N/A,286.0186401000717,1.0160747073939547e-05,1
0.04869999999999998,N/A,290.5531644875069,1.0396888910690905e-05,1
0.04964999999999998,N/A,295.0497607679975,1.0409137630063015e-05,1
0.05059999999999998,N/A,299.5246986054688,1.0555947099533114e-05,1
0.05154999999999998,N/A,303.95922297827536,-8.976768491208986e-06,1
0.05249999999999998,N/A,308.34301968419584,-2.4959384177236643e-06,1
0.05344999999999998,N/A,312.69131122395953,-1.0336783695663598e-05,1
0.054399999999999976,N/A,316.99470430633727,-4.895934068827046e-06,1
0.055349999999999976,N/A,321.2783503131771,9.638148576129879e-06,1
0.056299999999999975,N/A,327.17024769598976,-6.869017077804074e-06,1
0.057249999999999975,N/A,331.3908842708322,5.813686200895063e-06,1
0.058199999999999974,N/A,335.56443175296704,1.0124444074222083e-05,1
0.05914999999999997,N/A,339.5977834933269,0.00026141523153455637,1
0.06009999999999997,N/A,342.11045718500577,1.0751668611419518e-05,1
0.06104999999999997,N/A,346.15062329005735,1.1360467183862966e-05,1
0.06199999999999997,N/A,350.0547103827304,1.1099687057480878e-05,1
0.06294999999999998,N/A,353.9218705289151,1.1181217125511012e-05,1
0.06389999999999998,N/A,357.7662605793678,-9.671813046452371e-06,1
0.06484999999999999,N/A,361.5827916510423,9.254536323055618e-06,1
0.0658,N/A,365.40965189834145,1.102963376098387e-05,1
0.06675,N/A,370.4265901253687,-6.387464850377e-07,1
0.06770000000000001,N/A,374.2240305118296,-2.8136071250628447e-10,1
0.06865000000000002,N/A,377.9831597555282,1.2416943114601509e-05,1
0.06960000000000002,N/A,381.6995862407536,3.915858350467261e-06,1
0.07055000000000003,1X2,239.11155740660232,9.698588741002823e-06,2
0.07150000000000004,1X2,241.86832017900272,-9.790009514176745e-06,2
0.07245000000000004,1X2,244.61765794157964,9.718745040743215e-06,2
0.07340000000000005,1X2,247.3668972977329,9.784962003323017e-06,2
0.07435000000000005,1X2,250.07394985848856,9.835024371795953e-06,2
0.07530000000000006,1X2,252.80311682781803,-9.784758333353238e-06,2
0.07625000000000007,1X2,255.52024046553734,9.864826864713905e-06,2
0.07720000000000007,1X2,258.2008790435742,1.0069475948171203e-05,2
0.07815000000000008,1X2,260.8705131507246,9.951750620018629e-06,2
0.07910000000000009,1X2,263.53487972227583,9.982996026280944e-06,2
0.0800500000000001,1X2,266.1877525629928,4.977013745133263e-06,2
0.0810000000000001,1X2,268.8386931878921,8.574009598305565e-06,2
0.0819500000000001,1X2,271.47323755392495,7.422279374225127e-06,2
0.08290000000000011,1X2,274.0864223645584,7.548533986323491e-06,2
0.08385000000000012,1X2,276.6964115127459,9.808033176739173e-06,2
0.08480000000000013,1X2,279.29742718330044,1.0035210429748531e-05,2
0.08575000000000013,1X2,281.8651120173789,9.82465081023065e-06,2
0.08670000000000014,1X2,284.4205073540933,1.0149844563045463e-05,2
0.08765000000000014,1X2,286.9615260884809,2.092660899677412e-06,2
0.08860000000000015,1X2,289.4786771621791,4.575688450358939e-07,2
0.08955000000000016,1X2,291.9764616851354,1.0260504659242997e-05,2
0.09050000000000016,1X2,294.4525621547381,9.917671832226915e-06,2
0.09145000000000017,1X2,296.93132166697353,1.02480705521657e-05,2
0.09240000000000018,1X2,299.41517903198593,-1.0402831861711093e-05,2
0.09335000000000018,1X2,301.8883986931968,-1.0449866586270673e-05,2
0.09430000000000019,1X2,304.340992361059,-1.0926484605988662e-08,2
0.0952500000000002,1X2,306.7793296749535,-8.46811332166908e-09,2
0.0962000000000002,1X2,309.21250411588,1.5034099973831871e-06,2
0.09715000000000021,1X2,311.635752305537,5.360129790688006e-06,2
0.09810000000000021,1X2,314.0408850238717,2.3385897094385655e-06,2
0.09905000000000022,1X2,316.4253918454155,-5.2586723242598055e-06,2
