Month,Day,Hour,Time (Hours),Loading (W) (Extraction)
2,13,1,1032,-10474.15474
2,13,2,1033,-19986.90373
2,13,3,1034,-16924.28594
2,13,4,1035,-23498.09355
2,13,5,1036,-15720.6734
2,13,6,1037,-19126.72169
2,13,7,1038,-14107.63592
2,13,8,1039,-10792.91341
2,13,9,1040,-21188.09853
2,13,10,1041,-12339.0714
2,13,11,1042,-16210.38083
2,13,12,1043,-11142.92818
2,13,13,1044,-16433.73158
2,13,14,1045,-20063.64445
2,13,15,1046,-14479.35374
2,13,16,1047,-17282.56404
2,13,17,1048,-9963.867329
2,13,18,1049,-14903.93862
2,13,19,1050,-18250.30084
2,13,20,1051,-13127.15147
