Time [hr],building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],hp_pir1:EFT [C],hp_pir1:ExFT [C],hp_pir1:MFT [C],hp_pir1:Q [W/m],hp_pir1:M_flow [kg/s],hp_pir2:EFT [C],hp_pir2:ExFT [C],hp_pir2:MFT [C],hp_pir2:Q [W/m],hp_pir2:M_flow [kg/s],hp_pir3:EFT [C],hp_pir3:ExFT [C],hp_pir3:MFT [C],hp_pir3:Q [W/m],hp_pir3:M_flow [kg/s],hp_por1:EFT [C],hp_por1:ExFT [C],hp_por1:MFT [C],hp_por1:Q [W/m],hp_por1:M_flow [kg/s],hp_por2:EFT [C],hp_por2:ExFT [C],hp_por2:MFT [C],hp_por2:Q [W/m],hp_por2:M_flow [kg/s],hp_por3:EFT [C],hp_por3:ExFT [C],hp_por3:MFT [C],hp_por3:Q [W/m],hp_por3:M_flow [kg/s],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
2128.0000,13.9214,20.3313,0.0000,290160.3000,-290160.3000,13.6726,0.0000,47868.5095,47868.5095,667.7498,338028.8095,0.0000,-338028.8095,13.9339,19.6223,0.0000,42410.2000,-42410.2000,2.2494,0.0000,6942.6492,6942.6492,109.8570,49352.8492,0.0000,-49352.8492,20.0235,14.0224,17.0229,5.4598,368535.1832,20.3313,20.0393,20.1853,41.5955,3.8077,19.8845,19.7059,19.7952,40.4312,6.0571,20.3313,20.2184,20.2749,41.6748,-9.8649,13.9339,13.7960,13.8649,18.9269,-3.8077,14.0224,13.9339,13.9781,19.3871,-6.0571,14.0224,13.9698,13.9961,18.7055,9.8649,0.1000,7.8141,-332570.5000,368535.1832
2129.0000,13.9441,20.3518,0.0000,291995.5000,-291995.5000,13.7650,0.0000,48197.1696,48197.1696,672.2606,340192.6696,0.0000,-340192.6696,13.9546,19.6418,0.0000,36860.6000,-36860.6000,1.9556,0.0000,6035.9879,6035.9879,95.5071,42896.5879,0.0000,-42896.5879,20.0569,14.0406,17.0488,5.4044,364797.0190,20.3518,20.0752,20.2135,41.4311,3.9365,19.9314,19.7493,19.8403,40.4640,5.8921,20.3518,20.2413,20.2966,41.4412,-9.8285,13.9546,13.8276,13.8911,18.7610,-3.9365,14.0406,13.9546,13.9976,19.1447,-5.8921,14.0406,13.9908,14.0157,18.4739,9.8285,0.1000,7.8141,-328856.1000,364797.0190
2130.0000,13.5234,19.9210,0.0000,184931.1000,-184931.1000,8.7192,0.0000,30224.0813,30224.0813,425.8300,215155.1813,0.0000,-215155.1813,13.5276,19.2094,0.0000,11578.4000,-11578.4000,0.6143,0.0000,1884.4231,1884.4231,30.0026,13462.8231,0.0000,-13462.8231,19.6449,13.5607,16.6028,3.2449,219027.8115,19.9210,19.6579,19.7894,35.9012,2.7016,19.5748,19.3560,19.4654,35.4850,3.3159,19.9210,19.8041,19.8626,35.8120,-6.0176,13.5276,13.4718,13.4997,13.6517,-2.7016,13.5607,13.5276,13.5442,13.3025,-3.3159,13.5607,13.5465,13.5536,12.5353,6.0176,0.1000,7.8141,-196509.5000,219027.8115
2131.0000,13.3527,19.7645,0.0000,182655.2000,-182655.2000,8.5882,0.0000,29733.4427,29733.4427,419.4341,212388.6427,0.0000,-212388.6427,13.3524,19.0421,0.0000,7635.5000,-7635.5000,0.4044,0.0000,1239.6557,1239.6557,19.7514,8875.1557,0.0000,-8875.1557,19.4660,13.4268,16.4464,3.1032,209465.6294,19.7645,19.4705,19.6175,34.3776,2.7279,19.4151,19.1645,19.2898,33.7948,3.1324,19.7645,19.6271,19.6958,34.3845,-5.8603,13.3524,13.2746,13.3135,11.9145,-2.7279,13.4268,13.3524,13.3896,12.0810,-3.1324,13.4268,13.3891,13.4080,11.4459,5.8603,0.1000,7.8141,-190290.7000,209465.6294
2132.0000,13.0749,19.4879,0.0000,119933.1000,-119933.1000,5.6329,0.0000,19397.8715,19397.8715,275.0996,139330.9715,0.0000,-139330.9715,13.0753,18.7659,0.0000,2332.1000,-2332.1000,0.1234,0.0000,377.1834,377.1834,6.0285,2709.2834,0.0000,-2709.2834,19.1389,13.1180,16.1285,1.9804,133677.8156,19.4879,19.1341,19.3110,31.1987,1.8365,19.1109,18.7997,18.9553,30.2187,1.9599,19.4879,19.3141,19.4010,31.3557,-3.7964,13.0753,13.0199,13.0476,9.2443,-1.8365,13.1180,13.0753,13.0966,9.0859,-1.9599,13.1180,13.1015,13.1097,8.3850,3.7964,0.1000,7.8141,-122265.2000,133677.8156
2133.0000,12.9082,19.3294,0.0000,109850.9000,-109850.9000,5.1501,0.0000,17699.1146,17699.1146,251.5222,127550.0146,0.0000,-127550.0146,12.9036,18.5984,0.0000,736.0000,-736.0000,0.0389,0.0000,118.7608,118.7608,1.9005,854.7608,0.0000,-854.7608,18.9384,12.9766,15.9575,1.7677,119320.5476,19.3294,18.9302,19.1298,29.8571,1.7037,18.9228,18.5620,18.7424,28.5115,1.7426,19.3294,19.1288,19.2291,30.1112,-3.4464,12.9036,12.8375,12.8705,7.8851,-1.7037,12.9766,12.9036,12.9401,8.0398,-1.7426,12.9766,12.9432,12.9599,7.4343,3.4464,0.1000,7.8141,-110586.9000,119320.5476
2134.0000,12.9233,19.3481,26.1000,85291.2000,-85265.1000,3.9958,5.4522,13746.8316,13752.2839,195.1481,99038.0316,20.6478,-99017.3839,18.8182,18.7864,3056.5000,2079.9000,976.6000,0.2822,588.0830,369.5921,957.6751,13.7826,2449.4921,2468.4170,18.9249,18.8137,12.7100,15.7618,1.2952,87425.2100,19.3481,18.8182,19.0831,30.0765,1.4260,18.8182,18.2898,18.5540,27.0823,1.1438,19.3481,19.0468,19.1975,30.4897,-2.5698,13.8938,13.3102,13.6020,17.4613,-1.4260,12.7100,12.6866,12.6983,5.8663,-1.1438,12.7100,12.7086,12.7093,5.1504,2.5698,0.1000,7.8141,-84288.5000,87425.2100
2135.0000,12.9717,19.3680,205.3000,73867.6000,-73662.3000,3.4707,42.8520,11918.8833,11961.7352,169.5036,85786.4833,162.4480,-85624.0352,18.7639,18.6249,4635.7000,2997.6000,1638.1000,0.3982,892.5407,532.1197,1424.6604,19.4462,3529.7197,3743.1593,213.4396,18.7351,12.5034,15.6193,1.0941,73849.5930,19.3680,18.7639,19.0659,30.3897,1.2896,18.7639,18.0767,18.4203,26.3027,0.8915,19.3680,19.0041,19.1861,30.8330,-2.1811,14.3863,13.7547,14.0705,22.0424,-1.2896,12.5034,12.4931,12.4982,4.3597,-0.8915,12.5034,12.5087,12.5061,3.6252,2.1811,0.1000,7.8141,-72024.2000,73849.5930
2136.0000,12.9655,19.3255,382.8000,66797.3000,-66414.5000,3.1500,79.9095,10776.5321,10856.4416,153.8402,77573.8321,302.8905,-77270.9416,18.7049,17.4468,6937.2000,2699.7000,4237.5000,0.4991,1336.6639,478.7063,1815.3703,24.3774,3178.4063,5600.5361,2422.1297,18.6468,12.3636,15.5052,0.9517,64242.3079,19.3255,18.7049,19.0152,30.1315,1.2164,18.7049,17.8771,18.2910,25.4860,0.7172,19.3255,18.9323,19.1289,30.4661,-1.9336,14.4365,13.9223,14.1794,21.9458,-1.2164,12.3636,12.3416,12.3526,3.5216,-0.7172,12.3636,12.3636,12.3636,2.8444,1.9336,0.1000,7.8141,-62177.0000,64242.3079
2137.0000,12.8525,19.1724,544.3000,60243.5000,-59699.2000,2.8514,113.8379,9693.9830,9807.8210,139.2598,69937.4830,430.4621,-69507.0210,18.5714,16.0591,8155.7000,1504.1000,6651.6000,0.4966,1574.1245,266.0382,1840.1627,24.2509,1770.1382,6581.5755,4811.4373,18.4966,12.3297,15.4132,0.8298,56012.2781,19.1724,18.5714,18.8719,28.7390,1.1160,18.5714,17.6902,18.1308,24.2600,0.6194,19.1724,18.7844,18.9784,28.9822,-1.7354,13.9387,13.7141,13.8264,16.7276,-1.1160,12.3297,12.2389,12.2843,3.5374,-0.6194,12.3297,12.2984,12.3140,3.0926,1.7354,0.1000,7.8141,-53047.6000,56012.2781
2138.0000,13.5658,19.8603,696.3000,54061.9000,-53365.6000,2.5682,143.9114,8844.3478,8988.2592,125.4268,62906.2478,552.3886,-62353.8592,18.8590,19.2337,9726.7000,7797.8000,1928.9000,0.9189,1870.4939,1386.7132,3257.2071,44.8756,9184.5132,7856.2061,-1328.3071,18.7306,11.9057,15.3182,0.6432,43416.3641,19.8603,18.8590,19.3596,35.1335,1.1624,18.8590,16.9565,17.9078,22.3291,0.2435,19.8603,19.0379,19.4491,35.1800,-1.4058,17.7641,15.4122,16.5881,50.1832,-1.1624,11.9057,12.2182,12.0620,1.5142,-0.2435,11.9057,12.0392,11.9725,-0.4005,1.4058,0.1000,7.8141,-51436.7000,43416.3641
2139.0000,13.8353,17.9799,881.1000,49221.4000,-48340.3000,2.3614,181.3018,8103.6600,8284.9618,115.3293,57325.0600,699.7982,-56625.2618,18.1117,18.2615,11081.3000,8090.3000,2991.0000,1.0017,2151.5597,1418.8579,3570.4176,48.9233,9509.1579,8929.7403,-579.4176,17.9453,12.6434,15.2944,0.7696,51950.2882,17.9799,18.1117,18.0458,18.5867,1.5146,18.1117,17.2801,17.6959,20.6910,0.5129,17.9799,18.1136,18.0468,17.6030,-2.0275,16.1600,15.7466,15.9533,36.8504,-1.5146,12.6434,12.0556,12.3495,5.8755,-0.5129,12.6434,12.4074,12.5254,7.3941,2.0275,0.1000,7.8141,-45349.3000,51950.2882
2140.0000,13.7958,20.1040,579.9000,66186.5000,-65606.6000,3.1488,119.4017,10886.6001,11006.0018,153.7813,77073.1001,460.4983,-76612.6018,18.8623,18.5536,12547.3000,7541.1000,5006.2000,1.0528,2412.8096,1341.1465,3753.9561,51.4163,8882.2465,10134.4904,1252.2439,18.7040,11.8512,15.2776,0.8207,55399.3647,20.1040,18.8623,19.4831,38.3195,1.4005,18.8623,16.8560,17.8591,23.6429,0.3477,20.1040,19.0716,19.5878,38.7855,-1.7483,16.9750,16.0034,16.4892,41.7586,-1.4005,11.8512,12.1957,12.0235,1.9048,-0.3477,11.8512,12.0273,11.9393,-0.1404,1.7483,0.1000,7.8141,-60600.4000,55399.3647
2141.0000,13.5795,19.8894,605.0000,72374.3000,-71769.3000,3.4408,125.0131,11844.0184,11969.0316,168.0419,84218.3184,479.9869,-83738.3316,19.2151,18.6401,12928.7000,6924.8000,6003.9000,1.0321,2475.2161,1239.8429,3715.0591,50.4083,8164.6429,10453.4839,2288.8409,18.9670,11.6307,15.2988,1.0097,68154.6049,19.8894,19.2151,19.5522,37.3912,1.4910,19.2151,17.2170,18.2160,28.2199,0.4588,19.8894,19.3788,19.6341,37.4710,-1.9498,16.5736,16.0001,16.2869,37.0261,-1.4910,11.6307,11.9248,11.7778,-0.2893,-0.4588,11.6307,11.7286,11.6796,-2.1659,1.9498,0.1000,7.8141,-65765.4000,68154.6049
2142.0000,12.6538,19.0484,0.0000,135486.6000,-135486.6000,6.3727,0.0000,21702.7785,21702.7785,311.2339,157189.3785,0.0000,-157189.3785,18.8487,15.3685,5902.2000,404.0000,5498.2000,0.3197,1135.1703,71.8309,1207.0012,15.6132,475.8309,4767.0297,4291.1988,18.7468,12.3642,15.5555,2.2076,149011.2763,19.0484,18.8487,18.9485,29.2613,2.2308,18.8487,18.3132,18.5810,32.1668,1.9111,19.0484,18.9469,18.9976,28.9528,-4.1419,12.6089,13.4122,13.0106,-3.5625,-2.2308,12.3642,12.1473,12.2558,6.4279,-1.9111,12.3642,12.2453,12.3048,6.5001,4.1419,0.1000,7.8141,-129988.4000,149011.2763
2143.0000,12.6931,19.1272,0.0000,184524.3000,-184524.3000,8.6277,0.0000,29584.3825,29584.3825,421.3638,214108.6825,0.0000,-214108.6825,18.8506,14.7246,3568.7000,0.0000,3568.7000,0.1811,686.3514,0.0000,686.3514,8.8455,0.0000,2882.3486,2882.3486,18.8334,12.7436,15.7885,2.9392,198394.5798,19.1272,18.8506,18.9889,30.5174,2.9363,18.8506,18.5240,18.6873,32.5821,2.7552,19.1272,18.9831,19.0552,30.4857,-5.6914,12.6995,12.7596,12.7296,-1.1835,-2.9363,12.7436,12.5664,12.6550,10.8442,-2.7552,12.7436,12.6588,12.7012,10.6845,5.6914,0.1000,7.8141,-180955.6000,198394.5798
2144.0000,12.8802,19.3165,0.0000,198867.5000,-198867.5000,9.3007,0.0000,32020.8371,32020.8371,454.2304,230888.3371,0.0000,-230888.3371,12.8511,18.3771,0.0000,12688.6000,-12688.6000,0.6892,0.0000,2045.9864,2045.9864,33.6581,14734.5864,0.0000,-14734.5864,18.9748,12.9851,15.9800,3.4191,230789.7989,19.3165,18.9911,19.1538,32.7320,2.8705,18.8722,18.6250,18.7486,32.7108,3.5597,19.3165,19.1685,19.2425,32.9724,-6.4302,12.8511,12.8052,12.8281,3.1080,-2.8705,12.9851,12.8511,12.9181,13.1401,-3.5597,12.9851,12.9138,12.9494,12.7287,6.4302,0.1000,7.8141,-211556.1000,230789.7989
2145.0000,13.0149,19.4463,0.0000,209662.3000,-209662.3000,9.8173,0.0000,33863.6931,33863.6931,479.4586,243525.9931,0.0000,-243525.9931,13.0025,18.7033,0.0000,15935.1000,-15935.1000,0.8418,0.0000,2574.7215,2574.7215,41.1125,18509.8215,0.0000,-18509.8215,19.1172,13.1158,16.1165,3.6553,246730.2384,19.4463,19.1274,19.2869,34.1318,2.9918,19.0343,18.7816,18.9079,34.1780,3.8336,19.4463,19.3057,19.3760,34.3388,-6.8254,13.0025,12.9247,12.9636,6.2631,-2.9918,13.1158,13.0025,13.0591,13.9278,-3.8336,13.1158,13.0544,13.0851,13.4432,6.8254,0.1000,7.8141,-225597.4000,246730.2384
2146.0000,13.1222,19.5503,0.0000,220201.5000,-220201.5000,10.3196,0.0000,35654.1897,35654.1897,503.9943,255855.6897,0.0000,-255855.6897,13.1142,18.8129,0.0000,16091.8000,-16091.8000,0.8506,0.0000,2603.9970,2603.9970,41.5408,18695.7970,0.0000,-18695.7970,19.2336,13.2220,16.2278,3.8371,259001.3128,19.5503,19.2438,19.3970,35.1108,3.1564,19.1523,18.9095,19.0309,35.0665,4.0069,19.5503,19.4150,19.4826,35.2588,-7.1633,13.1142,13.0284,13.0713,8.2940,-3.1564,13.2220,13.1142,13.1681,14.4888,-4.0069,13.2220,13.1636,13.1928,13.9918,7.1633,0.1000,7.8141,-236293.3000,259001.3128
2147.0000,13.2289,19.6547,0.0000,229481.9000,-229481.9000,10.7620,0.0000,37248.7275,37248.7275,525.5976,266730.6275,0.0000,-266730.6275,13.2247,18.9222,0.0000,19097.2000,-19097.2000,1.0099,0.0000,3095.0289,3095.0289,49.3204,22192.2289,0.0000,-22192.2289,19.3405,13.3303,16.3354,4.0428,272887.7610,19.6547,19.3508,19.5028,35.9854,3.2507,19.2492,19.0193,19.1343,35.7199,4.2606,19.6547,19.5227,19.5887,36.1366,-7.5113,13.2247,13.1287,13.1767,9.9233,-3.2507,13.3303,13.2247,13.2775,15.1581,-4.2606,13.3303,13.2722,13.3012,14.6518,7.5113,0.1000,7.8141,-248579.1000,272887.7610
2148.0000,13.3049,19.7279,0.0000,234879.2000,-234879.2000,11.0227,0.0000,38192.1550,38192.1550,538.3292,273071.3550,0.0000,-273071.3550,13.3022,18.9981,0.0000,18489.9000,-18489.9000,0.9782,0.0000,2999.8181,2999.8181,47.7725,21489.7181,0.0000,-21489.7181,19.4219,13.4038,16.4129,4.1268,278561.2426,19.7279,19.4333,19.5806,36.4854,3.3482,19.3349,19.1075,19.2212,36.2005,4.3263,19.7279,19.5992,19.6635,36.5993,-7.6745,13.3022,13.2053,13.2537,10.9713,-3.3482,13.4038,13.3022,13.3530,15.4537,-4.3263,13.4038,13.3483,13.3761,14.9424,7.6745,0.1000,7.8141,-253369.1000,278561.2426
2149.0000,13.3835,19.8050,0.0000,240816.5000,-240816.5000,11.3068,0.0000,39229.2819,39229.2819,552.2081,280045.7819,0.0000,-280045.7819,13.3831,19.0782,0.0000,21412.0000,-21412.0000,1.1331,0.0000,3477.8148,3477.8148,55.3391,24889.8148,0.0000,-24889.8148,19.4986,13.4833,16.4910,4.2759,288621.2737,19.8050,19.5103,19.6576,36.9994,3.3912,19.4021,19.1844,19.2933,36.5365,4.5244,19.8050,19.6782,19.7416,37.1312,-7.9156,13.3831,13.2800,13.3316,11.9244,-3.3912,13.4833,13.3831,13.4332,15.8852,-4.5244,13.4833,13.4278,13.4555,15.3686,7.9156,0.1000,7.8141,-262228.5000,288621.2737
2150.0000,13.4404,19.8598,0.0000,246444.6000,-246444.6000,11.5770,0.0000,40199.4356,40199.4356,565.4012,286644.0356,0.0000,-286644.0356,13.4405,19.1344,0.0000,20414.1000,-20414.1000,1.0806,0.0000,3318.3965,3318.3965,52.7768,23732.4965,0.0000,-23732.4965,19.5617,13.5377,16.5497,4.3570,294096.1392,19.8598,19.5746,19.7172,37.3027,3.4988,19.4707,19.2541,19.3624,36.8786,4.5794,19.8598,19.7362,19.7980,37.3974,-8.0782,13.4405,13.3389,13.3897,12.5495,-3.4988,13.5377,13.4405,13.4891,16.0488,-4.5794,13.5377,13.4843,13.5110,15.5311,8.0782,0.1000,7.8141,-266858.7000,294096.1392
2151.0000,13.4942,19.9124,0.0000,251531.4000,-251531.4000,11.8203,0.0000,41080.7785,41080.7785,577.2844,292612.1785,0.0000,-292612.1785,13.4951,19.1883,0.0000,21005.1000,-21005.1000,1.1122,0.0000,3417.0844,3417.0844,54.3170,24422.1844,0.0000,-24422.1844,19.6182,13.5911,16.6046,4.4539,300635.9483,19.9124,19.6315,19.7719,37.5775,3.5694,19.5262,19.3143,19.4202,37.1080,4.6816,19.9124,19.7906,19.8515,37.6655,-8.2509,13.4951,13.3922,13.4436,13.0926,-3.5694,13.5911,13.4951,13.5431,16.2504,-4.6816,13.5911,13.5383,13.5647,15.7333,8.2509,0.1000,7.8141,-272536.5000,300635.9483
2152.0000,13.5523,19.9695,0.0000,255852.3000,-255852.3000,12.0276,0.0000,41843.3537,41843.3537,587.4063,297695.6537,0.0000,-297695.6537,13.5547,19.2474,0.0000,23693.2000,-23693.2000,1.2548,0.0000,3857.6230,3857.6230,61.2814,27550.8230,0.0000,-27550.8230,19.6739,13.6496,16.6617,4.5722,308623.5292,19.9695,19.6877,19.8286,37.8949,3.5909,19.5737,19.3687,19.4712,37.2880,4.8457,19.9695,19.8491,19.9093,38.0036,-8.4366,13.5547,13.4478,13.5013,13.6533,-3.5909,13.6496,13.5547,13.6022,16.5469,-4.8457,13.6496,13.5967,13.6232,16.0270,8.4366,0.1000,7.8141,-279545.5000,308623.5292
2153.0000,13.5912,20.0068,0.0000,258971.9000,-258971.9000,12.1788,0.0000,42392.2049,42392.2049,594.7932,301364.1049,0.0000,-301364.1049,13.5937,19.2855,0.0000,22739.3000,-22739.3000,1.2045,0.0000,3704.3577,3704.3577,58.8282,26443.6577,0.0000,-26443.6577,19.7169,13.6863,16.7016,4.6119,311301.3478,20.0068,19.7316,19.8692,38.0219,3.6581,19.6211,19.4163,19.5187,37.4564,4.8626,20.0068,19.8885,19.9477,38.1058,-8.5207,13.5937,13.4891,13.5414,13.9665,-3.6581,13.6863,13.5937,13.6400,16.5960,-4.8626,13.6863,13.6351,13.6607,16.0768,8.5207,0.1000,7.8141,-281711.2000,311301.3478
2154.0000,13.2052,19.6110,0.0000,154907.8000,-154907.8000,7.2868,0.0000,25130.3170,25130.3170,355.8744,180038.1170,0.0000,-180038.1170,13.2018,18.8883,0.0000,1485.8000,-1485.8000,0.0787,0.0000,240.7236,240.7236,3.8445,1726.5236,0.0000,-1726.5236,19.3343,13.2293,16.2818,2.5694,173437.7121,19.6110,19.3405,19.4757,32.9444,2.4027,19.3261,19.0496,19.1879,33.0825,2.4814,19.6110,19.4790,19.5450,32.9244,-4.8841,13.2018,13.1751,13.1885,9.5435,-2.4027,13.2293,13.2018,13.2156,11.1156,-2.4814,13.2293,13.2200,13.2246,10.4615,4.8841,0.1000,7.8141,-156393.6000,173437.7121
2155.0000,13.0569,19.4757,0.0000,152979.4000,-152979.4000,7.1781,0.0000,24732.4809,24732.4809,350.5662,177711.8809,0.0000,-177711.8809,13.0464,18.7400,0.0000,1015.2000,-1015.2000,0.0537,0.0000,164.1293,164.1293,2.6227,1179.3293,0.0000,-1179.3293,19.1655,13.1275,16.1465,2.4951,168418.9240,19.4757,19.1644,19.3201,31.6321,2.3748,19.1550,18.8594,19.0072,31.3014,2.4285,19.4757,19.3203,19.3980,31.7401,-4.8033,13.0464,12.9942,13.0203,8.1420,-2.3748,13.1275,13.0464,13.0870,10.1687,-2.4285,13.1275,13.0879,13.1077,9.6826,4.8033,0.1000,7.8141,-153994.6000,168418.9240
2156.0000,12.8531,19.2236,412.1000,95278.1000,-94866.0000,4.4883,86.1880,15331.7368,15417.9248,219.2025,110609.8368,325.9120,-110283.9248,18.8315,15.0953,501.6000,0.0000,501.6000,0.0282,96.4937,0.0000,96.4937,1.3774,0.0000,405.1063,405.1063,18.8391,12.8952,15.8672,1.5148,102250.4455,19.2236,18.8315,19.0275,28.6256,1.5055,18.8315,18.4734,18.6524,27.4987,1.4773,19.2236,19.0202,19.1219,28.9270,-2.9828,12.8760,12.8200,12.8480,6.6964,-1.5055,12.8952,12.8336,12.8644,7.9634,-1.4773,12.8952,12.8698,12.8825,7.4369,2.9828,0.1000,7.8141,-94364.4000,102250.4455
2157.0000,12.7453,19.0872,651.8000,88954.0000,-88302.2000,4.1993,136.5665,14278.8200,14415.3865,205.0889,103232.8200,515.2335,-102717.5865,18.6457,14.5234,1605.8000,0.0000,1605.8000,0.0815,309.6400,0.0000,309.6400,3.9814,0.0000,1296.1600,1296.1600,18.6505,12.8023,15.7264,1.3761,92884.0245,19.0872,18.6457,18.8664,27.5229,1.4270,18.6457,18.2304,18.4381,25.8365,1.3454,19.0872,18.8544,18.9708,27.9120,-2.7724,12.8084,12.7223,12.7653,6.3939,-1.4270,12.8023,12.7045,12.7534,7.2997,-1.3454,12.8023,12.7572,12.7798,6.8782,2.7724,0.1000,7.8141,-86696.4000,92884.0245
2158.0000,12.8688,19.1159,1147.1000,70891.0000,-69743.9000,3.3780,239.8454,11411.5720,11651.4174,164.9783,82302.5720,907.2546,-81395.3174,18.5939,15.1444,14285.4000,974.3000,13311.1000,0.7804,2756.4197,172.4020,2928.8218,38.1117,1146.7020,11528.9803,10382.2782,18.5315,12.5502,15.5409,0.8878,59928.8995,19.1159,18.5939,18.8549,28.1422,1.3861,18.5939,17.7887,18.1913,23.7494,0.6058,19.1159,18.7574,18.9367,28.2235,-1.9919,13.9957,13.3277,13.6617,17.7788,-1.3861,12.5502,12.5158,12.5330,5.2114,-0.6058,12.5502,12.5494,12.5498,4.6611,1.9919,0.1000,7.8141,-56432.8000,59928.8995
2159.0000,13.0350,19.1590,1677.9000,61935.4000,-60257.5000,2.9896,349.8552,10008.1590,10358.0142,146.0068,71943.5590,1328.0448,-70615.5142,18.5910,15.2239,18399.6000,1418.7000,16980.9000,1.0148,3550.3967,251.0253,3801.4220,49.5611,1669.7253,14849.2033,13179.4780,18.4765,12.3381,15.4073,0.6927,46755.2810,19.1590,18.5910,18.8750,28.8377,1.3348,18.5910,17.2675,17.9293,21.5774,0.3200,19.1590,18.7103,18.9347,28.6789,-1.6548,14.5343,13.8781,14.2062,22.8870,-1.3348,12.3381,12.3476,12.3428,3.6875,-0.3200,12.3381,12.3549,12.3465,2.9940,1.6548,0.1000,7.8141,-43276.6000,46755.2810
2160.0000,12.9829,18.9190,2462.0000,56120.5000,-53658.5000,2.7616,513.7934,9057.6418,9571.4352,134.8740,65178.1418,1948.2066,-63229.9352,18.4566,14.3534,22011.2000,0.0000,22011.2000,1.1220,4254.6249,0.0000,4254.6249,54.7962,0.0000,17756.5751,17756.5751,18.3358,12.2707,15.3033,0.5682,38356.4505,18.9190,18.4566,18.6878,26.8338,1.2945,18.4566,16.7122,17.5844,18.5102,0.1726,18.9190,18.5268,18.7229,26.4343,-1.4671,14.0630,13.8121,13.9375,17.9030,-1.2945,12.2707,12.1741,12.2224,3.0529,-0.1726,12.2707,12.2512,12.2610,2.8153,1.4671,0.1000,7.8141,-31647.3000,38356.4505
2161.0000,13.0071,16.8297,3222.1000,50721.0000,-47498.9000,2.5485,672.1466,8190.7433,8862.8898,124.4626,58911.7433,2549.9534,-56361.7898,17.2129,13.1348,28679.0000,0.0000,28679.0000,1.4652,5635.7214,0.0000,5635.7214,71.5585,0.0000,23043.2786,23043.2786,17.1495,13.3144,15.2320,0.5166,34871.9263,16.8297,17.2129,17.0213,7.2938,1.7626,17.2129,16.9245,17.0687,13.6261,0.2974,16.8297,17.1820,17.0059,6.3626,-2.0601,12.9271,13.1041,13.0156,6.4145,-1.7626,13.3144,11.9038,12.6091,8.4435,-0.2974,13.3144,12.9240,13.1192,13.8448,2.0601,0.1000,7.8141,-18819.9000,34871.9263
2162.0000,13.0002,16.6659,4001.7000,45893.3000,-41891.6000,2.3641,834.8702,7409.9723,8244.8425,115.4583,53303.2723,3166.8298,-50136.4425,16.6707,12.6865,29096.3000,0.0000,29096.3000,1.5186,5760.7414,0.0000,5760.7414,74.1644,0.0000,23335.5586,23335.5586,16.6635,13.6364,15.1499,0.3507,23672.7403,16.6659,16.6707,16.6683,6.7475,1.6882,16.6707,16.5516,16.6112,9.9340,0.1697,16.6659,16.6737,16.6698,6.1654,-1.8579,12.5992,12.6656,12.6324,3.3446,-1.6882,13.6364,11.8182,12.7273,9.5346,-0.1697,13.6364,13.3043,13.4704,16.7691,1.8579,0.1000,7.8141,-12795.3000,23672.7403
2163.0000,12.9103,16.3559,5128.1000,41893.2000,-36765.1000,2.2367,1071.4797,6750.1381,7821.6177,109.2351,48643.3381,4056.6203,-44586.7177,16.3528,12.4103,34682.7000,0.0000,34682.7000,1.8273,6897.5995,0.0000,6897.5995,89.2405,0.0000,27785.1005,27785.1005,16.3718,13.7837,15.0778,0.2259,15250.4011,16.3559,16.3640,16.3600,5.6320,1.7274,16.3718,16.1586,16.2652,7.7436,-0.0998,16.3559,16.3718,16.3639,5.1235,-1.6276,12.4103,12.4385,12.4244,2.2808,-1.7274,12.4103,12.4573,12.4338,5.6904,0.0998,13.7023,13.4111,13.5567,16.5552,1.6276,0.1000,7.8141,-2082.4000,15250.4011
