Time [hr],building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],hp_pir1:EFT [C],hp_pir1:ExFT [C],hp_pir1:MFT [C],hp_pir1:Q [W/m],hp_pir1:M_flow [kg/s],hp_pir2:EFT [C],hp_pir2:ExFT [C],hp_pir2:MFT [C],hp_pir2:Q [W/m],hp_pir2:M_flow [kg/s],hp_pir3:EFT [C],hp_pir3:ExFT [C],hp_pir3:MFT [C],hp_pir3:Q [W/m],hp_pir3:M_flow [kg/s],hp_por1:EFT [C],hp_por1:ExFT [C],hp_por1:MFT [C],hp_por1:Q [W/m],hp_por1:M_flow [kg/s],hp_por2:EFT [C],hp_por2:ExFT [C],hp_por2:MFT [C],hp_por2:Q [W/m],hp_por2:M_flow [kg/s],hp_por3:EFT [C],hp_por3:ExFT [C],hp_por3:MFT [C],hp_por3:Q [W/m],hp_por3:M_flow [kg/s],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
4939.0000,15.2124,21.5837,0.0000,256226.6000,-256226.6000,12.2009,0.0000,43604.5076,43604.5076,595.8731,299831.1076,0.0000,-299831.1076,15.1994,20.8658,0.0000,45188.1000,-45188.1000,2.4126,0.0000,7540.5581,7540.5581,117.8286,52728.6581,0.0000,-52728.6581,21.4329,15.1324,18.2827,5.2611,355125.1448,21.5837,21.5350,21.5594,10.1850,3.2628,21.2505,21.2233,21.2369,9.2914,5.6754,21.5837,21.5660,21.5749,10.1386,-8.9382,15.1994,15.3145,15.2569,-10.2206,-3.2628,15.1324,15.1994,15.1659,-10.4626,-5.6754,15.1324,15.1751,15.1538,-10.5000,8.9382,0.1000,7.8141,-301414.7000,355125.1448
4940.0000,14.8375,21.2095,0.0000,188506.6000,-188506.6000,8.9634,0.0000,31788.4301,31788.4301,437.7558,220295.0301,0.0000,-220295.0301,14.8206,20.4875,0.0000,26083.3000,-26083.3000,1.3913,0.0000,4326.9238,4326.9238,67.9484,30410.2238,0.0000,-30410.2238,21.1150,14.6648,17.8899,3.8164,257606.1135,21.2095,21.2148,21.2121,6.4346,2.5240,20.9564,20.9525,20.9545,6.2268,3.9153,21.2095,21.2137,21.2116,6.2157,-6.4393,14.8206,15.0302,14.9254,-13.7720,-2.5240,14.6648,14.8206,14.7427,-15.0639,-3.9153,14.6648,14.7619,14.7134,-15.3009,6.4393,0.1000,7.8141,-214589.9000,257606.1135
4941.0000,14.6063,20.9894,0.0000,179140.7000,-179140.7000,8.4965,0.0000,30040.7063,30040.7063,414.9537,209181.4063,0.0000,-209181.4063,14.5914,20.2650,0.0000,17107.3000,-17107.3000,0.9110,0.0000,2827.9818,2827.9818,44.4915,19935.2818,0.0000,-19935.2818,20.9144,14.4296,17.6720,3.4859,235296.1723,20.9894,20.9881,20.9887,4.5981,2.5285,20.7966,20.7841,20.7903,4.9302,3.4395,20.9894,20.9894,20.9894,4.4387,-5.9680,14.5914,14.7997,14.6956,-15.7138,-2.5285,14.4296,14.5914,14.5105,-16.8175,-3.4395,14.4296,14.5243,14.4770,-17.0664,5.9680,0.1000,7.8141,-196248.0000,235296.1723
4942.0000,14.3910,20.7793,0.0000,151500.1000,-151500.1000,7.1744,0.0000,25274.4649,25274.4649,350.3847,176774.5649,0.0000,-176774.5649,14.3774,20.0539,0.0000,13049.2000,-13049.2000,0.6942,0.0000,2150.1973,2150.1973,33.9040,15199.3973,0.0000,-15199.3973,20.7235,14.1635,17.4435,2.9495,199092.0304,20.7793,20.7920,20.7857,3.0012,2.1601,20.6125,20.6135,20.6130,3.4345,2.8543,20.7793,20.7861,20.7827,2.8196,-5.0143,14.3774,14.6297,14.5035,-17.1764,-2.1601,14.1635,14.3774,14.2704,-18.7468,-2.8543,14.1635,14.2882,14.2258,-19.1013,5.0143,0.1000,7.8141,-164549.3000,199092.0304
4943.0000,14.2130,20.6065,0.0000,137670.5000,-137670.5000,6.5101,0.0000,22869.7289,22869.7289,317.9435,160540.2289,0.0000,-160540.2289,14.2020,19.8816,0.0000,8827.3000,-8827.3000,0.4692,0.0000,1450.7381,1450.7381,22.9140,10278.0381,0.0000,-10278.0381,20.5701,13.9519,17.2610,2.6393,178155.2393,20.6065,20.6266,20.6166,1.8225,2.0136,20.4858,20.4854,20.4856,2.5917,2.4828,20.6065,20.6168,20.6117,1.6397,-4.4965,14.2020,14.4795,14.3407,-18.3012,-2.0136,13.9519,14.2020,14.0769,-20.0743,-2.4828,13.9519,14.0936,14.0227,-20.5064,4.4965,0.1000,7.8141,-146497.8000,178155.2393
4944.0000,14.0742,20.4723,0.0000,119848.1000,-119848.1000,5.6606,0.0000,19843.4277,19843.4277,276.4568,139691.5277,0.0000,-139691.5277,14.0553,19.7374,0.0000,11620.3000,-11620.3000,0.6172,0.0000,1905.6412,1905.6412,30.1419,13525.9412,0.0000,-13525.9412,20.4244,13.7825,17.1034,2.3826,160823.8214,20.4723,20.4968,20.4846,1.0560,1.6812,20.2929,20.3210,20.3070,1.0763,2.2983,20.4723,20.4841,20.4782,0.8739,-3.9795,14.0553,14.3848,14.2201,-18.9542,-1.6812,13.7825,14.0553,13.9189,-21.0195,-2.2983,13.7825,13.9430,13.8627,-21.4341,3.9795,0.1000,7.8141,-131468.4000,160823.8214
4945.0000,13.9648,20.3664,0.0000,115480.4000,-115480.4000,5.4494,0.0000,19070.6649,19070.6649,266.1377,134551.0649,0.0000,-134551.0649,13.9468,19.6311,0.0000,9366.2000,-9366.2000,0.4972,0.0000,1533.5578,1533.5578,24.2803,10899.7578,0.0000,-10899.7578,20.3236,13.6589,16.9913,2.2646,152857.8870,20.3664,20.3912,20.3788,0.5346,1.6507,20.2153,20.2267,20.2210,0.7762,2.1479,20.3664,20.3784,20.3724,0.3672,-3.7986,13.9468,14.2855,14.1162,-19.4880,-1.6507,13.6589,13.9468,13.8029,-21.5275,-2.1479,13.6589,13.8254,13.7422,-21.9694,3.7986,0.1000,7.8141,-124846.6000,152857.8870
4946.0000,13.8774,20.2818,0.0000,106049.0000,-106049.0000,5.0007,0.0000,17476.9762,17476.9762,244.2259,123525.9762,0.0000,-123525.9762,13.8556,19.5413,0.0000,10303.4000,-10303.4000,0.5467,0.0000,1684.7799,1684.7799,26.6979,11988.1799,0.0000,-11988.1799,20.2330,13.5498,16.8914,2.1184,142994.3069,20.2818,20.3077,20.2947,0.1992,1.4847,20.1015,20.1274,20.1144,0.0966,2.0313,20.2818,20.2940,20.2879,0.0378,-3.5160,13.8556,14.2265,14.0410,-19.7381,-1.4847,13.5498,13.8556,13.7027,-21.9501,-2.0313,13.5498,13.7300,13.6399,-22.3888,3.5160,0.1000,7.8141,-116352.4000,142994.3069
4947.0000,13.7822,20.1882,0.0000,97712.0000,-97712.0000,4.6049,0.0000,16066.8788,16066.8788,224.8971,113778.8788,0.0000,-113778.8788,13.7743,19.4612,0.0000,4952.8000,-4952.8000,0.2627,0.0000,808.9193,808.9193,12.8288,5761.7193,0.0000,-5761.7193,20.1698,13.3948,16.7823,1.8844,127195.7172,20.1882,20.2246,20.2064,-0.2629,1.4474,20.1073,20.1016,20.1045,0.5753,1.7101,20.1882,20.2067,20.1975,-0.4402,-3.1575,13.7743,14.1600,13.9672,-20.0575,-1.4474,13.3948,13.7743,13.5846,-22.6660,-1.7101,13.3948,13.6090,13.5019,-23.3219,3.1575,0.1000,7.8141,-102664.8000,127195.7172
4948.0000,13.7804,20.1904,0.0000,122142.1000,-122142.1000,5.7527,0.0000,20083.0903,20083.0903,280.9509,142225.1903,0.0000,-142225.1903,13.7563,19.4449,0.0000,9911.8000,-9911.8000,0.5255,0.0000,1618.4332,1618.4332,25.6652,11530.2332,0.0000,-11530.2332,20.1351,13.5260,16.8305,2.3709,160037.0517,20.1904,20.1928,20.1916,0.1351,1.7424,20.0195,20.0364,20.0279,0.0521,2.2679,20.1904,20.1908,20.1906,0.0657,-4.0103,13.7563,14.0722,13.9142,-20.1673,-1.7424,13.5260,13.7563,13.6412,-21.2738,-2.2679,13.5260,13.6536,13.5898,-21.4957,4.0103,0.1000,7.8141,-132053.9000,160037.0517
4949.0000,13.8069,20.2175,0.0000,132238.2000,-132238.2000,6.2281,0.0000,21756.7158,21756.7158,304.1703,153994.9158,0.0000,-153994.9158,13.7875,19.4769,0.0000,11191.6000,-11191.6000,0.5933,0.0000,1828.2222,1828.2222,28.9769,13019.8222,0.0000,-13019.8222,20.1426,13.5828,16.8627,2.5569,172588.5768,20.2175,20.2019,20.2097,0.7664,1.8783,20.0279,20.0235,20.0257,0.4660,2.4716,20.2175,20.2103,20.2139,0.7509,-4.3498,13.7875,14.0561,13.9218,-19.6127,-1.8783,13.5828,13.7875,13.6852,-20.3910,-2.4716,13.5828,13.6993,13.6410,-20.5577,4.3498,0.1000,7.8141,-143429.8000,172588.5768
4950.0000,14.0135,20.4275,0.0000,218567.9000,-218567.9000,10.2958,0.0000,36136.4920,36136.4920,502.8304,254704.3920,0.0000,-254704.3920,14.0049,19.6960,0.0000,2455.0000,-2455.0000,0.1302,0.0000,402.3049,402.3049,6.3572,2857.3049,0.0000,-2857.3049,20.3575,13.9219,17.1397,3.8340,258794.6838,20.4275,20.3728,20.4001,3.3287,3.3885,20.3478,20.2747,20.3112,4.2128,3.5187,20.4275,20.3997,20.4136,3.4127,-6.9073,14.0049,14.1183,14.0616,-17.6206,-3.3885,13.9219,14.0049,13.9634,-16.8303,-3.5187,13.9219,13.9621,13.9420,-16.7459,6.9073,0.1000,7.8141,-221022.9000,258794.6838
4951.0000,14.2791,20.6901,0.0000,271345.6000,-271345.6000,12.7993,0.0000,45146.9736,45146.9736,625.0968,316492.5736,0.0000,-316492.5736,14.2751,19.9644,0.0000,4062.8000,-4062.8000,0.2156,0.0000,668.4328,668.4328,10.5299,4731.2328,0.0000,-4731.2328,20.6093,14.2284,17.4189,4.7453,320310.9359,20.6901,20.6200,20.6550,6.2363,4.1946,20.5880,20.5195,20.5537,6.7862,4.4102,20.6901,20.6553,20.6727,6.3480,-8.6047,14.2751,14.3360,14.3055,-14.7210,-4.1946,14.2284,14.2751,14.2518,-13.7167,-4.4102,14.2284,14.2514,14.2399,-13.5739,8.6047,0.1000,7.8141,-275408.4000,320310.9359
4952.0000,14.6388,21.0464,0.0000,294250.7000,-294250.7000,13.9041,0.0000,49382.5364,49382.5364,679.0533,343633.2364,0.0000,-343633.2364,14.6344,20.3216,0.0000,43203.7000,-43203.7000,2.2953,0.0000,7146.6040,7146.6040,112.1004,50350.3040,0.0000,-50350.3040,20.8733,14.6248,17.7490,5.7839,390414.2044,21.0464,20.9359,20.9911,9.7667,3.8696,20.7072,20.6634,20.6853,7.7782,6.1649,21.0464,21.0023,21.0243,10.0456,-10.0345,14.6344,14.6623,14.6484,-11.0239,-3.8696,14.6248,14.6344,14.6296,-9.8445,-6.1649,14.6248,14.6297,14.6272,-9.6336,10.0345,0.1000,7.8141,-337454.4000,390414.2044
4953.0000,14.9213,21.3199,0.0000,308525.6000,-308525.6000,14.6136,0.0000,52133.4970,52133.4970,713.7034,360659.0970,0.0000,-360659.0970,14.9181,20.6002,0.0000,63721.3000,-63721.3000,3.3906,0.0000,10586.5645,10586.5645,165.5890,74307.8645,0.0000,-74307.8645,21.1136,14.9117,18.0126,6.3804,430674.4233,21.3199,21.1988,21.2594,12.1017,3.7410,20.9142,20.8641,20.8892,9.7004,7.1316,21.3199,21.2772,21.2986,12.4106,-10.8726,14.9181,14.9383,14.9282,-8.5105,-3.7410,14.9117,14.9181,14.9149,-7.4770,-7.1316,14.9117,14.9154,14.9135,-7.2992,10.8726,0.1000,7.8141,-372246.9000,430674.4233
4954.0000,15.1701,21.5622,0.0000,322779.1000,-322779.1000,15.3177,0.0000,54873.6612,54873.6612,748.0932,377652.7612,0.0000,-377652.7612,15.1681,20.8464,0.0000,79617.3000,-79617.3000,4.2416,0.0000,13279.2208,13279.2208,207.1509,92896.5208,0.0000,-92896.5208,21.3362,15.1664,18.2513,6.8956,465451.2073,21.5622,21.4308,21.4965,13.9718,3.6921,21.1184,21.0676,21.0930,11.4616,7.9336,21.5622,21.5195,21.5409,14.3081,-11.6257,15.1681,15.1794,15.1738,-6.5327,-3.6921,15.1664,15.1681,15.1672,-5.5568,-7.9336,15.1664,15.1672,15.1668,-5.3972,11.6257,0.1000,7.8141,-402396.4000,465451.2073
4955.0000,15.4037,21.7905,0.0000,336116.7000,-336116.7000,15.9775,0.0000,57469.1343,57469.1343,780.3167,393585.8343,0.0000,-393585.8343,15.4031,21.0782,0.0000,94537.7000,-94537.7000,5.0420,0.0000,15826.5773,15826.5773,246.2417,110364.2773,0.0000,-110364.2773,21.5484,15.4058,18.4771,7.3777,497997.8126,21.7905,21.6476,21.7190,15.6342,3.6452,21.3171,21.2663,21.2917,13.0641,8.6872,21.7905,21.7472,21.7688,16.0052,-12.3323,15.4031,15.4044,15.4037,-4.7851,-3.6452,15.4058,15.4031,15.4044,-3.8311,-8.6872,15.4058,15.4035,15.4047,-3.6842,12.3323,0.1000,7.8141,-430654.4000,497997.8126
4956.0000,15.5824,21.9631,0.0000,348670.0000,-348670.0000,16.6006,0.0000,59878.3266,59878.3266,810.7472,408548.3266,0.0000,-408548.3266,15.5820,21.2535,0.0000,97623.0000,-97623.0000,5.2120,0.0000,16390.0376,16390.0376,254.5448,114013.0376,0.0000,-114013.0376,21.7239,15.5841,18.6540,7.6526,516548.9717,21.9631,21.8251,21.8941,16.7047,3.7962,21.4944,21.4429,21.4686,14.3419,9.0082,21.9631,21.9216,21.9424,17.0262,-12.8044,15.5820,15.5827,15.5823,-3.6839,-3.7962,15.5841,15.5820,15.5830,-2.8223,-9.0082,15.5841,15.5823,15.5832,-2.6926,12.8044,0.1000,7.8141,-446293.0000,516548.9717
4957.0000,15.7630,22.1400,0.0000,358315.0000,-358315.0000,17.0807,0.0000,61809.9179,61809.9179,834.1927,420124.9179,0.0000,-420124.9179,15.7635,21.4329,0.0000,108569.2000,-108569.2000,5.8011,0.0000,18281.5151,18281.5151,283.3153,126850.7151,0.0000,-126850.7151,21.8910,15.7689,18.8300,8.0045,540304.4292,22.1400,21.9934,22.0667,17.8074,3.7599,21.6533,21.6029,21.6281,15.4002,9.5609,22.1400,22.0978,22.1189,18.1601,-13.3208,15.7635,15.7565,15.7600,-2.5295,-3.7599,15.7689,15.7635,15.7662,-1.6680,-9.5609,15.7689,15.7648,15.7669,-1.5452,13.3208,0.1000,7.8141,-466884.2000,540304.4292
4958.0000,15.9428,22.3161,0.0000,372261.6000,-372261.6000,17.7675,0.0000,64502.9260,64502.9260,867.7370,436764.5260,0.0000,-436764.5260,15.9444,21.6114,0.0000,117017.8000,-117017.8000,6.2577,0.0000,19762.5687,19762.5687,305.6158,136780.3687,0.0000,-136780.3687,22.0623,15.9524,19.0074,8.3877,566169.3882,22.3161,22.1647,22.2404,18.9394,3.8366,21.8217,21.7705,21.7961,16.5742,10.0943,22.3161,22.2737,22.2949,19.2993,-13.9309,15.9444,15.9297,15.9370,-1.3689,-3.8366,15.9524,15.9444,15.9484,-0.5094,-10.0943,15.9524,15.9464,15.9494,-0.3929,13.9309,0.1000,7.8141,-489279.4000,566169.3882
4959.0000,16.1201,22.4897,0.0000,385390.6000,-385390.6000,18.4170,0.0000,67073.4511,67073.4511,899.4557,452464.0511,0.0000,-452464.0511,16.1227,21.7874,0.0000,126041.4000,-126041.4000,6.7459,0.0000,21349.3633,21349.3633,329.4581,147390.7633,0.0000,-147390.7633,22.2310,16.1329,19.1820,8.7680,591840.2818,22.4897,22.3334,22.4115,20.0374,3.8904,21.9871,21.9359,21.9615,17.6919,10.6363,22.4897,22.4471,22.4684,20.4071,-14.5266,16.1227,16.1009,16.1118,-0.2384,-3.8904,16.1329,16.1227,16.1278,0.6178,-10.6363,16.1329,16.1252,16.1291,0.7286,14.5266,0.1000,7.8141,-511432.0000,591840.2818
4960.0000,16.2599,22.6250,0.0000,390465.7000,-390465.7000,18.6825,0.0000,68194.6302,68194.6302,912.4209,458660.3302,0.0000,-458660.3302,16.2626,21.9245,0.0000,132664.4000,-132664.4000,7.1063,0.0000,22523.6921,22523.6921,347.0589,155188.0921,0.0000,-155188.0921,22.3635,16.2722,19.3178,8.9761,605887.9320,22.6250,22.4678,22.5464,20.6939,3.8587,22.1157,22.0662,22.0909,18.3602,10.9650,22.6250,22.5834,22.6042,21.0570,-14.8237,16.2626,16.2407,16.2516,0.4653,-3.8587,16.2722,16.2626,16.2674,1.2648,-10.9650,16.2722,16.2649,16.2685,1.3663,14.8237,0.1000,7.8141,-523130.1000,605887.9320
4961.0000,16.3314,22.6920,0.0000,398893.4000,-398893.4000,19.1043,0.0000,69791.3826,69791.3826,933.0215,468684.7826,0.0000,-468684.7826,16.3328,21.9920,0.0000,122481.7000,-122481.7000,6.5652,0.0000,20819.3932,20819.3932,320.6318,143301.0932,0.0000,-143301.0932,22.4472,16.3388,19.3930,8.9595,604768.7280,22.6920,22.5540,22.6230,20.7114,4.1797,22.2106,22.1610,22.1858,18.6669,10.7449,22.6920,22.6532,22.6726,20.9610,-14.9246,16.3328,16.3207,16.3268,0.4495,-4.1797,16.3388,16.3328,16.3358,1.1277,-10.7449,16.3388,16.3344,16.3366,1.2183,14.9246,0.1000,7.8141,-521375.1000,604768.7280
4962.0000,15.9345,22.2825,0.0000,302655.7000,-302655.7000,14.5024,0.0000,52431.2684,52431.2684,708.2723,355086.9684,0.0000,-355086.9684,15.9232,21.5748,0.0000,87435.0000,-87435.0000,4.6882,0.0000,14761.3239,14761.3239,228.9631,102196.3239,0.0000,-102196.3239,22.0800,15.8789,18.9794,6.8000,458999.5945,22.2825,22.2190,22.2508,15.4559,3.2714,21.8396,21.8185,21.8291,13.6131,7.9596,22.2825,22.2654,22.2740,15.3926,-11.2310,15.9232,16.0164,15.9698,-4.6263,-3.2714,15.8789,15.9232,15.9010,-4.9080,-7.9596,15.8789,15.9106,15.8947,-4.9072,11.2310,0.1000,7.8141,-390090.7000,458999.5945
4963.0000,15.6938,22.0539,0.0000,286627.8000,-286627.8000,13.6965,0.0000,49359.2182,49359.2182,668.9167,335987.0182,0.0000,-335987.0182,15.6817,21.3411,0.0000,70235.2000,-70235.2000,3.7587,0.0000,11810.9006,11810.9006,183.5689,82046.1006,0.0000,-82046.1006,21.8647,15.6364,18.7505,6.2121,419314.0805,22.0539,21.9888,22.0213,12.9034,3.3126,21.6445,21.6171,21.6308,11.4301,7.0713,22.0539,22.0332,22.0435,12.8814,-10.3839,15.6817,15.7769,15.7293,-7.3464,-3.3126,15.6364,15.6817,15.6591,-7.5094,-7.0713,15.6364,15.6673,15.6519,-7.5095,10.3839,0.1000,7.8141,-356863.0000,419314.0805
4964.0000,15.2835,21.6446,0.0000,215449.2000,-215449.2000,10.2782,0.0000,36728.9343,36728.9343,501.9706,252178.1343,0.0000,-252178.1343,15.2624,20.9226,0.0000,47463.3000,-47463.3000,2.5372,0.0000,7928.1077,7928.1077,123.9136,55391.4077,0.0000,-55391.4077,21.4974,15.1535,18.3255,4.6456,313574.9055,21.6446,21.6339,21.6393,8.7073,2.5803,21.2813,21.2786,21.2799,7.5550,5.1175,21.6446,21.6429,21.6438,8.4978,-7.6979,15.2624,15.4520,15.3572,-11.4172,-2.5803,15.1535,15.2624,15.2080,-12.4742,-5.1175,15.1535,15.2270,15.1903,-12.5960,7.6979,0.1000,7.8141,-262912.5000,313574.9055
4965.0000,15.0288,21.4021,0.0000,205001.6000,-205001.6000,9.7524,0.0000,34731.1328,34731.1328,476.2911,239732.7328,0.0000,-239732.7328,15.0086,20.6763,0.0000,35920.7000,-35920.7000,1.9166,0.0000,5976.2071,5976.2071,93.6017,41896.9071,0.0000,-41896.9071,21.2712,14.8963,18.0838,4.2506,286917.5682,21.4021,21.3851,21.3936,6.6323,2.6119,21.0851,21.0740,21.0796,5.9459,4.5285,21.4021,21.3963,21.3992,6.4871,-7.1404,15.0086,15.1946,15.1016,-13.6312,-2.6119,14.8963,15.0086,14.9524,-14.4962,-4.5285,14.8963,14.9682,14.9322,-14.6252,7.1404,0.1000,7.8141,-240922.3000,286917.5682
4966.0000,14.7757,21.1543,0.0000,176978.8000,-176978.8000,8.4048,0.0000,29799.8477,29799.8477,410.4750,206778.6477,0.0000,-206778.6477,14.7548,20.4257,0.0000,26643.6000,-26643.6000,1.4200,0.0000,4415.4042,4415.4042,69.3496,31059.0042,0.0000,-31059.0042,21.0498,14.6005,17.8251,3.6206,244389.9655,21.1543,21.1557,21.1550,4.6471,2.3283,20.8792,20.8774,20.8783,4.2821,3.7482,21.1543,21.1561,21.1552,4.4613,-6.0765,14.7548,14.9802,14.8675,-15.5528,-2.3283,14.6005,14.7548,14.6777,-16.8124,-3.7482,14.6005,14.6973,14.6489,-17.0282,6.0765,0.1000,7.8141,-203622.4000,244389.9655
4967.0000,14.5493,20.9338,0.0000,163481.0000,-163481.0000,7.7505,0.0000,27377.0938,27377.0938,378.5231,190858.0938,0.0000,-190858.0938,14.5339,20.2083,0.0000,15151.9000,-15151.9000,0.8066,0.0000,2502.5555,2502.5555,39.3948,17654.4555,0.0000,-17654.4555,20.8708,14.3389,17.6049,3.1939,215586.5293,20.9338,20.9481,20.9410,3.0047,2.3146,20.7569,20.7482,20.7526,3.5654,3.1213,20.9338,20.9412,20.9375,2.8026,-5.4359,14.5339,14.7743,14.6541,-17.1931,-2.3146,14.3389,14.5339,14.4364,-18.6462,-3.1213,14.3389,14.4535,14.3962,-18.9738,5.4359,0.1000,7.8141,-178632.9000,215586.5293
4968.0000,14.3539,20.7438,0.0000,147402.0000,-147402.0000,6.9776,0.0000,24568.9403,24568.9403,340.7771,171970.9403,0.0000,-171970.9403,14.3429,20.0205,0.0000,9632.3000,-9632.3000,0.5123,0.0000,1586.3569,1586.3569,25.0202,11218.6569,0.0000,-11218.6569,20.7086,14.1062,17.4074,2.8257,190734.3634,20.7438,20.7677,20.7558,1.7183,2.1551,20.6242,20.6230,20.6236,2.7017,2.6674,20.7438,20.7559,20.7498,1.5112,-4.8225,14.3429,14.6074,14.4752,-18.4072,-2.1551,14.1062,14.3429,14.2246,-20.1191,-2.6674,14.1062,14.2406,14.1734,-20.5418,4.8225,0.1000,7.8141,-157034.3000,190734.3634
4969.0000,14.2309,20.6264,0.0000,141713.2000,-141713.2000,6.6996,0.0000,23551.3691,23551.3691,327.1992,165264.5691,0.0000,-165264.5691,14.2162,19.8968,0.0000,10776.4000,-10776.4000,0.5727,0.0000,1771.4385,1771.4385,27.9694,12547.8385,0.0000,-12547.8385,20.5823,13.9882,17.2852,2.7401,184958.5367,20.6264,20.6424,20.6344,1.1742,2.0423,20.4791,20.4899,20.4845,1.6913,2.6150,20.6264,20.6341,20.6303,1.0101,-4.6573,14.2162,14.4884,14.3523,-18.9851,-2.0423,13.9882,14.2162,14.1022,-20.5398,-2.6150,13.9882,14.1180,14.0531,-20.8945,4.6573,0.1000,7.8141,-152489.6000,184958.5367
4970.0000,14.1363,20.5350,0.0000,131452.1000,-131452.1000,6.2095,0.0000,21796.8833,21796.8833,303.2601,153248.9833,0.0000,-153248.9833,14.1168,19.7993,0.0000,13107.8000,-13107.8000,0.6962,0.0000,2151.5225,2151.5225,34.0024,15259.3225,0.0000,-15259.3225,20.4758,13.8820,17.1789,2.6019,175627.5368,20.5350,20.5490,20.5420,0.8561,1.8377,20.3430,20.3620,20.3525,0.7846,2.5340,20.5350,20.5417,20.5384,0.7084,-4.3717,14.1168,14.4130,14.2649,-19.2471,-1.8377,13.8820,14.1168,13.9994,-20.8977,-2.5340,13.8820,14.0200,13.9510,-21.2237,4.3717,0.1000,7.8141,-144559.9000,175627.5368
4971.0000,14.0441,20.4448,0.0000,121978.3000,-121978.3000,5.7583,0.0000,20181.6620,20181.6620,281.2281,142159.9620,0.0000,-142159.9620,14.0239,19.7076,0.0000,11945.9000,-11945.9000,0.6342,0.0000,1958.1382,1958.1382,30.9756,13904.0382,0.0000,-13904.0382,20.3879,13.7636,17.0758,2.4197,163329.9247,20.4448,20.4640,20.4544,0.4881,1.7080,20.2592,20.2735,20.2663,0.4310,2.3423,20.4448,20.4540,20.4494,0.3325,-4.0503,14.0239,14.3450,14.1844,-19.5425,-1.7080,13.7636,14.0239,13.8938,-21.4009,-2.3423,13.7636,13.9171,13.8404,-21.7729,4.0503,0.1000,7.8141,-133924.2000,163329.9247
4972.0000,14.0519,20.4567,0.0000,146420.2000,-146420.2000,6.9080,0.0000,24230.1640,24230.1640,337.3749,170650.3640,0.0000,-170650.3640,14.0300,19.7160,0.0000,14634.1000,-14634.1000,0.7767,0.0000,2398.9954,2398.9954,37.9315,17033.0954,0.0000,-17033.0954,20.3739,13.8542,17.1140,2.8628,193240.6296,20.4567,20.4441,20.4504,1.0698,2.0438,20.2436,20.2412,20.2424,0.7439,2.8204,20.4567,20.4508,20.4537,1.0241,-4.8642,14.0300,14.2818,14.1559,-19.2789,-2.0438,13.8542,14.0300,13.9421,-20.0936,-2.8204,13.8542,13.9553,13.9048,-20.2515,4.8642,0.1000,7.8141,-161054.3000,193240.6296
4973.0000,14.0490,20.4534,0.0000,154947.7000,-154947.7000,7.3107,0.0000,25639.5618,25639.5618,357.0421,180587.2618,0.0000,-180587.2618,14.0355,19.7214,0.0000,10970.3000,-10970.3000,0.5822,0.0000,1798.5259,1798.5259,28.4356,12768.8259,0.0000,-12768.8259,20.3829,13.8556,17.1193,2.9438,198708.8723,20.4534,20.4379,20.4456,1.4398,2.2428,20.2902,20.2685,20.2793,1.6297,2.8251,20.4534,20.4466,20.4500,1.3974,-5.0679,14.0355,14.2567,14.1461,-18.9325,-2.2428,13.8556,14.0355,13.9456,-19.6683,-2.8251,13.8556,13.9571,13.9064,-19.8672,5.0679,0.1000,7.8141,-165918.0000,198708.8723
4974.0000,14.2613,20.6704,0.0000,241481.0000,-241481.0000,11.3933,0.0000,40160.9502,40160.9502,556.4280,281641.9502,0.0000,-281641.9502,14.2544,19.9427,0.0000,3462.4000,-3462.4000,0.1838,0.0000,569.4764,569.4764,8.9749,4031.8764,0.0000,-4031.8764,20.5986,14.1844,17.3915,4.2431,286409.1952,20.6704,20.6143,20.6424,4.1411,3.7365,20.5829,20.5135,20.5482,5.1110,3.9203,20.6704,20.6422,20.6563,4.2093,-7.6568,14.2544,14.3487,14.3015,-16.7023,-3.7365,14.1844,14.2544,14.2194,-16.0580,-3.9203,14.1844,14.2186,14.2015,-16.0017,7.6568,0.1000,7.8141,-244943.4000,286409.1952
