Time [hr],building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],hp_pir1:EFT [C],hp_pir1:ExFT [C],hp_pir1:MFT [C],hp_pir1:Q [W/m],hp_pir1:M_flow [kg/s],hp_pir2:EFT [C],hp_pir2:ExFT [C],hp_pir2:MFT [C],hp_pir2:Q [W/m],hp_pir2:M_flow [kg/s],hp_pir3:EFT [C],hp_pir3:ExFT [C],hp_pir3:MFT [C],hp_pir3:Q [W/m],hp_pir3:M_flow [kg/s],hp_por1:EFT [C],hp_por1:ExFT [C],hp_por1:MFT [C],hp_por1:Q [W/m],hp_por1:M_flow [kg/s],hp_por2:EFT [C],hp_por2:ExFT [C],hp_por2:MFT [C],hp_por2:Q [W/m],hp_por2:M_flow [kg/s],hp_por3:EFT [C],hp_por3:ExFT [C],hp_por3:MFT [C],hp_por3:Q [W/m],hp_por3:M_flow [kg/s],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
1.0000,14.9605,11.4052,86966.0000,4051.1000,82914.9000,4.7153,17573.1484,685.1919,18258.3403,230.2888,4736.2919,69392.8516,64656.5597,15.2442,11.4794,66470.3000,0.0000,66470.3000,3.6527,13433.5944,0.0000,13433.5944,178.3920,0.0000,53036.7056,53036.7056,11.3203,16.2514,13.7859,-2.3578,-159152.6408,15.2442,10.5471,12.8957,24.1800,-0.3542,16.2514,15.2442,15.7478,58.5991,-4.0069,16.2514,15.3189,15.7852,59.0498,4.3611,11.4052,10.8543,11.1298,2.8691,0.3542,11.4241,11.3246,11.3744,5.8210,4.0069,11.4052,11.3164,11.3608,5.6574,-4.3611,0.1000,7.8141,149385.2000,-159152.6408
2.0000,15.5939,11.9518,87715.2000,3735.3000,83979.9000,4.6835,17548.8852,641.6575,18190.5427,228.7332,4376.9575,70166.3148,65789.3573,15.8260,11.9886,70954.0000,0.0000,70954.0000,3.8335,14218.0664,0.0000,14218.0664,187.2213,0.0000,56735.9336,56735.9336,11.8055,16.1854,13.9955,-2.1315,-143879.0640,15.8260,11.5922,13.7091,29.9907,-0.2833,16.1854,15.8260,16.0057,51.9181,-4.1168,16.1854,15.8515,16.0185,51.9966,4.4001,11.9518,10.8832,11.4175,5.9193,0.2833,11.9126,11.7858,11.8492,10.6324,4.1168,11.9518,11.8240,11.8879,11.1272,-4.4001,0.1000,7.8141,154933.9000,-143879.0640
3.0000,15.7070,11.9749,90227.9000,3372.7000,86855.2000,4.7415,18019.8615,580.9912,18600.8526,231.5693,3953.6912,72208.0385,68254.3474,15.9347,12.0561,67845.6000,0.0000,67845.6000,3.6279,13573.8470,0.0000,13573.8470,177.1797,0.0000,54271.7530,54271.7530,11.9037,16.2555,14.0796,-2.0812,-140478.6509,15.9347,12.7134,14.3241,33.8183,-0.3712,16.2555,15.9347,16.0951,47.6938,-3.9991,16.2555,15.9613,16.1084,47.7913,4.3703,11.9749,11.2163,11.5956,7.2981,0.3712,11.9782,11.8996,11.9389,10.3219,3.9991,11.9749,11.9075,11.9412,10.2845,-4.3703,0.1000,7.8141,154700.8000,-140478.6509
4.0000,15.8240,12.0446,91910.5000,3056.8000,88853.7000,4.8022,18322.6633,528.1011,18850.7644,234.5341,3584.9011,73587.8367,70002.9356,15.9797,12.0930,75829.6000,0.0000,75829.6000,4.0470,15161.3748,0.0000,15161.3748,197.6501,0.0000,60668.2252,60668.2252,11.9754,16.2505,14.1129,-2.1617,-145914.3120,15.9797,12.7306,14.3551,30.9258,-0.2517,16.2505,15.9797,16.1151,44.4988,-4.2988,16.2505,15.9951,16.1228,44.5289,4.5505,12.0446,11.2310,11.6378,7.0559,0.2517,12.0425,11.9725,12.0075,10.2386,4.2988,12.0446,11.9782,12.0114,10.2506,-4.5505,0.1000,7.8141,164683.3000,-145914.3120
5.0000,15.8453,12.1408,91984.3000,3886.8000,88097.5000,4.8357,18331.3280,671.8496,19003.1776,236.1665,4558.6496,73652.9720,69094.3224,16.0322,12.1417,70193.3000,0.0000,70193.3000,3.7432,14023.8571,0.0000,14023.8571,182.8139,0.0000,56169.4429,56169.4429,12.0392,16.3092,14.1742,-2.0932,-141288.7976,16.0322,13.2836,14.6579,32.5464,-0.3641,16.3092,16.0322,16.1707,42.7626,-4.1074,16.3092,16.0539,16.1815,42.8402,4.4715,12.1408,11.3868,11.7638,8.0695,0.3641,12.0748,12.0077,12.0413,9.9474,4.1074,12.1408,12.0681,12.1044,10.6810,-4.4715,0.1000,7.8141,158290.8000,-141288.7976
6.0000,15.9067,12.2000,93034.3000,3932.6000,89101.7000,4.8891,18523.0143,680.8031,19203.8175,238.7766,4613.4031,74511.2857,69897.8825,16.0519,12.1576,76208.7000,0.0000,76208.7000,4.0603,15221.3562,0.0000,15221.3562,198.2970,0.0000,60987.3438,60987.3438,12.0905,16.2969,14.1937,-2.1511,-145198.0077,16.0519,13.2337,14.6428,30.3344,-0.2763,16.2969,16.0519,16.1744,40.9028,-4.3366,16.2969,16.0668,16.1819,40.9361,4.6128,12.2000,11.3952,11.7976,7.9000,0.2763,12.1090,12.0458,12.0774,9.8558,4.3366,12.2000,12.1325,12.1663,10.7823,-4.6128,0.1000,7.8141,165310.4000,-145198.0077
7.0000,15.7441,12.6836,121863.8000,14356.8000,107507.0000,6.8371,24324.0225,2475.4156,26799.4382,333.9131,16832.2156,97539.7775,80707.5618,15.9056,12.0119,69679.6000,0.0000,69679.6000,3.7111,13946.6286,0.0000,13946.6286,181.2451,0.0000,55732.9714,55732.9714,12.3057,16.0898,14.1977,-2.2808,-153954.6852,15.9056,14.6695,15.2876,36.7757,-1.0420,16.0898,15.9056,15.9977,37.2982,-4.7531,16.0898,15.9373,16.0135,37.4386,5.7951,12.6836,12.0452,12.3644,14.3172,1.0420,12.0192,11.9814,12.0003,8.4835,4.7531,12.6836,12.5716,12.6276,15.7979,-5.7951,0.1000,7.8141,177186.6000,-153954.6852
8.0000,15.6915,13.4737,91537.4000,21265.9000,70271.5000,5.6492,18285.7863,3661.9226,21947.7089,275.8971,24927.8226,73251.6137,48323.7911,15.8105,11.9282,71003.9000,0.0000,71003.9000,3.7914,14231.2507,0.0000,14231.2507,185.1669,0.0000,56772.6493,56772.6493,12.6490,16.0083,14.3286,-1.8121,-122318.9300,15.8105,14.5276,15.1690,33.0142,-0.6193,16.0083,15.8105,15.9094,35.4047,-4.4107,16.0083,15.8348,15.9215,35.4853,5.0299,13.4737,12.2598,12.8667,18.9441,0.6193,11.9748,11.9345,11.9546,7.7727,4.4107,13.4737,13.2756,13.3746,23.4983,-5.0299,0.1000,7.8141,141275.4000,-122318.9300
9.0000,15.6206,13.4922,86930.6000,21350.9000,65579.7000,5.4239,17384.6890,3670.1178,21054.8067,264.8957,25021.0178,69545.9110,44524.8933,15.7454,11.8706,43653.6000,0.0000,43653.6000,2.3349,8757.7229,0.0000,8757.7229,114.0331,0.0000,34895.8771,34895.8771,12.7966,16.0049,14.4007,-1.4224,-96012.2542,15.7454,14.8436,15.2945,33.3064,-1.0297,16.0049,15.7454,15.8752,34.3586,-3.3646,16.0049,15.8026,15.9038,34.6379,4.3943,13.4922,12.8248,13.1585,20.6699,1.0297,12.1626,12.0640,12.1133,9.6122,3.3646,13.4922,13.3574,13.4248,21.8422,-4.3943,0.1000,7.8141,109233.3000,-96012.2542
10.0000,15.4417,14.1898,69379.9000,27448.6000,41931.3000,4.8294,13913.6104,4697.5400,18611.1504,235.8595,32146.1400,55466.2896,23320.1496,15.5458,11.6782,36839.6000,0.0000,36839.6000,1.9727,7412.2613,0.0000,7412.2613,96.3443,0.0000,29427.3387,29427.3387,13.1309,15.7857,14.4583,-1.0319,-69650.3994,15.5458,14.7849,15.1654,30.5272,-0.9522,15.7857,15.5458,15.6657,31.2595,-2.9249,15.7857,15.6031,15.6944,31.5046,3.8772,14.1898,13.2017,13.6957,25.5403,0.9522,12.1742,12.0877,12.1310,9.3992,2.9249,14.1898,13.9179,14.0538,28.0699,-3.8772,0.1000,7.8141,78770.9000,-69650.3994
11.0000,15.2741,14.3527,65947.8000,30421.4000,35526.4000,4.8063,13260.1546,5184.9263,18445.0809,234.7337,35606.3263,52687.6454,17081.3191,15.3634,11.5183,31238.5000,20.6000,31217.9000,1.6798,6302.1664,3.4465,6305.6129,82.0394,24.0465,24936.3336,24912.2871,13.3133,15.6043,14.4588,-0.8491,-57313.6213,15.3634,14.7192,15.0413,28.3780,-1.0422,15.6043,15.3634,15.4838,28.9296,-2.7220,15.6043,15.4277,15.5160,29.1997,3.7642,14.3527,13.5608,13.9567,26.6089,1.0422,12.3003,12.1802,12.2403,10.4240,2.7220,14.3527,14.1327,14.2427,28.1608,-3.7642,0.1000,7.8141,66744.3000,-57313.6213
12.0000,15.1286,14.4234,63888.9000,32433.4000,31455.5000,4.8057,12875.6633,5508.2102,18383.8735,234.7050,37941.6102,51013.2367,13071.6265,15.2135,12.1701,34417.5000,3165.7000,31251.8000,2.0245,6958.9170,528.3792,7487.2962,98.8752,3694.0792,27458.5830,23764.5038,13.4650,15.4212,14.4431,-0.7635,-51535.7624,15.2135,14.5659,14.8897,26.1875,-0.9271,15.4212,15.2135,15.3174,26.9811,-2.9516,15.4212,15.2631,15.3422,27.1433,3.8787,14.4234,13.6549,14.0391,25.8309,0.9271,12.6365,12.4617,12.5491,13.7201,2.9516,14.4234,14.2285,14.3260,27.4793,-3.8787,0.1000,7.8141,62707.3000,-51535.7624
13.0000,14.8884,14.4201,61507.6000,34571.6000,26936.0000,4.7928,12443.0229,5837.1211,18280.1440,234.0716,40408.7211,49064.5771,8655.8560,14.9638,13.5973,29489.3000,10434.2000,19055.1000,2.1507,5984.6983,1734.7533,7719.4516,105.0374,12168.9533,23504.6017,11335.6484,13.8183,15.1206,14.4695,-0.5167,-34878.8096,14.9638,14.3949,14.6794,23.5357,-0.8807,15.1206,14.9638,15.0422,23.8377,-3.0314,15.1206,14.9995,15.0601,23.9191,3.9121,14.4201,13.6853,14.0527,24.6872,0.8807,13.6229,13.2674,13.4451,23.6348,3.0314,14.4201,14.2451,14.3326,26.2750,-3.9121,0.1000,7.8141,45991.1000,-34878.8096
14.0000,14.6754,14.5318,57989.1000,37317.1000,20672.0000,4.7536,11771.1582,6268.2678,18039.4259,232.1588,43585.3678,46217.9418,2632.5741,14.7435,14.0812,25687.1000,12977.0000,12710.1000,2.0863,5230.3501,2150.1894,7380.5395,101.8901,15127.1894,20456.7499,5329.5605,14.0564,14.8930,14.4747,-0.3270,-22069.6938,14.7435,14.2316,14.4876,21.3949,-0.8891,14.8930,14.7435,14.8183,21.6341,-2.9754,14.8930,14.7775,14.8352,21.7177,3.8645,14.5318,13.7549,14.1433,24.8303,0.8891,13.9837,13.6887,13.8362,26.0258,2.9754,14.5318,14.3396,14.4357,26.5871,-3.8645,0.1000,7.8141,33382.1000,-22069.6938
15.0000,14.5679,14.7276,54998.6000,40027.0000,14971.6000,4.7370,11183.3597,6706.0591,17889.4188,231.3488,46733.0591,43815.2403,-2917.8188,14.6294,13.3624,19870.3000,7382.3000,12488.0000,1.4762,4052.9323,1221.0616,5273.9940,72.0956,8603.3616,15817.3677,7214.0060,14.0810,14.8246,14.4528,-0.2640,-17820.4607,14.6294,14.1763,14.4029,20.6926,-1.0869,14.8246,14.6294,14.7270,21.1228,-2.5631,14.8246,14.6845,14.7546,21.3402,3.6501,14.7276,13.9915,14.3596,26.5303,1.0869,13.6292,13.4782,13.5537,20.5770,2.5631,14.7276,14.5043,14.6159,27.8310,-3.6501,0.1000,7.8141,27459.6000,-17820.4607
16.0000,14.5982,14.8860,53441.4000,40937.1000,12504.3000,4.7039,10861.4373,6863.5459,17724.9833,229.7331,47800.6459,42579.9627,-5220.6833,14.6576,11.4601,21631.0000,1453.8000,20177.2000,1.2590,4410.1806,240.5674,4650.7480,61.4865,1694.3674,17220.8194,15526.4520,13.9102,14.9089,14.4096,-0.3403,-22969.3214,14.6576,14.1755,14.4165,21.0772,-1.1483,14.9089,14.6576,14.7833,22.2113,-2.4073,14.9089,14.7347,14.8218,22.5432,3.5556,14.8860,14.1848,14.5354,27.5373,1.1483,12.7598,12.8107,12.7853,10.6546,2.4073,14.8860,14.6546,14.7703,28.6368,-3.5556,0.1000,7.8141,32681.5000,-22969.3214
17.0000,14.6892,14.7768,53914.7000,38120.0000,15794.7000,4.5938,10941.6771,6405.2733,17346.9503,224.3554,44525.2733,42973.0229,-1552.2503,14.7558,10.9739,23973.4000,0.0000,23973.4000,1.3089,4880.5058,0.0000,4880.5058,63.9254,0.0000,19092.8942,19092.8942,13.7137,15.0348,14.3742,-0.4456,-30076.9450,14.7558,14.2072,14.4815,21.8687,-1.0950,15.0348,14.7558,14.8953,23.6211,-2.4039,15.0348,14.8400,14.9374,23.9642,3.4989,14.7768,14.1905,14.4837,25.7961,1.0950,12.4391,12.4342,12.4366,7.4261,2.4039,14.7768,14.5927,14.6848,26.5529,-3.4989,0.1000,7.8141,39768.1000,-30076.9450
18.0000,15.0575,13.7288,79314.0000,29967.0000,49347.0000,5.5153,16002.2930,5080.5197,21082.8126,269.3607,35047.5197,63311.7070,28264.1874,15.1500,11.3557,42350.5000,0.0000,42350.5000,2.3082,8570.9764,0.0000,8570.9764,112.7288,0.0000,33779.5236,33779.5236,13.0475,15.4264,14.2370,-1.0635,-71786.8322,15.1500,14.3970,14.7735,25.2090,-1.0690,15.4264,15.1500,15.2882,28.1463,-3.3773,15.4264,15.2163,15.3214,28.3568,4.4463,13.7288,13.7127,13.7207,15.9268,1.0690,12.1018,12.1177,12.1097,4.4714,3.3773,13.7288,13.7537,13.7412,14.6028,-4.4463,0.1000,7.8141,91697.5000,-71786.8322
19.0000,15.2843,13.6137,72104.5000,22880.5000,49224.0000,4.7843,14495.7606,3900.6537,18396.4143,233.6560,26781.1537,57608.7394,30827.5857,15.3957,11.5710,48409.0000,0.0000,48409.0000,2.6198,9761.5572,0.0000,9761.5572,127.9484,0.0000,38647.4428,38647.4428,12.8221,15.6674,14.2448,-1.2038,-81255.2333,15.3957,14.3828,14.8893,25.8683,-0.7215,15.6674,15.3957,15.5315,30.1485,-3.3413,15.6674,15.4444,15.5559,30.2560,4.0628,13.6137,13.3061,13.4599,13.7797,0.7215,11.9456,11.9436,11.9446,3.5682,3.3413,13.6137,13.5446,13.5791,14.0643,-4.0628,0.1000,7.8141,97633.0000,-81255.2333
20.0000,15.4100,13.5439,74829.7000,21351.0000,53478.7000,4.8367,15013.9784,3651.1524,18665.1307,236.2154,25002.1524,59815.7216,34813.5693,15.5222,11.6789,59374.6000,0.0000,59374.6000,3.1992,11950.5162,0.0000,11950.5162,156.2454,0.0000,47424.0838,47424.0838,12.7220,15.7468,14.2344,-1.3889,-93750.8463,15.5222,14.2952,14.9087,25.4412,-0.5458,15.7468,15.5222,15.6345,30.3877,-3.7450,15.7468,15.5518,15.6493,30.3964,4.2909,13.5439,13.0774,13.3106,12.8058,0.5458,11.8827,11.8674,11.8750,3.6069,3.7450,13.5439,13.4680,13.5059,14.0170,-4.2909,0.1000,7.8141,112853.3000,-93750.8463
21.0000,15.6540,12.4909,92492.9000,9425.1000,83067.8000,5.1606,18487.4522,1621.4664,20108.9186,252.0342,11046.5664,74005.4478,62958.8814,15.7842,11.9286,60326.1000,0.0000,60326.1000,3.2432,12095.7154,0.0000,12095.7154,158.3927,0.0000,48230.3846,48230.3846,12.3193,16.0414,14.1803,-1.7874,-120646.8086,15.7842,14.4803,15.1323,27.6706,-0.6391,16.0414,15.7842,15.9128,32.9376,-3.8823,16.0414,15.8199,15.9306,33.0074,4.5215,12.4909,12.8066,12.6487,5.4611,0.6391,12.0731,12.0092,12.0412,6.2415,3.8823,12.4909,12.5855,12.5382,2.8617,-4.5215,0.1000,7.8141,143393.9000,-120646.8086
22.0000,15.7859,12.7570,81294.4000,9779.5000,71514.9000,4.5890,16215.8698,1687.9377,17903.8075,224.1209,11467.4377,65078.5302,53611.0925,15.8823,12.0074,71276.6000,0.0000,71276.6000,3.8142,14271.0677,0.0000,14271.0677,186.2771,0.0000,57005.5323,57005.5323,12.3536,16.1011,14.2274,-1.7994,-121460.4963,15.8823,13.9236,14.9030,24.1018,-0.2583,16.1011,15.8823,15.9917,32.7874,-4.0724,16.1011,15.8970,15.9990,32.7366,4.3307,12.7570,12.3501,12.5535,5.9585,0.2583,12.0291,11.9950,12.0121,5.9374,4.0724,12.7570,12.6909,12.7239,7.3262,-4.3307,0.1000,7.8141,142791.5000,-121460.4963
23.0000,15.8792,12.4223,84759.3000,5916.0000,78843.3000,4.5703,16882.6356,1023.4658,17906.1014,223.2042,6939.4658,67876.6644,60937.1986,15.9950,12.1118,70937.1000,0.0000,70937.1000,3.7894,14180.0334,0.0000,14180.0334,185.0687,0.0000,56757.0666,56757.0666,12.2555,16.2237,14.2396,-1.8955,-127947.0080,15.9950,13.7291,14.8620,23.5672,-0.2603,16.2237,15.9950,16.1094,33.3589,-4.0497,16.2237,16.0091,16.1164,33.3299,4.3100,12.4223,12.3165,12.3694,4.7464,0.2603,12.1249,12.0685,12.0967,7.1163,4.0497,12.4223,12.4312,12.4267,4.4624,-4.3100,0.1000,7.8141,149780.4000,-127947.0080
24.0000,15.9874,12.3523,88158.0000,4452.8000,83705.2000,4.6648,17530.3410,772.4073,18302.7483,227.8219,5225.2073,70627.6590,65402.4517,16.0460,12.1542,82164.2000,0.0000,82164.2000,4.3804,16412.2691,0.0000,16412.2691,213.9334,0.0000,65751.9309,65751.9309,12.2221,16.2407,14.2314,-2.0771,-140201.4368,16.0460,12.9247,14.4853,18.9492,-0.0948,16.2407,16.0460,16.1434,32.9410,-4.4752,16.2407,16.0509,16.1458,32.8711,4.5700,12.3523,12.0900,12.2212,3.9243,0.0948,12.1529,12.1059,12.1294,7.4558,4.4752,12.3523,12.3358,12.3441,4.5608,-4.5700,0.1000,7.8141,165869.4000,-140201.4368
25.0000,16.0013,12.3095,87583.4000,3944.3000,83639.1000,4.6028,17412.3490,684.4373,18096.7863,224.7954,4628.7373,70171.0510,65542.3137,16.1159,12.2197,76209.5000,0.0000,76209.5000,4.0593,15207.5738,0.0000,15207.5738,198.2510,0.0000,61001.9262,61001.9262,12.2216,16.3288,14.2752,-2.0329,-137220.1848,16.1159,12.9939,14.5549,20.4240,-0.1812,16.3288,16.1159,16.2223,33.2478,-4.2405,16.3288,16.1245,16.2267,33.2185,4.4217,12.3095,11.9780,12.1437,3.8666,0.1812,12.2093,12.1539,12.1816,8.0259,4.2405,12.3095,12.2866,12.2980,4.8136,-4.4217,0.1000,7.8141,159848.6000,-137220.1848
26.0000,16.0707,12.3321,88976.2000,3573.1000,85403.1000,4.6542,17670.3980,621.0975,18291.4955,227.3019,4194.1975,71305.8020,67111.6045,16.1304,12.2292,83011.1000,0.0000,83011.1000,4.4162,16561.3953,0.0000,16561.3953,215.6790,0.0000,66449.7047,66449.7047,12.2361,16.3188,14.2774,-2.1160,-142831.4028,16.1304,12.4099,14.2701,17.0811,-0.0793,16.3188,16.1304,16.2246,32.6263,-4.4955,16.3188,16.1342,16.2265,32.5745,4.5748,12.3321,11.7766,12.0544,3.4876,0.0793,12.2212,12.1727,12.1970,8.0911,4.4955,12.3321,12.2983,12.3152,5.6342,-4.5748,0.1000,7.8141,168414.2000,-142831.4028
27.0000,16.0558,12.2691,90936.6000,3222.9000,87713.7000,4.7304,18063.8632,560.0154,18623.8786,231.0270,3782.9154,72872.7368,69089.8214,16.1741,12.2713,79340.6000,0.0000,79340.6000,4.2198,15819.2091,0.0000,15819.2091,206.0898,0.0000,63521.3909,63521.3909,12.2229,16.3732,14.2981,-2.1226,-143273.2520,16.1741,12.6896,14.4319,19.6384,-0.1702,16.3732,16.1741,16.2736,32.7357,-4.3900,16.3732,16.1814,16.2773,32.7156,4.5602,12.2691,11.7818,12.0254,3.7781,0.1702,12.2523,12.1995,12.2259,8.3569,4.3900,12.2691,12.2454,12.2573,5.3191,-4.5602,0.1000,7.8141,167054.3000,-143273.2520
28.0000,16.1390,12.3113,93273.6000,2899.2000,90374.4000,4.8338,18504.4510,504.8162,19009.2672,236.0767,3404.0162,74769.1490,71365.1328,16.1646,12.2589,89257.9000,0.0000,89257.9000,4.7436,17798.9721,0.0000,17798.9721,231.6720,0.0000,71458.9279,71458.9279,12.2415,16.3356,14.2885,-2.2406,-151238.0705,16.1646,11.7941,13.9793,14.1220,-0.0301,16.3356,16.1646,16.2501,31.9586,-4.7737,16.3356,16.1662,16.2509,31.9073,4.8038,12.3113,11.5304,11.9208,2.9980,0.0301,12.2543,12.2085,12.2314,8.3205,4.7737,12.3113,12.2742,12.2927,6.1598,-4.8038,0.1000,7.8141,179632.3000,-151238.0705
29.0000,16.1880,12.5128,83909.2000,4044.4000,79864.8000,4.4109,16634.1896,705.0832,17339.2728,215.4205,4749.4832,67275.0104,62525.5272,16.1312,12.2267,86197.8000,0.0000,86197.8000,4.5818,17196.9482,0.0000,17196.9482,223.7668,0.0000,69000.8518,69000.8518,12.3067,16.3771,14.3419,-2.0916,-141183.9611,16.1880,11.4789,13.8335,13.2655,0.0570,16.3771,16.1898,16.2835,32.0250,-4.5248,16.3771,16.1880,16.2826,31.9618,4.4679,12.2267,11.4939,11.8603,2.8217,-0.0570,12.2267,12.1842,12.2054,7.9393,4.5248,12.4998,12.4307,12.4652,8.4594,-4.4679,0.1000,7.8141,166062.6000,-141183.9611
30.0000,16.1926,12.8897,66825.1000,6069.8000,60755.3000,3.6462,13246.4906,1058.3056,14304.7961,178.0760,7128.1056,53578.6094,46450.5039,15.9690,12.0691,92958.4000,0.0000,92958.4000,4.9440,18588.9527,0.0000,18588.9527,241.4587,0.0000,74369.4473,74369.4473,12.3426,16.3959,14.3692,-1.9896,-134296.8437,16.1926,13.4525,14.8226,25.9292,0.4326,16.3959,16.2104,16.3031,31.8925,-4.5114,16.3959,16.1926,16.2943,31.7427,4.0788,12.0691,11.7632,11.9161,3.9855,-0.4326,12.0691,12.0502,12.0596,6.1899,4.5114,12.7703,12.6660,12.7181,11.3493,-4.0788,0.1000,7.8141,153713.7000,-134296.8437
31.0000,15.4683,15.4726,56760.9000,38818.3000,17942.6000,4.7083,11378.2470,6647.6784,18025.9254,229.9463,45465.9784,45382.6530,-83.3254,15.6175,11.7336,57068.5000,0.0000,57068.5000,3.0439,11470.3489,0.0000,11470.3489,148.6591,0.0000,45598.1511,45598.1511,13.4802,15.6954,14.5878,-0.9813,-66234.7691,15.6175,14.2867,14.9521,25.8871,-0.5548,15.6954,15.6175,15.6564,23.7453,-3.5987,15.6954,15.6261,15.6607,23.7762,4.1535,15.4726,12.3130,13.8928,28.0626,0.5548,11.8229,11.8301,11.8265,3.6677,3.5987,15.4726,14.9099,15.1912,40.6681,-4.1535,0.1000,7.8141,75011.1000,-66234.7691
32.0000,13.0369,16.0393,32014.5000,72558.9000,-40544.4000,5.0853,6675.0564,11725.3392,18400.3956,248.3565,84284.2392,25339.4436,-58944.7956,15.4994,11.6413,42456.3000,0.0000,42456.3000,2.2786,8548.1677,0.0000,8548.1677,111.2851,0.0000,33908.1323,33908.1323,15.6566,13.9339,14.7952,0.2763,18649.2603,16.0393,15.4994,15.7694,34.7629,2.4546,15.4994,14.6348,15.0671,17.6610,0.1760,16.0393,15.7250,15.8822,27.4617,-2.6306,11.5799,12.0309,11.8054,-0.9365,-2.4546,13.9339,10.7851,12.3595,10.7108,-0.1760,13.9339,13.9756,13.9548,20.5013,2.6306,0.1000,7.8141,1911.9000,18649.2603
33.0000,13.2073,17.0466,26621.7000,89925.7000,-63304.0000,5.6340,5534.9197,14589.1366,20124.0563,275.1536,104514.8366,21086.7803,-83428.0563,16.3050,15.2256,10911.5000,4523.2000,6388.3000,0.8284,2171.5202,768.4929,2940.0132,40.4599,5291.6929,8739.9798,3448.2868,16.2878,13.2986,14.7932,0.8208,55404.0770,17.0466,16.3050,16.6758,43.4749,2.1541,16.3050,15.4273,15.8661,28.8928,1.3257,17.0466,16.6156,16.8311,38.8526,-3.4798,13.6726,13.0532,13.3629,20.3014,-2.1541,13.2986,12.7021,13.0003,17.6797,-1.3257,13.2986,13.3027,13.3007,12.5354,3.4798,0.1000,7.8141,-56915.7000,55404.0770
34.0000,13.0234,17.3392,23085.7000,101681.7000,-78596.0000,5.9976,4814.4764,16426.4023,21240.8787,292.9146,118108.1023,18271.2236,-99836.8787,16.7215,16.4922,6097.9000,3779.7000,2318.2000,0.5260,1206.4589,646.7261,1853.1850,25.6874,4426.4261,4891.4411,465.0150,16.7159,12.8262,14.7711,1.2161,82089.5862,17.3392,16.7215,17.0304,44.7125,2.1745,16.7215,16.0248,16.3732,34.1566,1.6486,17.3392,17.0139,17.1766,41.0547,-3.8231,13.6133,13.3514,13.4823,19.5687,-2.1745,12.8262,12.6947,12.7605,13.1592,-1.6486,12.8262,12.8369,12.8315,7.8082,3.8231,0.1000,7.8141,-76277.8000,82089.5862
35.0000,12.8092,17.3828,20503.4000,106284.3000,-85780.9000,6.0744,4291.3116,17085.6012,21376.9127,296.6656,123369.9012,16212.0884,-107157.8127,16.8418,17.6717,3652.8000,3548.5000,104.3000,0.3829,721.4907,608.4244,1329.9152,18.7003,4156.9244,2931.3093,-1225.6152,16.8489,12.5713,14.7101,1.3912,93904.4433,17.3828,16.8418,17.1123,43.2742,2.1524,16.8418,16.2745,16.5582,35.0171,1.7695,17.3828,17.1081,17.2455,40.1836,-3.9220,13.4127,13.2502,13.3315,16.5143,-2.1524,12.5713,12.4911,12.5312,10.0556,-1.7695,12.5713,12.5671,12.5692,5.8737,3.9220,0.1000,7.8141,-85676.6000,93904.4433
36.0000,12.5326,17.3960,17819.4000,113442.8000,-95623.4000,6.2635,3746.9669,18121.7230,21868.6899,305.9016,131564.5230,14072.4331,-117492.0899,12.4458,15.0864,2614.9000,5672.4000,-3057.5000,0.4423,551.9847,909.7794,1461.7641,21.5989,6582.1794,2062.9153,-4519.2641,16.8206,12.5446,14.6826,1.6385,110596.9518,17.3960,16.8383,17.1171,41.6458,1.9404,16.5131,16.2122,16.3626,31.5677,2.3827,17.3960,17.1560,17.2760,39.4042,-4.3231,12.4458,12.5813,12.5135,6.2270,-1.9404,12.5446,12.4458,12.4952,9.7997,-2.3827,12.5446,12.5108,12.5277,6.4636,4.3231,0.1000,7.8141,-98680.9000,110596.9518
