Time [hr],building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],hp_pir1:EFT [C],hp_pir1:ExFT [C],hp_pir1:MFT [C],hp_pir1:Q [W/m],hp_pir1:M_flow [kg/s],hp_pir2:EFT [C],hp_pir2:ExFT [C],hp_pir2:MFT [C],hp_pir2:Q [W/m],hp_pir2:M_flow [kg/s],hp_pir3:EFT [C],hp_pir3:ExFT [C],hp_pir3:MFT [C],hp_pir3:Q [W/m],hp_pir3:M_flow [kg/s],hp_por1:EFT [C],hp_por1:ExFT [C],hp_por1:MFT [C],hp_por1:Q [W/m],hp_por1:M_flow [kg/s],hp_por2:EFT [C],hp_por2:ExFT [C],hp_por2:MFT [C],hp_por2:Q [W/m],hp_por2:M_flow [kg/s],hp_por3:EFT [C],hp_por3:ExFT [C],hp_por3:MFT [C],hp_por3:Q [W/m],hp_por3:M_flow [kg/s],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
2402.0000,10.8529,17.3233,14.0000,41454.4000,-41440.4000,1.9163,3.0302,6381.2380,6384.2682,93.5914,47835.6380,10.9698,-47824.6682,10.8330,13.7600,1261.3000,3226.5000,-1965.2000,0.2433,273.4927,507.5089,781.0016,11.8803,3734.0089,987.8073,-2746.2016,16.3748,10.9240,13.6494,0.6726,45402.8141,17.3233,16.3493,16.8363,20.5318,0.5577,15.5629,15.5399,15.5514,9.5795,0.8010,17.3233,16.8670,17.0951,22.4713,-1.3587,10.8330,10.8054,10.8192,-0.8762,-0.5577,10.9240,10.8330,10.8785,0.2546,-0.8010,10.9240,10.8725,10.8982,-0.0727,1.3587,0.1000,7.8141,-43405.6000,45402.8141
2403.0000,10.9874,17.4261,106.1000,37511.8000,-37405.7000,1.7403,22.9107,5791.0035,5813.9141,84.9946,43302.8035,83.1893,-43219.6141,10.9747,13.8231,2399.1000,5892.6000,-3493.5000,0.4497,518.9576,928.3478,1447.3054,21.9633,6820.9478,1880.1424,-4940.8054,16.2112,11.1419,13.6765,0.6344,42820.1311,17.4261,16.2198,16.8229,20.2837,0.4302,14.9949,15.1366,15.0657,4.9070,0.8799,17.4261,16.9329,17.1795,23.2343,-1.3101,10.9747,10.8545,10.9146,0.0862,-0.4302,11.1419,10.9747,11.0583,2.0800,-0.8799,11.1419,11.0310,11.0865,1.8355,1.3101,0.1000,7.8141,-40899.2000,42820.1311
2404.0000,11.1083,17.5782,0.8000,51757.2000,-51756.4000,2.3951,0.1724,8011.0124,8011.1847,116.9715,59768.2124,0.6276,-59767.5847,11.1124,12.7681,3677.3000,5174.1000,-1496.8000,0.4865,793.5982,816.4342,1610.0324,23.7596,5990.5342,2883.7018,-3106.8324,16.2621,11.2330,13.7476,0.8281,55894.3092,17.5782,16.4819,17.0300,22.7557,0.6362,14.8726,14.8671,14.8698,4.1608,1.1227,17.5782,17.1526,17.3654,25.1534,-1.7589,11.1124,10.9606,11.0365,1.2836,-0.6362,11.2330,11.1124,11.1727,2.9326,-1.1227,11.2330,11.1617,11.1973,2.6228,1.7589,0.1000,7.8141,-53253.2000,55894.3092
2405.0000,11.5922,18.0591,37.0000,59989.2000,-59952.2000,2.7801,7.9061,9383.5842,9391.4904,135.7734,69372.7842,29.0939,-69343.6904,17.1326,17.7316,5844.7000,5249.9000,594.8000,0.6164,1149.8064,904.7066,2054.5129,30.1042,6154.6066,4694.8936,-1459.7129,16.8724,10.6168,13.7446,0.7734,52204.4819,18.0591,17.1326,17.5959,29.1344,1.1322,17.1326,14.9607,16.0467,19.6580,0.5157,18.0591,17.4707,17.7649,29.4023,-1.6479,14.6858,12.7102,13.6980,33.0186,-1.1322,10.6168,11.0455,10.8312,-1.6948,-0.5157,10.6168,10.8242,10.7205,-3.6385,1.6479,0.1000,7.8141,-59357.4000,52204.4819
2406.0000,11.1678,17.6150,0.0000,123897.9000,-123897.9000,5.7546,0.0000,19201.7037,19201.7037,281.0456,143099.6037,0.0000,-143099.6037,17.3070,14.8181,2620.9000,468.5000,2152.4000,0.1622,514.3737,80.9837,595.3574,7.9214,549.4837,2106.5263,1557.0426,17.1968,10.8657,14.0312,2.0231,136561.8145,17.6150,17.3070,17.4610,26.1239,1.9723,17.3070,16.6257,16.9663,29.1672,1.8101,17.6150,17.4701,17.5425,25.5805,-3.7823,11.1927,11.7675,11.4801,0.6506,-1.9723,10.8657,10.8678,10.8667,-0.8584,-1.8101,10.8657,10.8552,10.8604,-1.2670,3.7823,0.1000,7.8141,-121745.5000,136561.8145
2407.0000,11.0442,17.5059,0.0000,173571.2000,-173571.2000,8.0407,0.0000,26828.3408,26828.3408,392.6965,200399.5408,0.0000,-200399.5408,17.2800,13.2811,946.3000,0.0000,946.3000,0.0493,185.7876,0.0000,185.7876,2.4081,0.0000,760.5124,760.5124,17.2551,11.0191,14.1371,2.8475,192209.6245,17.5059,17.2800,17.3930,24.8557,2.6967,17.2800,16.9689,17.1245,28.6060,2.6474,17.5059,17.3968,17.4514,24.3036,-5.3441,11.0264,11.1278,11.0771,-2.4877,-2.6967,11.0191,10.9844,11.0018,0.8472,-2.6474,11.0191,11.0019,11.0105,0.5458,5.3441,0.1000,7.8141,-172624.9000,192209.6245
2408.0000,11.0763,17.5436,0.0000,193654.8000,-193654.8000,8.9643,0.0000,29953.3751,29953.3751,437.8039,223608.1751,0.0000,-223608.1751,11.0644,16.6179,0.0000,15353.1000,-15353.1000,0.8270,0.0000,2421.2708,2421.2708,40.3914,17774.3708,0.0000,-17774.3708,17.2648,11.0861,14.1754,3.4569,233338.1288,17.5436,17.2992,17.4214,24.9967,2.7124,17.1400,16.9593,17.0497,26.1630,3.5395,17.5436,17.4377,17.4906,24.7546,-6.2519,11.0644,11.0779,11.0711,-1.2944,-2.7124,11.0861,11.0644,11.0753,1.4993,-3.5395,11.0861,11.0757,11.0809,1.1140,6.2519,0.1000,7.8141,-209007.9000,233338.1288
2409.0000,11.0895,17.5557,0.0000,211071.3000,-211071.3000,9.7725,0.0000,32656.5290,32656.5290,477.2718,243727.8290,0.0000,-243727.8290,11.0846,16.8028,0.0000,27747.5000,-27747.5000,1.4565,0.0000,4376.9482,4376.9482,71.1352,32124.4482,0.0000,-32124.4482,17.2820,11.0950,14.1885,3.9698,267962.1348,17.5557,17.3195,17.4376,24.9376,2.7720,17.1415,16.9832,17.0624,25.5560,4.2285,17.5557,17.4625,17.5091,24.8039,-7.0005,11.0846,11.0871,11.0858,-0.5643,-2.7720,11.0950,11.0846,11.0898,1.4135,-4.2285,11.0950,11.0905,11.0927,0.9857,7.0005,0.1000,7.8141,-238818.8000,267962.1348
2410.0000,11.0896,17.5553,0.0000,227803.1000,-227803.1000,10.5480,0.0000,35245.2766,35245.2766,515.1470,263048.3766,0.0000,-263048.3766,11.0860,16.8039,0.0000,37412.0000,-37412.0000,1.9640,0.0000,5901.5456,5901.5456,95.9181,43313.5456,0.0000,-43313.5456,17.2836,11.0926,14.1881,4.4262,298767.3754,17.5553,17.3300,17.4426,24.7652,2.8613,17.1158,16.9838,17.0498,24.8303,4.8253,17.5553,17.4717,17.5135,24.6763,-7.6867,11.0860,11.0884,11.0872,-0.2853,-2.8613,11.0926,11.0860,11.0893,1.2348,-4.8253,11.0926,11.0900,11.0913,0.7980,7.6867,0.1000,7.8141,-265215.1000,298767.3754
2411.0000,11.0953,17.5611,0.0000,241760.6000,-241760.6000,11.1943,0.0000,37409.3773,37409.3773,546.7102,279169.9773,0.0000,-279169.9773,11.0928,16.8107,0.0000,50434.6000,-50434.6000,2.6476,0.0000,7956.4073,7956.4073,129.3065,58391.0073,0.0000,-58391.0073,17.2803,11.0991,14.1897,4.8890,330006.3141,17.5611,17.3358,17.4484,24.6421,2.8489,17.0828,16.9711,17.0270,24.1537,5.4965,17.5611,17.4840,17.5226,24.6327,-8.3454,11.0928,11.0924,11.0926,-0.0639,-2.8489,11.0991,11.0928,11.0959,1.2044,-5.4965,11.0991,11.0963,11.0977,0.7701,8.3454,0.1000,7.8141,-292195.2000,330006.3141
2412.0000,11.0419,17.5065,0.0000,255106.8000,-255106.8000,11.8127,0.0000,39429.1332,39429.1332,576.9111,294535.9332,0.0000,-294535.9332,11.0385,16.7558,0.0000,50223.4000,-50223.4000,2.6366,0.0000,7918.1724,7918.1724,128.7679,58141.5724,0.0000,-58141.5724,17.2455,11.0349,14.1402,5.1277,346122.9601,17.5065,17.3100,17.4082,23.9861,3.0587,17.0534,16.9485,17.0010,23.5652,5.6953,17.5065,17.4387,17.4726,23.8831,-8.7540,11.0385,11.0512,11.0449,-0.5500,-3.0587,11.0349,11.0385,11.0367,0.3958,-5.6953,11.0349,11.0387,11.0368,-0.0532,8.7540,0.1000,7.8141,-305330.2000,346122.9601
2413.0000,11.0694,17.5366,0.0000,270023.7000,-270023.7000,12.4993,0.0000,41759.3946,41759.3946,610.4461,311783.0946,0.0000,-311783.0946,11.0677,16.7863,0.0000,65696.9000,-65696.9000,3.4483,0.0000,10361.1661,10361.1661,168.4102,76058.0661,0.0000,-76058.0661,17.2564,11.0739,14.1652,5.6339,380288.4095,17.5366,17.3248,17.4307,24.1958,3.0170,17.0376,16.9451,16.9913,23.2610,6.4653,17.5366,17.4687,17.5026,24.2250,-9.4823,11.0677,11.0651,11.0664,-0.1311,-3.0170,11.0739,11.0677,11.0708,0.8584,-6.4653,11.0739,11.0707,11.0723,0.4357,9.4823,0.1000,7.8141,-335720.6000,380288.4095
2414.0000,11.0703,17.5364,0.0000,285662.6000,-285662.6000,13.2254,0.0000,44178.8079,44178.8079,645.9094,329841.4079,0.0000,-329841.4079,11.0687,16.7868,0.0000,74780.8000,-74780.8000,3.9255,0.0000,11793.9424,11793.9424,191.7148,86574.7424,0.0000,-86574.7424,17.2570,11.0716,14.1643,6.0618,409172.9107,17.5364,17.3339,17.4352,24.1197,3.1000,17.0282,16.9436,16.9859,23.0343,7.0255,17.5364,17.4745,17.5054,24.1401,-10.1255,11.0687,11.0688,11.0688,-0.0555,-3.1000,11.0716,11.0687,11.0702,0.7852,-7.0255,11.0716,11.0707,11.0712,0.3603,10.1255,0.1000,7.8141,-360443.4000,409172.9107
2415.0000,11.0730,17.5391,0.0000,300344.9000,-300344.9000,13.9053,0.0000,46452.1851,46452.1851,679.1111,346797.0851,0.0000,-346797.0851,11.0717,16.7897,0.0000,85463.1000,-85463.1000,4.4863,0.0000,13479.1367,13479.1367,219.1016,98942.2367,0.0000,-98942.2367,17.2563,11.0745,14.1654,6.4965,438512.2384,17.5391,17.3398,17.4395,24.0540,3.1397,17.0162,16.9392,16.9777,22.7930,7.6259,17.5391,17.4809,17.5100,24.0942,-10.7656,11.0717,11.0711,11.0714,0.0099,-3.1397,11.0745,11.0717,11.0731,0.7790,-7.6259,11.0745,11.0735,11.0740,0.3593,10.7656,0.1000,7.8141,-385808.0000,438512.2384
2416.0000,11.0276,17.4928,0.0000,305549.0000,-305549.0000,14.1464,0.0000,47210.9296,47210.9296,690.8894,352759.9296,0.0000,-352759.9296,11.0251,16.7427,0.0000,91976.4000,-91976.4000,4.8282,0.0000,14498.6960,14498.6960,235.8021,106475.0960,0.0000,-106475.0960,17.2113,11.0223,14.1168,6.7103,452946.0493,17.4928,17.3040,17.3984,23.4485,3.1061,16.9624,16.8935,16.9279,22.0747,7.9343,17.4928,17.4398,17.4663,23.4696,-11.0404,11.0251,11.0358,11.0304,-0.4630,-3.1061,11.0223,11.0251,11.0237,0.1431,-7.9343,11.0223,11.0253,11.0238,-0.2804,11.0404,0.1000,7.8141,-397525.4000,452946.0493
2417.0000,10.9370,17.4023,0.0000,314798.1000,-314798.1000,14.5706,0.0000,48545.3725,48545.3725,711.6062,363343.4725,0.0000,-363343.4725,10.9329,16.6505,0.0000,81836.4000,-81836.4000,4.2953,0.0000,12886.8030,12886.8030,209.7735,94723.2030,0.0000,-94723.2030,17.1457,10.9233,14.0345,6.7078,452778.9051,17.4023,17.2432,17.3227,22.5233,3.4251,16.9135,16.8447,16.8791,21.4705,7.7204,17.4023,17.3542,17.3782,22.4110,-11.1455,10.9329,10.9565,10.9447,-1.3979,-3.4251,10.9233,10.9329,10.9281,-0.9429,-7.7204,10.9233,10.9310,10.9271,-1.3722,11.1455,0.1000,7.8141,-396634.5000,452778.9051
2418.0000,10.4046,16.8636,0.0000,214498.5000,-214498.5000,9.9227,0.0000,32706.4451,32706.4451,484.6099,247204.9451,0.0000,-247204.9451,10.3870,16.1016,0.0000,42413.8000,-42413.8000,2.2255,0.0000,6639.0444,6639.0444,108.6875,49052.8444,0.0000,-49052.8444,16.6806,10.2798,13.4802,4.4431,299911.9791,16.8636,16.7949,16.8292,16.6753,2.5658,16.4728,16.4306,16.4517,16.3543,4.7912,16.8636,16.8434,16.8535,16.2235,-7.3570,10.3870,10.5527,10.4699,-6.9003,-2.5658,10.2798,10.3870,10.3334,-7.9044,-4.7912,10.2798,10.3529,10.3164,-8.5196,7.3570,0.1000,7.8141,-256912.3000,299911.9791
2419.0000,10.3412,16.8200,0.0000,204092.1000,-204092.1000,9.4110,0.0000,31078.3360,31078.3360,459.6195,235170.4360,0.0000,-235170.4360,10.3302,16.0545,0.0000,21764.6000,-21764.6000,1.1400,0.0000,3404.7648,3404.7648,55.6752,25169.3648,0.0000,-25169.3648,16.6212,10.2803,13.4507,3.8229,258045.5669,16.8200,16.6778,16.7489,16.7282,2.7570,16.4954,16.3836,16.4395,17.0540,3.8970,16.8200,16.7603,16.7902,16.5673,-6.6540,10.3302,10.4143,10.3723,-6.9944,-2.7570,10.2803,10.3302,10.3052,-6.9370,-3.8970,10.2803,10.3108,10.2956,-7.4242,6.6540,0.1000,7.8141,-225856.7000,258045.5669
2420.0000,10.1884,16.6669,0.0000,141634.8000,-141634.8000,6.5285,0.0000,21498.9293,21498.9293,318.8433,163133.7293,0.0000,-163133.7293,10.1831,15.9072,0.0000,8984.1000,-8984.1000,0.4705,0.0000,1403.2673,1403.2673,22.9778,10387.3673,0.0000,-10387.3673,16.4745,10.0563,13.2654,2.5668,173262.0403,16.6669,16.5099,16.5884,15.4372,2.0194,16.3960,16.2527,16.3244,16.0739,2.4898,16.6669,16.5970,16.6320,15.3165,-4.5092,10.1831,10.3142,10.2487,-7.7376,-2.0194,10.0563,10.1831,10.1197,-8.4685,-2.4898,10.0563,10.1320,10.0942,-9.1405,4.5092,0.1000,7.8141,-150618.9000,173262.0403
2421.0000,10.2478,16.7333,0.0000,130402.4000,-130402.4000,6.0053,0.0000,19818.4592,19818.4592,293.2896,150220.8592,0.0000,-150220.8592,10.2388,15.9660,0.0000,4854.4000,-4854.4000,0.2541,0.0000,758.6722,758.6722,12.4100,5613.0722,0.0000,-5613.0722,16.4886,10.1822,13.3354,2.2556,152252.6937,16.7333,16.5024,16.6179,16.4850,1.9171,16.4396,16.2368,16.3382,16.7070,2.1712,16.7333,16.6224,16.6778,16.5734,-4.0882,10.2388,10.3206,10.2797,-6.6621,-1.9171,10.1822,10.2388,10.2105,-6.5577,-2.1712,10.1822,10.2137,10.1980,-7.0328,4.0882,0.1000,7.8141,-135256.8000,152252.6937
2422.0000,10.2819,16.7657,0.0000,101191.1000,-101191.1000,4.6617,0.0000,15389.8999,15389.8999,227.6708,116580.9999,0.0000,-116580.9999,10.2773,16.0038,0.0000,4034.1000,-4034.1000,0.2112,0.0000,630.7261,630.7261,10.3147,4664.8261,0.0000,-4664.8261,16.4677,10.1940,13.3309,1.7469,117912.6192,16.7657,16.4713,16.6185,16.8335,1.4835,16.4130,16.1755,16.2943,16.4096,1.6947,16.7657,16.6235,16.6946,17.0947,-3.1782,10.2773,10.3642,10.3208,-5.7924,-1.4835,10.1940,10.2773,10.2357,-5.9469,-1.6947,10.1940,10.2435,10.2188,-6.4772,3.1782,0.1000,7.8141,-105225.2000,117912.6192
2423.0000,10.3592,16.8431,0.0000,84203.8000,-84203.8000,3.8799,0.0000,12827.0668,12827.0668,189.4895,97030.8668,0.0000,-97030.8668,10.3495,16.0759,0.0000,5979.9000,-5979.9000,0.3131,0.0000,935.6621,935.6621,15.2917,6915.5621,0.0000,-6915.5621,16.4636,10.2995,13.3816,1.4769,99688.9131,16.8431,16.4509,16.6470,17.4164,1.1889,16.3727,16.1135,16.2431,16.0384,1.5020,16.8431,16.6590,16.7510,17.9764,-2.6910,10.3495,10.4250,10.3872,-4.7913,-1.1889,10.2995,10.3495,10.3245,-4.6693,-1.5020,10.2995,10.3301,10.3148,-5.0993,2.6910,0.1000,7.8141,-90183.7000,99688.9131
2424.0000,10.4299,16.9121,0.0000,65391.9000,-65391.9000,3.0145,0.0000,9976.1829,9976.1829,147.2238,75368.0829,0.0000,-75368.0829,10.4211,15.9808,76.5000,4678.2000,-4601.7000,0.2495,16.7050,732.5466,749.2516,12.1868,5410.7466,59.7950,-5350.9516,16.4354,10.3673,13.4013,1.1318,76394.4507,16.9121,16.4073,16.6597,17.6896,0.9217,16.3165,16.0118,16.1641,15.3430,1.1712,16.9121,16.6725,16.7923,18.5200,-2.0929,10.4211,10.4920,10.4566,-3.9084,-0.9217,10.3673,10.4211,10.3942,-3.8265,-1.1712,10.3673,10.4026,10.3849,-4.2565,2.0929,0.1000,7.8141,-69993.6000,76394.4507
2425.0000,10.5444,17.0259,0.0000,62628.2000,-62628.2000,2.8883,0.0000,9577.6176,9577.6176,141.0614,72205.8176,0.0000,-72205.8176,10.5299,14.6536,927.2000,4933.3000,-4006.1000,0.3132,202.0916,773.3963,975.4879,15.2966,5706.6963,725.1084,-4981.5879,16.4051,10.5453,13.4752,1.0720,72359.1279,17.0259,16.4253,16.7256,18.5662,0.8584,15.9516,15.8072,15.8794,12.2261,1.1716,17.0259,16.7503,16.8881,19.6631,-2.0300,10.5299,10.5626,10.5462,-2.8787,-0.8584,10.5453,10.5299,10.5376,-2.1715,-1.1716,10.5453,10.5367,10.5410,-2.4485,2.0300,0.1000,7.8141,-66634.3000,72359.1279
2426.0000,10.8435,17.3255,2.1000,56152.1000,-56150.0000,2.5916,0.4546,8641.9746,8642.4292,126.5676,64794.0746,1.6454,-64792.4292,16.6153,17.3901,2691.1000,2612.4000,78.7000,0.2956,533.2211,446.1839,979.4049,14.4348,3058.5839,2157.8789,-900.7049,16.5631,10.3964,13.4797,0.8090,54610.7969,17.3255,16.6153,16.9704,21.4633,0.9624,16.6153,15.7388,16.1771,16.5863,0.6668,17.3255,16.9005,17.1130,22.2083,-1.6292,12.6602,11.4418,12.0510,15.1190,-0.9624,10.3964,10.5637,10.4800,-3.1516,-0.6668,10.3964,10.4901,10.4433,-3.9369,1.6292,0.1000,7.8141,-56071.3000,54610.7969
2427.0000,10.8755,17.3330,58.3000,51153.9000,-51095.6000,2.3683,12.6137,7878.1208,7890.7345,115.6635,59032.0208,45.6863,-58986.3345,10.6334,11.7744,2784.9000,3089.4000,-304.5000,0.3127,605.9199,484.8726,1090.7925,15.2737,3574.2726,2178.9801,-1395.2925,16.3973,10.7122,13.5548,0.8709,58788.3666,17.3330,16.5654,16.9492,20.7099,0.6852,15.0640,15.4181,15.2410,5.1012,0.9979,17.3330,16.9780,17.1555,22.2006,-1.6831,10.6334,11.4212,11.0273,-0.3378,-0.6852,10.7122,10.6334,10.6728,-0.8224,-0.9979,10.7122,10.6533,10.6828,-0.9713,1.6831,0.1000,7.8141,-51400.1000,58788.3666
2428.0000,10.8894,17.3598,0.1000,67618.2000,-67618.1000,3.1269,0.0216,10416.8609,10416.8825,152.7110,78035.0609,0.0784,-78034.9825,10.8242,11.9071,3474.5000,3809.8000,-335.3000,0.4042,753.5029,599.1993,1352.7022,19.7384,4408.9993,2720.9971,-1688.0022,16.3546,10.9297,13.6422,1.0946,73882.2632,17.3598,16.6997,17.0298,21.4942,0.9076,15.2231,15.1269,15.1750,6.1845,1.3117,17.3598,17.0802,17.2200,22.6396,-2.2193,10.8242,10.9473,10.8858,-1.4769,-0.9076,10.9297,10.8242,10.8770,1.2537,-1.3117,10.9297,10.8658,10.8977,1.1757,2.2193,0.1000,7.8141,-67953.4000,73882.2632
2429.0000,10.9426,17.4128,3.8000,74256.8000,-74253.0000,3.4343,0.8212,11452.6039,11453.4251,167.7280,85709.4039,2.9788,-85706.4251,16.8901,15.1242,4170.9000,1110.8000,3060.1000,0.3028,823.2736,190.6160,1013.8897,14.7880,1301.4160,3347.6264,2046.2103,16.6993,10.6133,13.6563,1.0890,73510.1234,17.4128,16.8901,17.1514,22.6821,1.2457,16.8901,15.7017,16.2959,20.7918,0.9429,17.4128,17.1292,17.2710,22.9245,-2.1886,11.8224,11.3709,11.5967,7.4692,-1.2457,10.6133,10.7621,10.6877,-1.6269,-0.9429,10.6133,10.6988,10.6560,-2.3831,2.1886,0.1000,7.8141,-71192.9000,73510.1234
2430.0000,10.9197,17.3880,0.0000,142481.2000,-142481.2000,6.5914,0.0000,21964.0557,21964.0557,321.9144,164445.2557,0.0000,-164445.2557,17.0948,16.2050,1062.0000,487.7000,574.3000,0.0820,209.0319,83.9889,293.0208,4.0027,571.6889,852.9681,281.2792,17.0461,10.8324,13.9392,2.3112,156007.9936,17.3880,17.0948,17.2414,23.3604,2.2245,17.0948,16.6406,16.8677,26.0938,2.1425,17.3880,17.2451,17.3165,23.1709,-4.3670,11.0002,11.1277,11.0639,-0.2766,-2.2245,10.8324,10.8011,10.8167,0.0036,-2.1425,10.8324,10.8138,10.8231,-0.2102,4.3670,0.1000,7.8141,-141906.9000,156007.9936
2431.0000,10.9276,17.3970,0.0000,189207.1000,-189207.1000,8.7518,0.0000,29171.9893,29171.9893,427.4249,218379.0893,0.0000,-218379.0893,10.9053,14.5093,66.5000,248.2000,-181.7000,0.0168,14.4018,39.0720,53.4738,0.8222,287.2720,52.0982,-235.1738,17.1613,10.9318,14.0466,3.1213,210686.4815,17.3970,17.1793,17.2882,23.5103,2.9117,17.1640,16.9019,17.0329,26.2945,2.9285,17.3970,17.2914,17.3442,23.2198,-5.8402,10.9053,10.9438,10.9245,-1.5340,-2.9117,10.9318,10.9053,10.9186,0.9604,-2.9285,10.9318,10.9195,10.9257,0.7172,5.8402,0.1000,7.8141,-189388.8000,210686.4815
2432.0000,11.0337,17.5048,0.0000,218263.6000,-218263.6000,10.0963,0.0000,33728.7343,33728.7343,493.0882,251992.3343,0.0000,-251992.3343,11.0297,16.7504,0.0000,23856.4000,-23856.4000,1.2516,0.0000,3760.7996,3760.7996,61.1277,27617.1996,0.0000,-27617.1996,17.2428,11.0582,14.1505,4.0103,270694.7386,17.5048,17.2727,17.3887,24.3797,2.9482,17.1170,16.9611,17.0391,25.1298,4.1999,17.5048,17.4084,17.4566,24.3330,-7.1481,11.0297,11.0125,11.0211,0.0188,-2.9482,11.0582,11.0297,11.0440,2.1166,-4.1999,11.0582,11.0425,11.0504,1.8492,7.1481,0.1000,7.8141,-242120.0000,270694.7386
2433.0000,11.0380,17.5050,0.0000,234372.0000,-234372.0000,10.8485,0.0000,36221.3366,36221.3366,529.8214,270593.3366,0.0000,-270593.3366,11.0358,16.7542,0.0000,35849.2000,-35849.2000,1.8816,0.0000,5651.7746,5651.7746,91.8947,41500.9746,0.0000,-41500.9746,17.2466,11.0439,14.1453,4.5119,304554.4565,17.5050,17.2942,17.3996,24.0824,2.9890,17.0856,16.9586,17.0221,24.1848,4.8706,17.5050,17.4251,17.4650,24.0402,-7.8595,11.0358,11.0323,11.0340,0.1422,-2.9890,11.0439,11.0358,11.0398,1.6086,-4.8706,11.0439,11.0402,11.0420,1.2846,7.8595,0.1000,7.8141,-270221.2000,304554.4565
2434.0000,11.0266,17.4932,0.0000,249191.6000,-249191.6000,11.5347,0.0000,38502.2324,38502.2324,563.3373,287693.8324,0.0000,-287693.8324,11.0243,16.7425,0.0000,45617.0000,-45617.0000,2.3943,0.0000,7190.7694,7190.7694,116.9355,52807.7694,0.0000,-52807.7694,17.2339,11.0287,14.1313,4.9388,333370.4017,17.4932,17.2926,17.3929,23.7131,3.0468,17.0505,16.9415,16.9960,23.4026,5.4411,17.4932,17.4213,17.4573,23.6887,-8.4879,11.0243,11.0259,11.0251,-0.0041,-3.0468,11.0287,11.0243,11.0265,1.1913,-5.4411,11.0287,11.0269,11.0278,0.8616,8.4879,0.1000,7.8141,-294808.6000,333370.4017
2435.0000,10.9766,17.4426,0.0000,258352.4000,-258352.4000,11.9579,0.0000,39874.6822,39874.6822,584.0063,298227.0822,0.0000,-298227.0822,10.9734,16.6914,0.0000,49451.6000,-49451.6000,2.5955,0.0000,7790.7274,7790.7274,126.7603,57242.3274,0.0000,-57242.3274,17.1913,10.9702,14.0807,5.1735,349210.4486,17.4426,17.2585,17.3506,23.0096,3.1208,17.0010,16.9027,16.9518,22.5698,5.7163,17.4426,17.3780,17.4103,22.9536,-8.8371,10.9734,10.9856,10.9795,-0.5615,-3.1208,10.9702,10.9734,10.9718,0.3782,-5.7163,10.9702,10.9733,10.9718,0.0364,8.8371,0.1000,7.8141,-307804.0000,349210.4486
2436.0000,10.9140,17.3809,0.0000,268797.1000,-268797.1000,12.4376,0.0000,41431.1117,41431.1117,607.4312,310228.2117,0.0000,-310228.2117,10.9103,16.6287,0.0000,46990.6000,-46990.6000,2.4659,0.0000,7397.7428,7397.7428,120.4318,54388.3428,0.0000,-54388.3428,17.1458,10.9026,14.0242,5.3168,358881.6309,17.3809,17.2151,17.2980,22.3062,3.3239,16.9654,16.8699,16.9176,21.9959,5.7898,17.3809,17.3211,17.3510,22.1959,-9.1137,10.9103,10.9291,10.9197,-1.2057,-3.3239,10.9026,10.9103,10.9064,-0.4227,-5.7898,10.9026,10.9085,10.9055,-0.7694,9.1137,0.1000,7.8141,-315787.7000,358881.6309
2437.0000,10.9229,17.3924,0.0000,278261.3000,-278261.3000,12.8706,0.0000,42898.0727,42898.0727,628.5795,321159.3727,0.0000,-321159.3727,10.9204,16.6400,0.0000,58956.7000,-58956.7000,3.0932,0.0000,9282.6191,9282.6191,151.0683,68239.3191,0.0000,-68239.3191,17.1392,10.9208,14.0300,5.6723,382882.4321,17.3924,17.2136,17.3030,22.3863,3.2591,16.9343,16.8484,16.8913,21.5830,6.3524,17.3924,17.3315,17.3620,22.3800,-9.6115,10.9204,10.9277,10.9240,-1.0033,-3.2591,10.9208,10.9204,10.9206,-0.1657,-6.3524,10.9208,10.9213,10.9211,-0.4904,9.6115,0.1000,7.8141,-337218.0000,382882.4321
