l_lts,g_lts,l_sts,g_sts
,,-10.476373464637323,1.5568018745126453
,,-10.474012188451642,1.5581818667292469
,,-10.471656474759182,1.5595581523997035
,,-10.46930629741423,1.560930751106533
,,-10.466961630454975,1.5622996822813213
,,-10.464622448101803,1.5636649652025165
,,-10.462288724755583,1.565026618998019
,,-10.459960434995992,1.566384662650509
,,-10.457637553579852,1.567739114990967
,,-10.45532005543949,1.5690899947099053
,,-10.45300791568111,1.5704373203507918
,,-10.450701109583195,1.5717811103167691
,,-10.448399612594915,1.5731213828686392
,,-10.446103400334566,1.5744581561280788
,,-10.44381244858801,1.5757914480777828
,,-10.441526733307153,1.5771212765648237
,,-10.439246230608429,1.578447659300317
,,-10.436970916771294,1.5797706138609549
,,-10.434700768236754,1.5810901576921268
,,-10.432435761605902,1.5824063081065278
,,-10.430175873638465,1.583719082285982
,,-10.427921081251375,1.585028497285665
,,-10.42567136151736,1.5863345700325697
,,-10.423426691663536,1.587637317326369
,,-10.421187049070031,1.5889367558424872
,,-10.418952411268615,1.5902329021326287
,,-10.416722755941345,1.591525772625401
,,-10.414498060919234,1.5928153836281873
,,-10.412278304180921,1.594101751328201
,,-10.410063463851369,1.5953848917942146
,,-10.407853518200566,1.5966648209757914
,,-10.405648445642251,1.5979415547060687
,,-10.40344822473265,1.5992151087039175
,,-10.401252834169215,1.600485498572407
,,-10.399062252789395,1.6017527398009168
,,-10.396876459569416,1.6030168477685904
,,-10.394695433623054,1.6042778377401619
,,-10.392519154200459,1.605535724871954
,,-10.390347600686951,1.6067905242118774
,,-10.388180752601862,1.6080422506975611
,,-10.386018589597366,1.6092909191612932
,,-10.383861091457344,1.6105365443296862
,,-10.381708238096245,1.6117791408211817
,,-10.379560009557954,1.613018723153872
,,-10.377416386014703,1.6142553057413733
,,-10.375277347765953,1.615488902893882
,,-10.37314287523732,1.6167195288217249
,,-10.371012948979496,1.6179471976349287
,,-10.368887549667182,1.6191719233438904
,,-10.366766658098046,1.6203937198605305
,,-10.364650255191668,1.6216126009999712
,,-10.362538321988524,1.6228285804791942
,,-10.36043083964896,1.624041671920735
,,-10.358327789452181,1.6252518888527783
,,-10.35622915279526,1.6264592447085364
,,-10.354134911192144,1.6276637528283582
,,-10.352045046272686,1.6288654264596827
,,-10.349959539781663,1.63006427876107
,,-10.347878373577839,1.631260322796538
,,-10.345801529633,1.632453571544777
,,-10.343728990031028,1.633644037892047
,,-10.341660736966968,1.6348317346378405
,,-10.339596752746116,1.6360166744956983
,,-10.337537019783106,1.6371988700892746
,,-10.33548152060101,1.6383783339589115
,,-10.333430237830452,1.6395550785601989
,,-10.331383154208728,1.6407291162636393
,,-10.329340252578929,1.6419004593559912
,,-10.32730151588908,1.6430691200413245
,,-10.325266927191292,1.6442351104425093
,,-10.32323646964091,1.6453984425996788
,,-10.321210126495677,1.6465591284747894
,,-10.31918788111491,1.6477171799480692
,,-10.317169716958672,1.648872608821089
,,-10.31515561758697,1.6500254268163792
,,-10.313145566658948,1.6511756455799724
,,-10.31113954793208,1.6523232766800602
,,-10.30913754526141,1.653468331607281
,,-10.307139542598735,1.654610821779183
,,-10.305145523991872,1.6557507585365292
,,-10.30315547358386,1.6568881531461768
,,-10.301169375612231,1.6580230168003092
,,-10.29918721440824,1.6591553606190272
,,-10.297208974396135,1.6602851956487663
,,-10.295234640092417,1.661412532865607
,,-10.293264196105119,1.6625373831737398
,,-10.291297627133078,1.6636597574052245
,,-10.28933491796523,1.6647796663250782
,,-10.287376053479896,1.6658971206258035
,,-10.285421018644092,1.6670121309330042
,,-10.283469798512831,1.6681247078035126
,,-10.281522378228436,1.6692348617257267
,,-10.279578743019863,1.6703426031223445
,,-10.277638878202037,1.6714479423479174
,,-10.27570276917517,1.672550889691441
,,-10.273770401424118,1.6736514553783235
,,-10.271841760517711,1.6747496495661136
,,-10.269916832108127,1.6758454823497804
,,-10.267995601930233,1.6769389637608003
,,-10.266078055800962,1.678030103765767
,,-10.264164179618678,1.6791189122698935
,,-10.262253959362559,1.6802053991155728
,,-10.260347381091977,1.6812895740840577
,,-10.25844443094589,1.6823714468940685
,,-10.256545095142238,1.6834510272057295
,,-10.25464935997734,1.684528324617496
,,-10.252757211825301,1.6856033486676911
,,-10.250868637137433,1.686676108836713
,,-10.248983622441662,1.6877466145462672
,,-10.247102154341956,1.6888148751582144
,,-10.245224219517755,1.6898808999778339
,,-10.243349804723405,1.6909446982540643
,,-10.241478896787594,1.6920062791763832
,,-10.239611482612798,1.6930656518810465
,,-10.237747549174735,1.6941228254454732
,,-10.235887083521815,1.6951778088932368
,,-10.234030072774603,1.6962306111929129
,,-10.23217650412528,1.6972812412575042
,,-10.230326364837119,1.698329707947271
,,-10.228479642243954,1.6993760200681964
,,-10.226636323749664,1.7004201863725135
,,-10.224796396827658,1.7014622155599053
,,-10.222959849020356,1.7025021162783212
,,-10.221126667938695,1.7035398971225841
,,-10.219296841261619,1.7045755666360232
,,-10.217470356735584,1.7056091333123449
,,-10.21564720217407,1.7066406055926577
,,-10.213827365457083,1.707669991868736
,,-10.212010834530686,1.7086973004821067
,,-10.210197597406506,1.7097225397242914
,,-10.208387642161265,1.7107457178387722
,,-10.206580956936316,1.711766843018353
,,-10.204777529937166,1.7127859234099105
,,-10.202977349433018,1.7138029671100274
,,-10.201180403756316,1.7148179821685905
,,-10.19938668130229,1.7158309765873523
,,-10.1975961705285,1.7168419583235297
,,-10.195808859954406,1.717850935285005
,,-10.194024738160904,1.7188579153350296
,,-10.19224379378991,1.7198629062900148
,,-10.19046601554391,1.7208659159225086
,,-10.188691392185541,1.7218669519579808
,,-10.18691991253716,1.7228660220776524
,,-10.185151565480417,1.7238631339189776
,,-10.183386339955849,1.724858295075499
,,-10.181624224962448,1.7258515130957433
,,-10.179865209557269,1.7268427954853336
,,-10.178109282855004,1.7278321497071332
,,-10.17635643402759,1.7288195831808617
,,-10.174606652303803,1.7298051032841026
,,-10.172859926968862,1.7307887173526877
,,-10.171116247364035,1.7317704326792567
,,-10.16937560288625,1.732750256516185
,,-10.167637982987708,1.733728196073328
,,-10.1659033771755,1.7347042585203254
,,-10.164171775011223,1.7356784509880394
,,-10.162443166110606,1.7366507805644293
,,-10.160717540143136,1.7376212542989653
,,-10.158994886831689,1.738589879201141
,,-10.157275195952163,1.7395566622401382
,,-10.155558457333107,1.7405216103475132
,,-10.153844660855373,1.7414847304148469
,,-10.152133796451745,1.7424460292965263
,,-10.150425854106588,1.7434055138075388
,,-10.148720823855504,1.7443631907251023
,,-10.147018695784974,1.7453190667888583
,,-10.145319460032013,1.7462731487020229
,,-10.143623106783835,1.7472254431284122
,,-10.141929626277502,1.7481759566981525
,,-10.140239008799595,1.7491246960019695
,,-10.138551244685875,1.7500716675960835
,,-10.136866324320955,1.751016877999522
,,-10.13518423813797,1.7519603336959435
,,-10.13350497661825,1.7529020411349323
,,-10.131828530290997,1.7538420067277767
,,-10.13015488973297,1.754780236853755
,,-10.12848404556815,1.755716737855528
,,-10.126815988467454,1.7566515160415397
,,-10.125150709148393,1.7575845776871202
,,-10.12348819837478,1.7585159290320378
,,-10.121828446956414,1.759445576282708
,,-10.120171445748785,1.760373525613296
,,-10.11851718565276,1.761299783163318
,,-10.116865657614285,1.7622243550396557
,,-10.115216852624101,1.763147247316702
,,-10.113570761717433,1.7640684660355432
,,-10.111927375973703,1.7649880172055923
,,-10.110286686516243,1.7659059068031482
,,-10.108648684512005,1.7668221407751399
,,-10.107013361171274,1.7677367250337024
,,-10.105380707747388,1.7686496654616488
,,-10.103750715536458,1.7695609679083426
,,-10.102123375877083,1.7704706381955042
,,-10.10049868015008,1.7713786821109245
,,-10.098876619778212,1.7722851054144164
,,-10.09725718622591,1.7731899138334941
,,-10.095640370999003,1.774093113065534
,,-10.094026165644463,1.774994708780318
,,-10.092414561750122,1.7758947066143216
,,-10.09080555094442,1.776793112177434
,,-10.089199124896147,1.7776899310492145
,,-10.087595275314172,1.7785851687810026
,,-10.085993993947199,1.779478830892321
,,-10.084395272583501,1.7803709228774969
,,-10.082799103050679,1.7812614502002388
,,-10.081205477215402,1.7821504182968533
,,-10.07961438698316,1.7830378325758118
,,-10.078025824298022,1.7839236984156874
,,-10.076439781142387,1.784808021170386
,,-10.074856249536742,1.7856908061637236
,,-10.073275221539424,1.7865720586931204
,,-10.071696689246375,1.7874517840289785
,,-10.070120644790908,1.788329987414777
,,-10.068547080343478,1.789206674066112
,,-10.066975988111437,1.7900818491739603
,,-10.06540736033881,1.790955517900553
,,-10.063841189306066,1.791827685383885
,,-10.062277467329883,1.7926983567342125
,,-10.06071618676293,1.7935675370365969
,,-10.05915733999364,1.7944352313512402
,,-10.057600919445981,1.7953014447107496
,,-10.056046917579247,1.7961661821256085
,,-10.054495326887828,1.7970294485755385
,,-10.052946139900998,1.7978912490220242
,,-10.051399349182699,1.7987515883962684
,,-10.049854947331326,1.7996104716079253
,,-10.048312926979511,1.8004679035403035
,,-10.046773280793918,1.8013238890533385
,,-10.04523600147503,1.8021784329821555
,,-10.043701081756947,1.8030315401376442
,,-10.04216851440717,1.8038832153080422
,,-10.0406382922264,1.8047334632561047
,,-10.039110408048348,1.8055822887224142
,,-10.037584854739512,1.8064296964226467
,,-10.03606162519899,1.8072756910509302
,,-10.034540712358282,1.8081202772768692
,,-10.033022109181093,1.8089634597475603
,,-10.031505808663129,1.8098052430877847
,,-10.029991803831914,1.8106456318986641
,,-10.028480087746592,1.8114846307588606
,,-10.026970653497738,1.8123222442260156
,,-10.025463494207166,1.813158476834112
,,-10.023958603027745,1.8139933330946245
,,-10.022455973143211,1.8148268174986795
,,-10.020955597767976,1.815658934514992
,,-10.019457470146955,1.8164896885898172
,,-10.017961583555373,1.8173190841483424
,,-10.016467931298589,1.8181471255950226
,,-10.014976506711918,1.8189738173122372
,,-10.013487303160451,1.8197991636610096
,,-10.012000314038872,1.8206231689824954
,,-10.010515532771294,1.8214458375949578
,,-10.00903295281107,1.8222671737996718
,,-10.007552567640635,1.8230871818729573
,,-10.006074370771325,1.823905866072609
,,-10.004598355743205,1.8247232306376582
,,-10.003124516124904,1.8255392797839074
,,-10.001652845513448,1.826354017708636
,,-10.000183337534088,1.8271674485896858
,,-9.998715985840137,1.8279795765842155
,,-9.99725078411281,1.8287904058297555
,,-9.99578772606105,1.829599940445215
,,-9.994326805421375,1.830408184528436
