Hour,Rejection Rate (kW),Extraction Rate (kW),Net Rate (kw), ,Timestep Hours,Average Load (kW),Average Load (kW/m),EFT (C)
1,-0.0,0.0,0.0,,199.197184,14.611626397021572,0.0012483960107910219,16.631841670938535
2,-0.0,0.0,0.0,,201.0,135.49878256846776,0.011576818009800463,15.100028499625894
3,-0.0,0.0,0.0,,734.851074,5.336793200925632,0.00045596781367269795,16.891916918014925
4,-0.0,0.0,0.0,,738.0,-115.72286721615522,-0.009887192696043446,18.807224532140967
5,-0.0,0.0,0.0,,744.0,-18.659441667050842,-0.0015942354333315257,17.559191898729928
6,-0.0,0.0,0.0,,1039.260638,9.904846598904046,0.000846255621762225,16.73396619246095
7,-0.0,0.0,0.0,,1041.0,138.6137067741601,0.011842952582820712,15.130962578262768
8,-0.0,0.0,0.0,,1405.02062,-15.071089998191677,-0.0012876519095677218,17.55678766555721
9,-0.0,0.0,0.0,,1410.0,-193.52359207967638,-0.0165343729562825,20.785152094493874
10,-0.0,0.0,0.0,,1416.0,-63.57186060438699,-0.005431486887267863,18.91735064335777
11,-0.0,0.0,0.0,,1950.914808,-28.809412779730803,-0.002461434135407337,18.1129117117274
12,-0.0,0.0,0.0,,1952.0,34.440840667781764,0.0029425751062668965,17.50797829279852
13,-0.0,0.0,0.0,,2122.835669,-43.57495949220417,-0.0037229808730626104,18.61004536435831
14,-0.0,0.0,0.0,,2129.0,-290.18854249562446,-0.02479328508581656,23.30956660455727
15,-0.0,0.0,0.0,,2160.0,-88.37367380230619,-0.0075505175697781835,19.903885647410064
16,-0.0,0.0,0.0,,2286.999826,-39.37669979483912,-0.0033642876984599805,18.602786897278325
17,-0.0,0.0,0.0,,2288.0,35.33286542649609,0.0030187883983431836,17.92518420929975
18,-0.0,0.0,0.0,,2555.253143,-61.57805747232298,-0.005261139260745005,19.363555521615865
19,-0.0,0.0,0.0,,2561.0,-295.90221358052787,-0.025281452795252343,23.756700727355803
20,-0.0,0.0,0.0,,2880.0,-64.73615058255747,-0.005530962121896656,19.618433194128926
21,-0.0,0.0,0.0,,3102.0,-106.25586454101466,-0.009078345819408104,21.04265810007742
22,-0.0,0.0,0.0,,3103.0,0.2351624455341497,2.0091935758262735e-05,20.07817086495605
23,-0.0,0.0,0.0,,3586.653114,-94.10319939807134,-0.008040039865457484,20.959872458738907
24,-0.0,0.0,0.0,,3593.0,-398.62489688192454,-0.03405792877176329,26.800919018239675
25,-0.0,0.0,0.0,,3624.0,-174.04797538672548,-0.01487040472122477,23.17634412882851
26,-0.0,0.0,0.0,,4257.15753,-139.78951020814065,-0.011943411510291983,22.98243491232061
27,-0.0,0.0,0.0,,4265.0,-426.83215438341415,-0.03646791563998713,28.74871751473282
28,-0.0,0.0,0.0,,4344.0,-202.43079631305875,-0.017295391471957255,24.91799893939613
29,-0.0,0.0,0.0,,4472.684439,-121.15940001032507,-0.010351682114836665,22.734521244330512
30,-0.0,0.0,0.0,,4481.0,-446.4216020307385,-0.03814160942547183,29.335999203798103
31,-0.0,0.0,0.0,,5088.0,-163.35172157514188,-0.013956532423510455,24.553589615677367
32,-0.0,0.0,0.0,,5242.270579,-171.79484419515737,-0.014677900484193646,24.953560535397887
33,-0.0,0.0,0.0,,5249.0,-458.0845545093639,-0.039138075044886325,30.521666578494735
34,-0.0,0.0,0.0,,5832.0,-177.47764435292112,-0.01516343062671912,25.72195879871872
35,-0.0,0.0,0.0,,5986.537144,-113.50892550945338,-0.00969803675134082,23.870455877785904
36,-0.0,0.0,0.0,,5993.0,-446.0343059993342,-0.03810851941841425,30.269299248621707
37,-0.0,0.0,0.0,,6552.0,-115.89515606008807,-0.00990191280314346,24.12896106870444
38,-0.0,0.0,0.0,,6779.093521,-53.58443477117315,-0.004578175816380033,22.224064290856543
39,-0.0,0.0,0.0,,6785.0,-381.71468590552706,-0.032613145052897315,28.409822830595566
40,-0.0,0.0,0.0,,7158.994802,-67.72533007648354,-0.005786353250465089,22.730022563519984
41,-0.0,0.0,0.0,,7160.0,34.99237482215316,0.002989697378587834,21.795708517478705
42,-0.0,0.0,0.0,,7296.0,-20.186285303026448,-0.0017246867227678712,21.286696957702222
43,-0.0,0.0,0.0,,7331.510156,-37.03100761611141,-0.0031638751859237794,21.68493153413907
44,-0.0,0.0,0.0,,7336.0,-218.98007037162733,-0.018709337267917087,24.890521639357054
45,-0.0,0.0,0.0,,7807.720557,-23.741539530743093,-0.002028442449518049,21.263071547786726
46,-0.0,0.0,0.0,,7809.0,87.64289849215105,0.007488081194990486,20.08443979602691
47,-0.0,0.0,0.0,,8016.0,-12.969583216948278,-0.0011081022406212646,20.90277107567552
48,-0.0,0.0,0.0,,8291.018675,-4.7123843524784,-0.0004026192339647584,20.59373701651085
49,-0.0,0.0,0.0,,8295.0,-191.3133144540274,-0.01634553006531156,23.76880090962451
50,-0.0,0.0,0.0,,8431.620615,-20.23379790030691,-0.0017287461296604085,21.072095923062165
51,-0.0,0.0,0.0,,8433.0,116.60809038336176,0.009962824870078891,19.56109151957182
52,-0.0,0.0,0.0,,8760.0,0.537150835150171,4.589338254167445e-05,20.380888113534777
53,-0.0,0.0,0.0,,,,,
54,-0.0,0.0,0.0,,,,,
55,-0.0,0.0,0.0,,,,,
56,-0.0,68.90869492244967,68.90869492244967,,,,,
57,-0.0,94.5536373645416,94.5536373645416,,,,,
58,-0.0,49.49679101711871,49.49679101711871,,,,,
59,-0.0,40.5231495866905,40.5231495866905,,,,,
60,-0.0,32.15605921497833,32.15605921497833,,,,,
61,-0.0,22.798783320017886,22.798783320017886,,,,,
62,-0.0,25.370042242950785,25.370042242950785,,,,,
63,-0.0,13.388343406363093,13.388343406363093,,,,,
64,-0.0,11.842137612448983,11.842137612448983,,,,,
65,-0.0,8.534028114444117,8.534028114444117,,,,,
66,-0.0,6.364881671080685,6.364881671080685,,,,,
67,-0.0,25.103087136270364,25.103087136270364,,,,,
68,-0.0,39.718879227023216,39.718879227023216,,,,,
69,-0.0,43.20995285426653,43.20995285426653,,,,,
70,-0.0,45.627303986103065,45.627303986103065,,,,,
71,-0.0,46.16234921267258,46.16234921267258,,,,,
72,-0.0,0.0,0.0,,,,,
73,-0.0,0.0,0.0,,,,,
74,-0.0,0.0,0.0,,,,,
75,-0.0,0.0,0.0,,,,,
76,-0.0,0.0,0.0,,,,,
77,-0.0,0.0,0.0,,,,,
78,-0.0,0.0,0.0,,,,,
79,-0.0,0.0,0.0,,,,,
80,-0.0,31.95947492723578,31.95947492723578,,,,,
81,-0.0,73.13911615382405,73.13911615382405,,,,,
82,-0.0,30.276250338770392,30.276250338770392,,,,,
83,-0.0,17.675787701341307,17.675787701341307,,,,,
84,-0.0,3.0425164071748587,3.0425164071748587,,,,,
85,-4.429383231429763,0.0,-4.429383231429763,,,,,
86,-0.0,10.271120429793232,10.271120429793232,,,,,
87,-22.024499924664592,0.0,-22.024499924664592,,,,,
88,-31.526480975558105,0.0,-31.526480975558105,,,,,
89,-25.486199381040702,0.0,-25.486199381040702,,,,,
90,-15.983490449845934,0.0,-15.983490449845934,,,,,
91,-0.0,16.40116786799901,16.40116786799901,,,,,
92,-0.0,17.448580757228697,17.448580757228697,,,,,
93,-0.0,30.239929916092787,30.239929916092787,,,,,
94,-0.0,38.169132191898036,38.169132191898036,,,,,
95,-0.0,44.30047354516171,44.30047354516171,,,,,
96,-0.0,0.0,0.0,,,,,
97,-0.0,0.0,0.0,,,,,
98,-0.0,0.0,0.0,,,,,
99,-0.0,0.0,0.0,,,,,
100,-0.0,0.0,0.0,,,,,
101,-0.0,0.0,0.0,,,,,
102,-0.0,0.0,0.0,,,,,
103,-0.0,0.0,0.0,,,,,
104,-0.0,58.781653069365674,58.781653069365674,,,,,
105,-0.0,100.6048467852728,100.6048467852728,,,,,
106,-0.0,53.86681887316013,53.86681887316013,,,,,
107,-0.0,39.167943815532254,39.167943815532254,,,,,
108,-0.0,22.15566213571832,22.15566213571832,,,,,
109,-0.0,7.531516347749622,7.531516347749622,,,,,
110,-0.0,11.34114278213973,11.34114278213973,,,,,
111,-17.597862787098663,0.0,-17.597862787098663,,,,,
112,-27.529888754162425,0.0,-27.529888754162425,,,,,
113,-23.44691037519477,0.0,-23.44691037519477,,,,,
114,-14.942919388261812,0.0,-14.942919388261812,,,,,
115,-0.0,18.072611019358344,18.072611019358344,,,,,
116,-0.0,34.41178446589951,34.41178446589951,,,,,
117,-0.0,44.29865752402783,44.29865752402783,,,,,
118,-0.0,53.539254061136454,53.539254061136454,,,,,
119,-0.0,60.35341936073915,60.35341936073915,,,,,
120,-0.0,0.0,0.0,,,,,
121,-0.0,0.0,0.0,,,,,
122,-0.0,0.0,0.0,,,,,
123,-0.0,0.0,0.0,,,,,
124,-0.0,0.0,0.0,,,,,
125,-0.0,0.0,0.0,,,,,
126,-0.0,0.0,0.0,,,,,
127,-0.0,14.146668431343198,14.146668431343198,,,,,
128,-0.0,66.84319788530246,66.84319788530246,,,,,
129,-0.0,109.31902419619784,109.31902419619784,,,,,
130,-0.0,63.93257001297567,63.93257001297567,,,,,
131,-0.0,50.09971003356699,50.09971003356699,,,,,
132,-0.0,39.524110960414546,39.524110960414546,,,,,
133,-0.0,27.497738003933396,27.497738003933396,,,,,
134,-0.0,30.90186961939219,30.90186961939219,,,,,
135,-0.0,18.402650160176933,18.402650160176933,,,,,
136,-0.0,14.586599551025722,14.586599551025722,,,,,
137,-0.0,12.806535635596164,12.806535635596164,,,,,
138,-0.0,11.330337456393142,11.330337456393142,,,,,
139,-0.0,32.499287209281725,32.499287209281725,,,,,
140,-0.0,49.04028870458952,49.04028870458952,,,,,
141,-0.0,53.69089182581547,53.69089182581547,,,,,
142,-0.0,57.19013754816125,57.19013754816125,,,,,
143,-0.0,59.854240551563784,59.854240551563784,,,,,
144,-0.0,0.0,0.0,,,,,
145,-0.0,0.0,0.0,,,,,
146,-0.0,0.0,0.0,,,,,
147,-0.0,0.0,0.0,,,,,
148,-0.0,0.0,0.0,,,,,
149,-0.0,0.0,0.0,,,,,
150,-0.0,0.0,0.0,,,,,
151,-0.0,0.0,0.0,,,,,
152,-0.0,60.76769918190561,60.76769918190561,,,,,
153,-0.0,103.4832402824732,103.4832402824732,,,,,
154,-0.0,92.27498484680517,92.27498484680517,,,,,
155,-0.0,80.66470773262438,80.66470773262438,,,,,
156,-0.0,73.30619009814103,73.30619009814103,,,,,
157,-0.0,67.29743017141429,67.29743017141429,,,,,
158,-0.0,67.21366619661407,67.21366619661407,,,,,
159,-0.0,66.94557607672498,66.94557607672498,,,,,
160,-0.0,66.55808256728324,66.55808256728324,,,,,
161,-0.0,67.72918919599437,67.72918919599437,,,,,
162,-0.0,72.7845380274339,72.7845380274339,,,,,
163,-0.0,0.0,0.0,,,,,
164,-0.0,0.0,0.0,,,,,
165,-0.0,0.0,0.0,,,,,
166,-0.0,0.0,0.0,,,,,
167,-0.0,0.0,0.0,,,,,
168,-0.0,0.0,0.0,,,,,
169,-0.0,0.0,0.0,,,,,
170,-0.0,0.0,0.0,,,,,
171,-0.0,0.0,0.0,,,,,
172,-0.0,0.0,0.0,,,,,
173,-0.0,10.06205099675525,10.06205099675525,,,,,
174,-0.0,11.372628048548382,11.372628048548382,,,,,
175,-0.0,11.32352737714109,11.32352737714109,,,,,
176,-0.0,11.36847390020463,11.36847390020463,,,,,
177,-0.0,11.13141504144072,11.13141504144072,,,,,
178,-0.0,3.0189535329627604,3.0189535329627604,,,,,
179,-0.0,0.0,0.0,,,,,
180,-0.0,0.0,0.0,,,,,
181,-0.0,0.0,0.0,,,,,
182,-0.0,0.0,0.0,,,,,
183,-0.0,0.0,0.0,,,,,
184,-0.0,0.0,0.0,,,,,
185,-0.0,0.0,0.0,,,,,
186,-0.0,0.0,0.0,,,,,
187,-0.0,0.0,0.0,,,,,
188,-0.0,0.0,0.0,,,,,
189,-0.0,0.0,0.0,,,,,
190,-0.0,0.0,0.0,,,,,
191,-0.0,0.0,0.0,,,,,
192,-0.0,0.0,0.0,,,,,
193,-0.0,0.0,0.0,,,,,
194,-0.0,0.0,0.0,,,,,
195,-0.0,6.81704823315273,6.81704823315273,,,,,
196,-0.0,9.91275135928611,9.91275135928611,,,,,
197,-0.0,10.273004551719632,10.273004551719632,,,,,
198,-0.0,10.530970353787342,10.530970353787342,,,,,
199,-0.0,53.03984824931935,53.03984824931935,,,,,
200,-0.0,117.16456067009517,117.16456067009517,,,,,
201,-0.0,135.49878256846776,135.49878256846776,,,,,
202,-0.0,97.8243260625984,97.8243260625984,,,,,
203,-0.0,77.30149706474705,77.30149706474705,,,,,
204,-0.0,56.79411909569138,56.79411909569138,,,,,
205,-0.0,42.88024044417703,42.88024044417703,,,,,
206,-0.0,35.61734802616439,35.61734802616439,,,,,
207,-0.0,19.288246352874808,19.288246352874808,,,,,
208,-0.0,8.996020684762474,8.996020684762474,,,,,
209,-0.0,9.486749903733251,9.486749903733251,,,,,
210,-0.0,0.17417649374045843,0.17417649374045843,,,,,
211,-0.0,29.924780020017756,29.924780020017756,,,,,
212,-0.0,44.49010131207904,44.49010131207904,,,,,
213,-0.0,53.882509051754006,53.882509051754006,,,,,
214,-0.0,60.276735542033514,60.276735542033514,,,,,
215,-0.0,65.53644752088962,65.53644752088962,,,,,
216,-0.0,0.0,0.0,,,,,
217,-0.0,0.0,0.0,,,,,
218,-0.0,0.0,0.0,,,,,
219,-0.0,0.0,0.0,,,,,
220,-0.0,0.0,0.0,,,,,
221,-0.0,0.0,0.0,,,,,
222,-0.0,0.0,0.0,,,,,
223,-0.0,5.375276585407271,5.375276585407271,,,,,
224,-0.0,77.11290362503517,77.11290362503517,,,,,
225,-0.0,118.8979387928131,118.8979387928131,,,,,
226,-0.0,75.66255190734731,75.66255190734731,,,,,
227,-0.0,58.591891740270164,58.591891740270164,,,,,
228,-0.0,45.21948075963944,45.21948075963944,,,,,
229,-0.0,21.016398479468382,21.016398479468382,,,,,
230,-0.0,16.7027439049308,16.7027439049308,,,,,
231,-0.0,0.0,0.0,,,,,
232,-24.79730155178097,0.0,-24.79730155178097,,,,,
233,-30.3361169893605,0.0,-30.3361169893605,,,,,
234,-30.691694037810677,0.0,-30.691694037810677,,,,,
235,-0.0,9.826513482529844,9.826513482529844,,,,,
236,-0.0,26.5637268149357,26.5637268149357,,,,,
237,-0.0,38.952498035912534,38.952498035912534,,,,,
238,-0.0,50.54099685367823,50.54099685367823,,,,,
239,-0.0,56.91659122099825,56.91659122099825,,,,,
240,-0.0,0.0,0.0,,,,,
241,-0.0,0.0,0.0,,,,,
242,-0.0,0.0,0.0,,,,,
243,-0.0,0.0,0.0,,,,,
244,-0.0,0.0,0.0,,,,,
245,-0.0,0.0,0.0,,,,,
246,-0.0,0.0,0.0,,,,,
247,-0.0,0.0,0.0,,,,,
248,-0.0,67.30490865495896,67.30490865495896,,,,,
249,-0.0,107.2249137586946,107.2249137586946,,,,,
250,-0.0,54.5884847351092,54.5884847351092,,,,,
251,-0.0,32.327414997744754,32.327414997744754,,,,,
252,-0.0,6.258757323103328,6.258757323103328,,,,,
253,-2.1547830044751124,0.0,-2.1547830044751124,,,,,
254,-14.678572924724232,0.0,-14.678572924724232,,,,,
255,-26.966530184321087,0.0,-26.966530184321087,,,,,
256,-36.46146731611774,0.0,-36.46146731611774,,,,,
257,-37.66725667385927,0.0,-37.66725667385927,,,,,
258,-32.53654182006026,0.0,-32.53654182006026,,,,,
259,-0.0,5.761097863275668,5.761097863275668,,,,,
260,-0.0,12.738805189502317,12.738805189502317,,,,,
261,-0.0,23.00908130788433,23.00908130788433,,,,,
262,-0.0,36.163814559305436,36.163814559305436,,,,,
263,-0.0,46.99021410382579,46.99021410382579,,,,,
264,-0.0,0.0,0.0,,,,,
265,-0.0,0.0,0.0,,,,,
266,-0.0,0.0,0.0,,,,,
267,-0.0,0.0,0.0,,,,,
268,-0.0,0.0,0.0,,,,,
269,-0.0,0.0,0.0,,,,,
270,-0.0,0.0,0.0,,,,,
271,-0.0,0.0,0.0,,,,,
272,-0.0,61.79093636400937,61.79093636400937,,,,,
273,-0.0,99.01041974367793,99.01041974367793,,,,,
274,-0.0,50.90000605216591,50.90000605216591,,,,,
275,-0.0,30.391719199063438,30.391719199063438,,,,,
276,-0.0,12.281841012870318,12.281841012870318,,,,,
277,-5.389490960401382,0.0,-5.389490960401382,,,,,
278,-0.0,10.426399675521811,10.426399675521811,,,,,
279,-11.199898777075624,0.0,-11.199898777075624,,,,,
280,-31.470837301188457,0.0,-31.470837301188457,,,,,
281,-34.6065850879633,0.0,-34.6065850879633,,,,,
282,-28.96755765926798,0.0,-28.96755765926798,,,,,
283,-0.0,4.665574477460183,4.665574477460183,,,,,
284,-0.0,6.54026143449977,6.54026143449977,,,,,
285,-0.0,17.3884969182446,17.3884969182446,,,,,
286,-0.0,25.221305077805837,25.221305077805837,,,,,
287,-0.0,29.34309423006305,29.34309423006305,,,,,
288,-0.0,0.0,0.0,,,,,
289,-0.0,0.0,0.0,,,,,
290,-0.0,0.0,0.0,,,,,
291,-0.0,0.0,0.0,,,,,
292,-0.0,0.0,0.0,,,,,
293,-0.0,0.0,0.0,,,,,
294,-0.0,0.0,0.0,,,,,
295,-0.0,0.0,0.0,,,,,
296,-0.0,14.471774401543952,14.471774401543952,,,,,
297,-0.0,58.32899702973204,58.32899702973204,,,,,
298,-0.0,19.80762814142109,19.80762814142109,,,,,
299,-0.0,9.024673254337978,9.024673254337978,,,,,
300,-0.0,1.4468297920064928,1.4468297920064928,,,,,
301,-0.0,0.0,0.0,,,,,
302,-0.0,4.377049236802179,4.377049236802179,,,,,
303,-29.35926533637226,0.0,-29.35926533637226,,,,,
304,-35.06823583355289,0.0,-35.06823583355289,,,,,
305,-32.66642662810921,0.0,-32.66642662810921,,,,,
306,-26.27074236761827,0.0,-26.27074236761827,,,,,
307,-0.797543059234995,0.0,-0.797543059234995,,,,,
308,-0.0,20.909513715564206,20.909513715564206,,,,,
309,-0.0,30.264020990487438,30.264020990487438,,,,,
310,-0.0,42.356496012206094,42.356496012206094,,,,,
311,-0.0,52.441927837569295,52.441927837569295,,,,,
312,-0.0,0.0,0.0,,,,,
313,-0.0,0.0,0.0,,,,,
314,-0.0,0.0,0.0,,,,,
315,-0.0,0.0,0.0,,,,,
316,-0.0,0.0,0.0,,,,,
317,-0.0,0.0,0.0,,,,,
318,-0.0,0.0,0.0,,,,,
319,-0.0,15.950687800402637,15.950687800402637,,,,,
320,-0.0,73.05632690313617,73.05632690313617,,,,,
321,-0.0,114.31943540703678,114.31943540703678,,,,,
322,-0.0,92.18697276229511,92.18697276229511,,,,,
323,-0.0,68.01520153753648,68.01520153753648,,,,,
324,-0.0,54.830247891559125,54.830247891559125,,,,,
325,-0.0,38.2367518490542,38.2367518490542,,,,,
326,-0.0,32.41307731915606,32.41307731915606,,,,,
327,-0.0,27.325826088181046,27.325826088181046,,,,,
328,-0.0,24.616669965669324,24.616669965669324,,,,,
329,-0.0,23.134734527355015,23.134734527355015,,,,,
330,-0.0,25.543958914421342,25.543958914421342,,,,,
331,-0.0,0.0,0.0,,,,,
332,-0.0,0.0,0.0,,,,,
333,-0.0,0.0,0.0,,,,,
334,-0.0,0.0,0.0,,,,,
335,-0.0,0.0,0.0,,,,,
336,-0.0,0.0,0.0,,,,,
337,-0.0,0.0,0.0,,,,,
338,-0.0,0.0,0.0,,,,,
339,-0.0,0.0,0.0,,,,,
340,-0.0,0.0,0.0,,,,,
341,-0.0,0.0,0.0,,,,,
342,-0.0,0.0,0.0,,,,,
343,-0.0,0.0,0.0,,,,,
344,-0.0,0.0,0.0,,,,,
345,-0.0,0.0,0.0,,,,,
346,-0.0,0.0,0.0,,,,,
347,-0.0,0.0,0.0,,,,,
348,-0.0,0.0,0.0,,,,,
349,-0.0,0.0,0.0,,,,,
350,-0.0,0.0,0.0,,,,,
351,-0.0,0.0,0.0,,,,,
352,-0.0,0.0,0.0,,,,,
353,-0.0,0.0,0.0,,,,,
354,-0.0,0.0,0.0,,,,,
355,-0.0,0.0,0.0,,,,,
356,-0.0,0.0,0.0,,,,,
357,-0.0,0.0,0.0,,,,,
358,-0.0,0.0,0.0,,,,,
359,-0.0,0.0,0.0,,,,,
360,-0.0,0.0,0.0,,,,,
361,-0.0,0.0,0.0,,,,,
362,-0.0,0.0,0.0,,,,,
363,-0.0,0.0,0.0,,,,,
364,-0.0,0.0,0.0,,,,,
365,-0.0,0.0,0.0,,,,,
366,-0.0,0.0,0.0,,,,,
367,-0.0,0.0,0.0,,,,,
368,-0.0,0.0,0.0,,,,,
369,-0.0,0.0,0.0,,,,,
370,-0.0,0.0,0.0,,,,,
371,-0.0,0.0,0.0,,,,,
372,-0.0,0.0,0.0,,,,,
373,-0.0,0.0,0.0,,,,,
374,-0.0,0.0,0.0,,,,,
375,-0.0,0.0,0.0,,,,,
376,-0.0,0.0,0.0,,,,,
377,-0.0,0.0,0.0,,,,,
378,-0.0,0.0,0.0,,,,,
379,-0.0,0.0,0.0,,,,,
380,-0.0,0.0,0.0,,,,,
381,-0.0,0.0,0.0,,,,,
382,-0.0,0.0,0.0,,,,,
383,-0.0,0.0,0.0,,,,,
384,-0.0,0.0,0.0,,,,,
385,-0.0,0.0,0.0,,,,,
386,-0.0,0.0,0.0,,,,,
387,-0.0,0.0,0.0,,,,,
388,-0.0,0.0,0.0,,,,,
389,-0.0,0.0,0.0,,,,,
390,-0.0,0.0,0.0,,,,,
391,-0.0,0.0,0.0,,,,,
392,-0.0,49.01907051730455,49.01907051730455,,,,,
393,-0.0,90.06177463985512,90.06177463985512,,,,,
394,-0.0,45.082239268571996,45.082239268571996,,,,,
395,-0.0,35.86524614993024,35.86524614993024,,,,,
396,-0.0,26.821849884228097,26.821849884228097,,,,,
397,-0.0,17.754777189106704,17.754777189106704,,,,,
398,-0.0,18.17640849841919,18.17640849841919,,,,,
399,-0.0,6.68195645739655,6.68195645739655,,,,,
400,-0.0,5.000407360302864,5.000407360302864,,,,,
401,-0.0,2.4835711020949143,2.4835711020949143,,,,,
402,-0.0,0.7244464793963692,0.7244464793963692,,,,,
403,-0.0,17.985929124310193,17.985929124310193,,,,,
404,-0.0,33.35104565545803,33.35104565545803,,,,,
405,-0.0,36.379674520421446,36.379674520421446,,,,,
406,-0.0,40.06974375044664,40.06974375044664,,,,,
407,-0.0,42.19698686199195,42.19698686199195,,,,,
408,-0.0,0.0,0.0,,,,,
409,-0.0,0.0,0.0,,,,,
410,-0.0,0.0,0.0,,,,,
411,-0.0,0.0,0.0,,,,,
412,-0.0,0.0,0.0,,,,,
413,-0.0,0.0,0.0,,,,,
414,-0.0,0.0,0.0,,,,,
415,-0.0,0.0,0.0,,,,,
416,-0.0,21.478747794077698,21.478747794077698,,,,,
417,-0.0,62.125405693233326,62.125405693233326,,,,,
418,-0.0,18.868955419982843,18.868955419982843,,,,,
419,-0.0,8.924764175493022,8.924764175493022,,,,,
420,-0.8814614946240924,0.0,-0.8814614946240924,,,,,
421,-0.0,2.3882064434839796,2.3882064434839796,,,,,
422,-0.0,3.1508510471574143,3.1508510471574143,,,,,
423,-19.4232099885603,0.0,-19.4232099885603,,,,,
424,-29.365954966975494,0.0,-29.365954966975494,,,,,
425,-40.60009670466372,0.0,-40.60009670466372,,,,,
426,-43.28191000293093,0.0,-43.28191000293093,,,,,
427,-0.0,0.0,0.0,,,,,
428,-0.0,0.0,0.0,,,,,
429,-0.0,7.091408720481859,7.091408720481859,,,,,
430,-0.0,11.672093427970527,11.672093427970527,,,,,
431,-0.0,15.320376713943897,15.320376713943897,,,,,
432,-0.0,0.0,0.0,,,,,
433,-0.0,0.0,0.0,,,,,
434,-0.0,0.0,0.0,,,,,
435,-0.0,0.0,0.0,,,,,
436,-0.0,0.0,0.0,,,,,
437,-0.0,0.0,0.0,,,,,
438,-0.0,0.0,0.0,,,,,
439,-0.0,0.0,0.0,,,,,
440,-15.284713067947061,0.0,-15.284713067947061,,,,,
441,-0.0,13.080909144719431,13.080909144719431,,,,,
442,-0.0,0.0,0.0,,,,,
443,-30.652980284468192,0.0,-30.652980284468192,,,,,
444,-15.03342139954435,0.0,-15.03342139954435,,,,,
445,-18.47940908479002,0.0,-18.47940908479002,,,,,
446,-23.246499463225067,0.0,-23.246499463225067,,,,,
447,-24.071277929430856,0.0,-24.071277929430856,,,,,
448,-45.56466365382693,0.0,-45.56466365382693,,,,,
449,-84.97851002082788,0.0,-84.97851002082788,,,,,
450,-90.15436332270714,0.0,-90.15436332270714,,,,,
451,-46.46975080425473,0.0,-46.46975080425473,,,,,
452,-7.5711715786188085,0.0,-7.5711715786188085,,,,,
453,-2.46562563203989,0.0,-2.46562563203989,,,,,
454,-0.8793155141137478,0.0,-0.8793155141137478,,,,,
455,-2.359611545470206,0.0,-2.359611545470206,,,,,
456,-0.0,0.0,0.0,,,,,
457,-0.0,0.0,0.0,,,,,
458,-0.0,0.0,0.0,,,,,
459,-0.0,0.0,0.0,,,,,
460,-0.0,0.0,0.0,,,,,
461,-0.0,0.0,0.0,,,,,
462,-0.0,0.0,0.0,,,,,
463,-0.0,0.0,0.0,,,,,
464,-0.21592239919201311,0.0,-0.21592239919201311,,,,,
465,-17.53398544884371,0.0,-17.53398544884371,,,,,
466,-37.26753468682438,0.0,-37.26753468682438,,,,,
467,-36.66116272471926,0.0,-36.66116272471926,,,,,
468,-17.13171345410363,0.0,-17.13171345410363,,,,,
469,-20.582734920793317,0.0,-20.582734920793317,,,,,
470,-31.044588610622917,0.0,-31.044588610622917,,,,,
471,-37.60731493429563,0.0,-37.60731493429563,,,,,
472,-79.97221567285241,0.0,-79.97221567285241,,,,,
473,-94.15853775952473,0.0,-94.15853775952473,,,,,
474,-96.60654515651055,0.0,-96.60654515651055,,,,,
475,-48.92934914535507,0.0,-48.92934914535507,,,,,
476,-11.854654651613053,0.0,-11.854654651613053,,,,,
477,-2.906571639742634,0.0,-2.906571639742634,,,,,
478,-3.1957921889863616,0.0,-3.1957921889863616,,,,,
479,-8.86710536458809,0.0,-8.86710536458809,,,,,
480,-0.0,0.0,0.0,,,,,
481,-0.0,0.0,0.0,,,,,
482,-0.0,0.0,0.0,,,,,
483,-0.0,0.0,0.0,,,,,
484,-0.0,0.0,0.0,,,,,
485,-0.0,0.0,0.0,,,,,
486,-0.0,0.0,0.0,,,,,
487,-0.0,0.0,0.0,,,,,
488,-11.454237207931296,0.0,-11.454237207931296,,,,,
489,-0.0,22.53737048759293,22.53737048759293,,,,,
490,-0.0,23.692562111081116,23.692562111081116,,,,,
491,-0.0,14.586589178756498,14.586589178756498,,,,,
492,-0.0,9.371321629789113,9.371321629789113,,,,,
493,-0.0,5.720811577901071,5.720811577901071,,,,,
494,-0.0,9.377320264498021,9.377320264498021,,,,,
495,-0.0,5.685433266379216,5.685433266379216,,,,,
496,-0.9575212699035479,0.0,-0.9575212699035479,,,,,
497,-0.0,3.3179266570612027,3.3179266570612027,,,,,
498,-0.0,2.906065851251863,2.906065851251863,,,,,
499,-0.0,0.0,0.0,,,,,
500,-0.0,0.0,0.0,,,,,
501,-0.0,0.0,0.0,,,,,
502,-0.0,0.0,0.0,,,,,
503,-0.0,0.0,0.0,,,,,
504,-0.0,0.0,0.0,,,,,
505,-0.0,0.0,0.0,,,,,
506,-0.0,0.0,0.0,,,,,
507,-0.0,0.0,0.0,,,,,
508,-0.0,0.0,0.0,,,,,
509,-0.0,0.0,0.0,,,,,
510,-0.0,0.0,0.0,,,,,
511,-0.0,0.0,0.0,,,,,
512,-0.0,0.0,0.0,,,,,
513,-0.0,0.0,0.0,,,,,
514,-0.0,0.0,0.0,,,,,
515,-0.0,0.0,0.0,,,,,
516,-0.0,0.0,0.0,,,,,
517,-0.0,0.0,0.0,,,,,
518,-0.0,0.0,0.0,,,,,
