Hour,Rejection Rate (kW),Extraction Rate (kW),Net Rate (kw), ,Timestep Hours,Average Load (kW),Average Load (kW/m), ,Timestep Hours,EFT (C)
1,0.0,0.0,0.0,,0.0,0.0,0.0,,199.197184,16.631841670938535
1,-0.0,0.0,0.0,,0.0,14.611626397021572,0.0012483960107910219,,201.0,15.100028499625894
2,-0.0,0.0,0.0,,199.197184,14.611626397021572,0.0012483960107910219,,734.851074,16.891916918014925
2,-0.0,0.0,0.0,,199.197184,135.49878256846776,0.011576818009800463,,738.0,18.807224532140967
3,-0.0,0.0,0.0,,201.0,135.49878256846776,0.011576818009800463,,744.0,17.559191898729928
3,-0.0,0.0,0.0,,201.0,5.336793200925632,0.00045596781367269795,,1039.260638,16.73396619246095
4,-0.0,0.0,0.0,,734.851074,5.336793200925632,0.00045596781367269795,,1041.0,15.130962578262768
4,-0.0,0.0,0.0,,734.851074,-115.72286721615522,-0.009887192696043446,,1405.02062,17.55678766555721
5,-0.0,0.0,0.0,,738.0,-115.72286721615522,-0.009887192696043446,,1410.0,20.785152094493874
5,-0.0,0.0,0.0,,738.0,-18.659441667050842,-0.0015942354333315257,,1416.0,18.91735064335777
6,-0.0,0.0,0.0,,744.0,-18.659441667050842,-0.0015942354333315257,,1950.914808,18.1129117117274
6,-0.0,0.0,0.0,,744.0,9.904846598904046,0.000846255621762225,,1952.0,17.50797829279852
7,-0.0,0.0,0.0,,1039.260638,9.904846598904046,0.000846255621762225,,2122.835669,18.61004536435831
7,-0.0,0.0,0.0,,1039.260638,138.6137067741601,0.011842952582820712,,2129.0,23.30956660455727
8,-0.0,0.0,0.0,,1041.0,138.6137067741601,0.011842952582820712,,2160.0,19.903885647410064
8,-0.0,0.0,0.0,,1041.0,-15.071089998191677,-0.0012876519095677218,,2286.999826,18.602786897278325
9,-0.0,0.0,0.0,,1405.02062,-15.071089998191677,-0.0012876519095677218,,2288.0,17.92518420929975
9,-0.0,0.0,0.0,,1405.02062,-193.52359207967638,-0.0165343729562825,,2555.253143,19.363555521615865
10,-0.0,0.0,0.0,,1410.0,-193.52359207967638,-0.0165343729562825,,2561.0,23.756700727355803
10,-0.0,0.0,0.0,,1410.0,-63.57186060438699,-0.005431486887267863,,2880.0,19.618433194128926
11,-0.0,0.0,0.0,,1416.0,-63.57186060438699,-0.005431486887267863,,3102.0,21.04265810007742
11,-0.0,0.0,0.0,,1416.0,-28.809412779730803,-0.002461434135407337,,3103.0,20.07817086495605
12,-0.0,0.0,0.0,,1950.914808,-28.809412779730803,-0.002461434135407337,,3586.653114,20.959872458738907
12,-0.0,0.0,0.0,,1950.914808,34.440840667781764,0.0029425751062668965,,3593.0,26.800919018239675
13,-0.0,0.0,0.0,,1952.0,34.440840667781764,0.0029425751062668965,,3624.0,23.17634412882851
13,-0.0,0.0,0.0,,1952.0,-43.57495949220417,-0.0037229808730626104,,4257.15753,22.98243491232061
14,-0.0,0.0,0.0,,2122.835669,-43.57495949220417,-0.0037229808730626104,,4265.0,28.74871751473282
14,-0.0,0.0,0.0,,2122.835669,-290.18854249562446,-0.02479328508581656,,4344.0,24.91799893939613
15,-0.0,0.0,0.0,,2129.0,-290.18854249562446,-0.02479328508581656,,4472.684439,22.734521244330512
15,-0.0,0.0,0.0,,2129.0,-88.37367380230619,-0.0075505175697781835,,4481.0,29.335999203798103
16,-0.0,0.0,0.0,,2160.0,-88.37367380230619,-0.0075505175697781835,,5088.0,24.553589615677367
16,-0.0,0.0,0.0,,2160.0,-39.37669979483912,-0.0033642876984599805,,5242.270579,24.953560535397887
17,-0.0,0.0,0.0,,2286.999826,-39.37669979483912,-0.0033642876984599805,,5249.0,30.521666578494735
17,-0.0,0.0,0.0,,2286.999826,35.33286542649609,0.0030187883983431836,,5832.0,25.72195879871872
18,-0.0,0.0,0.0,,2288.0,35.33286542649609,0.0030187883983431836,,5986.537144,23.870455877785904
18,-0.0,0.0,0.0,,2288.0,-61.57805747232298,-0.005261139260745005,,5993.0,30.269299248621707
19,-0.0,0.0,0.0,,2555.253143,-61.57805747232298,-0.005261139260745005,,6552.0,24.12896106870444
19,-0.0,0.0,0.0,,2555.253143,-295.90221358052787,-0.025281452795252343,,6779.093521,22.224064290856543
20,-0.0,0.0,0.0,,2561.0,-295.90221358052787,-0.025281452795252343,,6785.0,28.409822830595566
20,-0.0,0.0,0.0,,2561.0,-64.73615058255747,-0.005530962121896656,,7158.994802,22.730022563519984
21,-0.0,0.0,0.0,,2880.0,-64.73615058255747,-0.005530962121896656,,7160.0,21.795708517478705
21,-0.0,0.0,0.0,,2880.0,-106.25586454101466,-0.009078345819408104,,7296.0,21.286696957702222
22,-0.0,0.0,0.0,,3102.0,-106.25586454101466,-0.009078345819408104,,7331.510156,21.68493153413907
22,-0.0,0.0,0.0,,3102.0,0.2351624455341497,2.0091935758262735e-05,,7336.0,24.890521639357054
23,-0.0,0.0,0.0,,3103.0,0.2351624455341497,2.0091935758262735e-05,,7807.720557,21.263071547786726
23,-0.0,0.0,0.0,,3103.0,-94.10319939807134,-0.008040039865457484,,7809.0,20.08443979602691
24,-0.0,0.0,0.0,,3586.653114,-94.10319939807134,-0.008040039865457484,,8016.0,20.90277107567552
24,-0.0,0.0,0.0,,3586.653114,-398.62489688192454,-0.03405792877176329,,8291.018675,20.59373701651085
25,-0.0,0.0,0.0,,3593.0,-398.62489688192454,-0.03405792877176329,,8295.0,23.76880090962451
25,-0.0,0.0,0.0,,3593.0,-174.04797538672548,-0.01487040472122477,,8431.620615,21.072095923062165
26,-0.0,0.0,0.0,,3624.0,-174.04797538672548,-0.01487040472122477,,8433.0,19.56109151957182
26,-0.0,0.0,0.0,,3624.0,-139.78951020814065,-0.011943411510291983,,8760.0,20.380888113534777
27,-0.0,0.0,0.0,,4257.15753,-139.78951020814065,-0.011943411510291983,,,
27,-0.0,0.0,0.0,,4257.15753,-426.83215438341415,-0.03646791563998713,,,
28,-0.0,0.0,0.0,,4265.0,-426.83215438341415,-0.03646791563998713,,,
28,-0.0,0.0,0.0,,4265.0,-202.43079631305875,-0.017295391471957255,,,
29,-0.0,0.0,0.0,,4344.0,-202.43079631305875,-0.017295391471957255,,,
29,-0.0,0.0,0.0,,4344.0,-121.15940001032507,-0.010351682114836665,,,
30,-0.0,0.0,0.0,,4472.684439,-121.15940001032507,-0.010351682114836665,,,
30,-0.0,0.0,0.0,,4472.684439,-446.4216020307385,-0.03814160942547183,,,
31,-0.0,0.0,0.0,,4481.0,-446.4216020307385,-0.03814160942547183,,,
31,-0.0,0.0,0.0,,4481.0,-163.35172157514188,-0.013956532423510455,,,
32,-0.0,0.0,0.0,,5088.0,-163.35172157514188,-0.013956532423510455,,,
32,-0.0,0.0,0.0,,5088.0,-171.79484419515737,-0.014677900484193646,,,
33,-0.0,0.0,0.0,,5242.270579,-171.79484419515737,-0.014677900484193646,,,
33,-0.0,0.0,0.0,,5242.270579,-458.0845545093639,-0.039138075044886325,,,
34,-0.0,0.0,0.0,,5249.0,-458.0845545093639,-0.039138075044886325,,,
34,-0.0,0.0,0.0,,5249.0,-177.47764435292112,-0.01516343062671912,,,
35,-0.0,0.0,0.0,,5832.0,-177.47764435292112,-0.01516343062671912,,,
35,-0.0,0.0,0.0,,5832.0,-113.50892550945338,-0.00969803675134082,,,
36,-0.0,0.0,0.0,,5986.537144,-113.50892550945338,-0.00969803675134082,,,
36,-0.0,0.0,0.0,,5986.537144,-446.0343059993342,-0.03810851941841425,,,
37,-0.0,0.0,0.0,,5993.0,-446.0343059993342,-0.03810851941841425,,,
37,-0.0,0.0,0.0,,5993.0,-115.89515606008807,-0.00990191280314346,,,
38,-0.0,0.0,0.0,,6552.0,-115.89515606008807,-0.00990191280314346,,,
38,-0.0,0.0,0.0,,6552.0,-53.58443477117315,-0.004578175816380033,,,
39,-0.0,0.0,0.0,,6779.093521,-53.58443477117315,-0.004578175816380033,,,
39,-0.0,0.0,0.0,,6779.093521,-381.71468590552706,-0.032613145052897315,,,
40,-0.0,0.0,0.0,,6785.0,-381.71468590552706,-0.032613145052897315,,,
40,-0.0,0.0,0.0,,6785.0,-67.72533007648354,-0.005786353250465089,,,
41,-0.0,0.0,0.0,,7158.994802,-67.72533007648354,-0.005786353250465089,,,
41,-0.0,0.0,0.0,,7158.994802,34.99237482215316,0.002989697378587834,,,
42,-0.0,0.0,0.0,,7160.0,34.99237482215316,0.002989697378587834,,,
42,-0.0,0.0,0.0,,7160.0,-20.186285303026448,-0.0017246867227678712,,,
43,-0.0,0.0,0.0,,7296.0,-20.186285303026448,-0.0017246867227678712,,,
43,-0.0,0.0,0.0,,7296.0,-37.03100761611141,-0.0031638751859237794,,,
44,-0.0,0.0,0.0,,7331.510156,-37.03100761611141,-0.0031638751859237794,,,
44,-0.0,0.0,0.0,,7331.510156,-218.98007037162733,-0.018709337267917087,,,
45,-0.0,0.0,0.0,,7336.0,-218.98007037162733,-0.018709337267917087,,,
45,-0.0,0.0,0.0,,7336.0,-23.741539530743093,-0.002028442449518049,,,
46,-0.0,0.0,0.0,,7807.720557,-23.741539530743093,-0.002028442449518049,,,
46,-0.0,0.0,0.0,,7807.720557,87.64289849215105,0.007488081194990486,,,
47,-0.0,0.0,0.0,,7809.0,87.64289849215105,0.007488081194990486,,,
47,-0.0,0.0,0.0,,7809.0,-12.969583216948278,-0.0011081022406212646,,,
48,-0.0,0.0,0.0,,8016.0,-12.969583216948278,-0.0011081022406212646,,,
48,-0.0,0.0,0.0,,8016.0,-4.7123843524784,-0.0004026192339647584,,,
49,-0.0,0.0,0.0,,8291.018675,-4.7123843524784,-0.0004026192339647584,,,
49,-0.0,0.0,0.0,,8291.018675,-191.3133144540274,-0.01634553006531156,,,
50,-0.0,0.0,0.0,,8295.0,-191.3133144540274,-0.01634553006531156,,,
50,-0.0,0.0,0.0,,8295.0,-20.23379790030691,-0.0017287461296604085,,,
51,-0.0,0.0,0.0,,8431.620615,-20.23379790030691,-0.0017287461296604085,,,
51,-0.0,0.0,0.0,,8431.620615,116.60809038336176,0.009962824870078891,,,
52,-0.0,0.0,0.0,,8433.0,116.60809038336176,0.009962824870078891,,,
52,-0.0,0.0,0.0,,8433.0,0.537150835150171,4.589338254167445e-05,,,
53,-0.0,0.0,0.0,,8760.0,0.537150835150171,4.589338254167445e-05,,,
53,-0.0,0.0,0.0,,8760.0,0.0,0.0,,,
54,-0.0,0.0,0.0,,,,,,,
54,-0.0,0.0,0.0,,,,,,,
55,-0.0,0.0,0.0,,,,,,,
55,-0.0,68.90869492244967,68.90869492244967,,,,,,,
56,-0.0,68.90869492244967,68.90869492244967,,,,,,,
56,-0.0,94.5536373645416,94.5536373645416,,,,,,,
57,-0.0,94.5536373645416,94.5536373645416,,,,,,,
57,-0.0,49.49679101711871,49.49679101711871,,,,,,,
58,-0.0,49.49679101711871,49.49679101711871,,,,,,,
58,-0.0,40.5231495866905,40.5231495866905,,,,,,,
59,-0.0,40.5231495866905,40.5231495866905,,,,,,,
59,-0.0,32.15605921497833,32.15605921497833,,,,,,,
60,-0.0,32.15605921497833,32.15605921497833,,,,,,,
60,-0.0,22.798783320017886,22.798783320017886,,,,,,,
61,-0.0,22.798783320017886,22.798783320017886,,,,,,,
61,-0.0,25.370042242950785,25.370042242950785,,,,,,,
62,-0.0,25.370042242950785,25.370042242950785,,,,,,,
62,-0.0,13.388343406363093,13.388343406363093,,,,,,,
63,-0.0,13.388343406363093,13.388343406363093,,,,,,,
63,-0.0,11.842137612448983,11.842137612448983,,,,,,,
64,-0.0,11.842137612448983,11.842137612448983,,,,,,,
64,-0.0,8.534028114444117,8.534028114444117,,,,,,,
65,-0.0,8.534028114444117,8.534028114444117,,,,,,,
65,-0.0,6.364881671080685,6.364881671080685,,,,,,,
66,-0.0,6.364881671080685,6.364881671080685,,,,,,,
66,-0.0,25.103087136270364,25.103087136270364,,,,,,,
67,-0.0,25.103087136270364,25.103087136270364,,,,,,,
67,-0.0,39.718879227023216,39.718879227023216,,,,,,,
68,-0.0,39.718879227023216,39.718879227023216,,,,,,,
68,-0.0,43.20995285426653,43.20995285426653,,,,,,,
69,-0.0,43.20995285426653,43.20995285426653,,,,,,,
69,-0.0,45.627303986103065,45.627303986103065,,,,,,,
70,-0.0,45.627303986103065,45.627303986103065,,,,,,,
70,-0.0,46.16234921267258,46.16234921267258,,,,,,,
71,-0.0,46.16234921267258,46.16234921267258,,,,,,,
71,-0.0,0.0,0.0,,,,,,,
72,-0.0,0.0,0.0,,,,,,,
72,-0.0,0.0,0.0,,,,,,,
73,-0.0,0.0,0.0,,,,,,,
73,-0.0,0.0,0.0,,,,,,,
74,-0.0,0.0,0.0,,,,,,,
74,-0.0,0.0,0.0,,,,,,,
75,-0.0,0.0,0.0,,,,,,,
75,-0.0,0.0,0.0,,,,,,,
76,-0.0,0.0,0.0,,,,,,,
76,-0.0,0.0,0.0,,,,,,,
77,-0.0,0.0,0.0,,,,,,,
77,-0.0,0.0,0.0,,,,,,,
78,-0.0,0.0,0.0,,,,,,,
78,-0.0,0.0,0.0,,,,,,,
79,-0.0,0.0,0.0,,,,,,,
79,-0.0,31.95947492723578,31.95947492723578,,,,,,,
80,-0.0,31.95947492723578,31.95947492723578,,,,,,,
80,-0.0,73.13911615382405,73.13911615382405,,,,,,,
81,-0.0,73.13911615382405,73.13911615382405,,,,,,,
81,-0.0,30.276250338770392,30.276250338770392,,,,,,,
82,-0.0,30.276250338770392,30.276250338770392,,,,,,,
82,-0.0,17.675787701341307,17.675787701341307,,,,,,,
83,-0.0,17.675787701341307,17.675787701341307,,,,,,,
83,-0.0,3.0425164071748587,3.0425164071748587,,,,,,,
84,-0.0,3.0425164071748587,3.0425164071748587,,,,,,,
84,-4.429383231429763,0.0,-4.429383231429763,,,,,,,
85,-4.429383231429763,0.0,-4.429383231429763,,,,,,,
85,-0.0,10.271120429793232,10.271120429793232,,,,,,,
86,-0.0,10.271120429793232,10.271120429793232,,,,,,,
86,-22.024499924664592,0.0,-22.024499924664592,,,,,,,
87,-22.024499924664592,0.0,-22.024499924664592,,,,,,,
87,-31.526480975558105,0.0,-31.526480975558105,,,,,,,
88,-31.526480975558105,0.0,-31.526480975558105,,,,,,,
88,-25.486199381040702,0.0,-25.486199381040702,,,,,,,
89,-25.486199381040702,0.0,-25.486199381040702,,,,,,,
89,-15.983490449845934,0.0,-15.983490449845934,,,,,,,
90,-15.983490449845934,0.0,-15.983490449845934,,,,,,,
90,-0.0,16.40116786799901,16.40116786799901,,,,,,,
91,-0.0,16.40116786799901,16.40116786799901,,,,,,,
91,-0.0,17.448580757228697,17.448580757228697,,,,,,,
92,-0.0,17.448580757228697,17.448580757228697,,,,,,,
92,-0.0,30.239929916092787,30.239929916092787,,,,,,,
93,-0.0,30.239929916092787,30.239929916092787,,,,,,,
93,-0.0,38.169132191898036,38.169132191898036,,,,,,,
94,-0.0,38.169132191898036,38.169132191898036,,,,,,,
94,-0.0,44.30047354516171,44.30047354516171,,,,,,,
95,-0.0,44.30047354516171,44.30047354516171,,,,,,,
95,-0.0,0.0,0.0,,,,,,,
96,-0.0,0.0,0.0,,,,,,,
96,-0.0,0.0,0.0,,,,,,,
97,-0.0,0.0,0.0,,,,,,,
97,-0.0,0.0,0.0,,,,,,,
98,-0.0,0.0,0.0,,,,,,,
98,-0.0,0.0,0.0,,,,,,,
99,-0.0,0.0,0.0,,,,,,,
99,-0.0,0.0,0.0,,,,,,,
100,-0.0,0.0,0.0,,,,,,,
100,-0.0,0.0,0.0,,,,,,,
101,-0.0,0.0,0.0,,,,,,,
101,-0.0,0.0,0.0,,,,,,,
102,-0.0,0.0,0.0,,,,,,,
102,-0.0,0.0,0.0,,,,,,,
103,-0.0,0.0,0.0,,,,,,,
103,-0.0,58.781653069365674,58.781653069365674,,,,,,,
104,-0.0,58.781653069365674,58.781653069365674,,,,,,,
104,-0.0,100.6048467852728,100.6048467852728,,,,,,,
105,-0.0,100.6048467852728,100.6048467852728,,,,,,,
105,-0.0,53.86681887316013,53.86681887316013,,,,,,,
106,-0.0,53.86681887316013,53.86681887316013,,,,,,,
106,-0.0,39.167943815532254,39.167943815532254,,,,,,,
107,-0.0,39.167943815532254,39.167943815532254,,,,,,,
107,-0.0,22.15566213571832,22.15566213571832,,,,,,,
108,-0.0,22.15566213571832,22.15566213571832,,,,,,,
108,-0.0,7.531516347749622,7.531516347749622,,,,,,,
109,-0.0,7.531516347749622,7.531516347749622,,,,,,,
109,-0.0,11.34114278213973,11.34114278213973,,,,,,,
110,-0.0,11.34114278213973,11.34114278213973,,,,,,,
110,-17.597862787098663,0.0,-17.597862787098663,,,,,,,
111,-17.597862787098663,0.0,-17.597862787098663,,,,,,,
111,-27.529888754162425,0.0,-27.529888754162425,,,,,,,
112,-27.529888754162425,0.0,-27.529888754162425,,,,,,,
112,-23.44691037519477,0.0,-23.44691037519477,,,,,,,
113,-23.44691037519477,0.0,-23.44691037519477,,,,,,,
113,-14.942919388261812,0.0,-14.942919388261812,,,,,,,
114,-14.942919388261812,0.0,-14.942919388261812,,,,,,,
114,-0.0,18.072611019358344,18.072611019358344,,,,,,,
115,-0.0,18.072611019358344,18.072611019358344,,,,,,,
115,-0.0,34.41178446589951,34.41178446589951,,,,,,,
116,-0.0,34.41178446589951,34.41178446589951,,,,,,,
116,-0.0,44.29865752402783,44.29865752402783,,,,,,,
117,-0.0,44.29865752402783,44.29865752402783,,,,,,,
117,-0.0,53.539254061136454,53.539254061136454,,,,,,,
118,-0.0,53.539254061136454,53.539254061136454,,,,,,,
118,-0.0,60.35341936073915,60.35341936073915,,,,,,,
119,-0.0,60.35341936073915,60.35341936073915,,,,,,,
119,-0.0,0.0,0.0,,,,,,,
120,-0.0,0.0,0.0,,,,,,,
120,-0.0,0.0,0.0,,,,,,,
121,-0.0,0.0,0.0,,,,,,,
121,-0.0,0.0,0.0,,,,,,,
122,-0.0,0.0,0.0,,,,,,,
122,-0.0,0.0,0.0,,,,,,,
123,-0.0,0.0,0.0,,,,,,,
123,-0.0,0.0,0.0,,,,,,,
124,-0.0,0.0,0.0,,,,,,,
124,-0.0,0.0,0.0,,,,,,,
125,-0.0,0.0,0.0,,,,,,,
125,-0.0,0.0,0.0,,,,,,,
126,-0.0,0.0,0.0,,,,,,,
126,-0.0,14.146668431343198,14.146668431343198,,,,,,,
127,-0.0,14.146668431343198,14.146668431343198,,,,,,,
127,-0.0,66.84319788530246,66.84319788530246,,,,,,,
128,-0.0,66.84319788530246,66.84319788530246,,,,,,,
128,-0.0,109.31902419619784,109.31902419619784,,,,,,,
129,-0.0,109.31902419619784,109.31902419619784,,,,,,,
129,-0.0,63.93257001297567,63.93257001297567,,,,,,,
130,-0.0,63.93257001297567,63.93257001297567,,,,,,,
130,-0.0,50.09971003356699,50.09971003356699,,,,,,,
131,-0.0,50.09971003356699,50.09971003356699,,,,,,,
131,-0.0,39.524110960414546,39.524110960414546,,,,,,,
132,-0.0,39.524110960414546,39.524110960414546,,,,,,,
132,-0.0,27.497738003933396,27.497738003933396,,,,,,,
133,-0.0,27.497738003933396,27.497738003933396,,,,,,,
133,-0.0,30.90186961939219,30.90186961939219,,,,,,,
134,-0.0,30.90186961939219,30.90186961939219,,,,,,,
134,-0.0,18.402650160176933,18.402650160176933,,,,,,,
135,-0.0,18.402650160176933,18.402650160176933,,,,,,,
135,-0.0,14.586599551025722,14.586599551025722,,,,,,,
136,-0.0,14.586599551025722,14.586599551025722,,,,,,,
136,-0.0,12.806535635596164,12.806535635596164,,,,,,,
137,-0.0,12.806535635596164,12.806535635596164,,,,,,,
137,-0.0,11.330337456393142,11.330337456393142,,,,,,,
138,-0.0,11.330337456393142,11.330337456393142,,,,,,,
138,-0.0,32.499287209281725,32.499287209281725,,,,,,,
139,-0.0,32.499287209281725,32.499287209281725,,,,,,,
139,-0.0,49.04028870458952,49.04028870458952,,,,,,,
140,-0.0,49.04028870458952,49.04028870458952,,,,,,,
140,-0.0,53.69089182581547,53.69089182581547,,,,,,,
141,-0.0,53.69089182581547,53.69089182581547,,,,,,,
141,-0.0,57.19013754816125,57.19013754816125,,,,,,,
142,-0.0,57.19013754816125,57.19013754816125,,,,,,,
142,-0.0,59.854240551563784,59.854240551563784,,,,,,,
143,-0.0,59.854240551563784,59.854240551563784,,,,,,,
143,-0.0,0.0,0.0,,,,,,,
144,-0.0,0.0,0.0,,,,,,,
144,-0.0,0.0,0.0,,,,,,,
145,-0.0,0.0,0.0,,,,,,,
145,-0.0,0.0,0.0,,,,,,,
146,-0.0,0.0,0.0,,,,,,,
146,-0.0,0.0,0.0,,,,,,,
147,-0.0,0.0,0.0,,,,,,,
147,-0.0,0.0,0.0,,,,,,,
148,-0.0,0.0,0.0,,,,,,,
148,-0.0,0.0,0.0,,,,,,,
149,-0.0,0.0,0.0,,,,,,,
149,-0.0,0.0,0.0,,,,,,,
150,-0.0,0.0,0.0,,,,,,,
150,-0.0,0.0,0.0,,,,,,,
151,-0.0,0.0,0.0,,,,,,,
151,-0.0,60.76769918190561,60.76769918190561,,,,,,,
152,-0.0,60.76769918190561,60.76769918190561,,,,,,,
152,-0.0,103.4832402824732,103.4832402824732,,,,,,,
153,-0.0,103.4832402824732,103.4832402824732,,,,,,,
153,-0.0,92.27498484680517,92.27498484680517,,,,,,,
154,-0.0,92.27498484680517,92.27498484680517,,,,,,,
154,-0.0,80.66470773262438,80.66470773262438,,,,,,,
155,-0.0,80.66470773262438,80.66470773262438,,,,,,,
155,-0.0,73.30619009814103,73.30619009814103,,,,,,,
156,-0.0,73.30619009814103,73.30619009814103,,,,,,,
156,-0.0,67.29743017141429,67.29743017141429,,,,,,,
157,-0.0,67.29743017141429,67.29743017141429,,,,,,,
157,-0.0,67.21366619661407,67.21366619661407,,,,,,,
158,-0.0,67.21366619661407,67.21366619661407,,,,,,,
158,-0.0,66.94557607672498,66.94557607672498,,,,,,,
159,-0.0,66.94557607672498,66.94557607672498,,,,,,,
159,-0.0,66.55808256728324,66.55808256728324,,,,,,,
160,-0.0,66.55808256728324,66.55808256728324,,,,,,,
160,-0.0,67.72918919599437,67.72918919599437,,,,,,,
161,-0.0,67.72918919599437,67.72918919599437,,,,,,,
161,-0.0,72.7845380274339,72.7845380274339,,,,,,,
162,-0.0,72.7845380274339,72.7845380274339,,,,,,,
162,-0.0,0.0,0.0,,,,,,,
163,-0.0,0.0,0.0,,,,,,,
163,-0.0,0.0,0.0,,,,,,,
164,-0.0,0.0,0.0,,,,,,,
164,-0.0,0.0,0.0,,,,,,,
165,-0.0,0.0,0.0,,,,,,,
165,-0.0,0.0,0.0,,,,,,,
166,-0.0,0.0,0.0,,,,,,,
166,-0.0,0.0,0.0,,,,,,,
167,-0.0,0.0,0.0,,,,,,,
167,-0.0,0.0,0.0,,,,,,,
168,-0.0,0.0,0.0,,,,,,,
168,-0.0,0.0,0.0,,,,,,,
169,-0.0,0.0,0.0,,,,,,,
169,-0.0,0.0,0.0,,,,,,,
170,-0.0,0.0,0.0,,,,,,,
170,-0.0,0.0,0.0,,,,,,,
171,-0.0,0.0,0.0,,,,,,,
171,-0.0,0.0,0.0,,,,,,,
172,-0.0,0.0,0.0,,,,,,,
172,-0.0,10.06205099675525,10.06205099675525,,,,,,,
173,-0.0,10.06205099675525,10.06205099675525,,,,,,,
173,-0.0,11.372628048548382,11.372628048548382,,,,,,,
174,-0.0,11.372628048548382,11.372628048548382,,,,,,,
174,-0.0,11.32352737714109,11.32352737714109,,,,,,,
175,-0.0,11.32352737714109,11.32352737714109,,,,,,,
175,-0.0,11.36847390020463,11.36847390020463,,,,,,,
176,-0.0,11.36847390020463,11.36847390020463,,,,,,,
176,-0.0,11.13141504144072,11.13141504144072,,,,,,,
177,-0.0,11.13141504144072,11.13141504144072,,,,,,,
177,-0.0,3.0189535329627604,3.0189535329627604,,,,,,,
178,-0.0,3.0189535329627604,3.0189535329627604,,,,,,,
178,-0.0,0.0,0.0,,,,,,,
179,-0.0,0.0,0.0,,,,,,,
179,-0.0,0.0,0.0,,,,,,,
180,-0.0,0.0,0.0,,,,,,,
180,-0.0,0.0,0.0,,,,,,,
181,-0.0,0.0,0.0,,,,,,,
181,-0.0,0.0,0.0,,,,,,,
182,-0.0,0.0,0.0,,,,,,,
182,-0.0,0.0,0.0,,,,,,,
183,-0.0,0.0,0.0,,,,,,,
183,-0.0,0.0,0.0,,,,,,,
184,-0.0,0.0,0.0,,,,,,,
184,-0.0,0.0,0.0,,,,,,,
185,-0.0,0.0,0.0,,,,,,,
185,-0.0,0.0,0.0,,,,,,,
186,-0.0,0.0,0.0,,,,,,,
186,-0.0,0.0,0.0,,,,,,,
187,-0.0,0.0,0.0,,,,,,,
187,-0.0,0.0,0.0,,,,,,,
188,-0.0,0.0,0.0,,,,,,,
188,-0.0,0.0,0.0,,,,,,,
189,-0.0,0.0,0.0,,,,,,,
189,-0.0,0.0,0.0,,,,,,,
190,-0.0,0.0,0.0,,,,,,,
190,-0.0,0.0,0.0,,,,,,,
191,-0.0,0.0,0.0,,,,,,,
191,-0.0,0.0,0.0,,,,,,,
192,-0.0,0.0,0.0,,,,,,,
192,-0.0,0.0,0.0,,,,,,,
193,-0.0,0.0,0.0,,,,,,,
193,-0.0,0.0,0.0,,,,,,,
194,-0.0,0.0,0.0,,,,,,,
194,-0.0,6.81704823315273,6.81704823315273,,,,,,,
195,-0.0,6.81704823315273,6.81704823315273,,,,,,,
195,-0.0,9.91275135928611,9.91275135928611,,,,,,,
196,-0.0,9.91275135928611,9.91275135928611,,,,,,,
196,-0.0,10.273004551719632,10.273004551719632,,,,,,,
197,-0.0,10.273004551719632,10.273004551719632,,,,,,,
197,-0.0,10.530970353787342,10.530970353787342,,,,,,,
198,-0.0,10.530970353787342,10.530970353787342,,,,,,,
198,-0.0,53.03984824931935,53.03984824931935,,,,,,,
199,-0.0,53.03984824931935,53.03984824931935,,,,,,,
199,-0.0,117.16456067009517,117.16456067009517,,,,,,,
200,-0.0,117.16456067009517,117.16456067009517,,,,,,,
200,-0.0,135.49878256846776,135.49878256846776,,,,,,,
201,-0.0,135.49878256846776,135.49878256846776,,,,,,,
201,-0.0,97.8243260625984,97.8243260625984,,,,,,,
202,-0.0,97.8243260625984,97.8243260625984,,,,,,,
202,-0.0,77.30149706474705,77.30149706474705,,,,,,,
203,-0.0,77.30149706474705,77.30149706474705,,,,,,,
203,-0.0,56.79411909569138,56.79411909569138,,,,,,,
204,-0.0,56.79411909569138,56.79411909569138,,,,,,,
204,-0.0,42.88024044417703,42.88024044417703,,,,,,,
205,-0.0,42.88024044417703,42.88024044417703,,,,,,,
205,-0.0,35.61734802616439,35.61734802616439,,,,,,,
206,-0.0,35.61734802616439,35.61734802616439,,,,,,,
206,-0.0,19.288246352874808,19.288246352874808,,,,,,,
207,-0.0,19.288246352874808,19.288246352874808,,,,,,,
207,-0.0,8.996020684762474,8.996020684762474,,,,,,,
208,-0.0,8.996020684762474,8.996020684762474,,,,,,,
208,-0.0,9.486749903733251,9.486749903733251,,,,,,,
209,-0.0,9.486749903733251,9.486749903733251,,,,,,,
209,-0.0,0.17417649374045843,0.17417649374045843,,,,,,,
210,-0.0,0.17417649374045843,0.17417649374045843,,,,,,,
210,-0.0,29.924780020017756,29.924780020017756,,,,,,,
211,-0.0,29.924780020017756,29.924780020017756,,,,,,,
211,-0.0,44.49010131207904,44.49010131207904,,,,,,,
212,-0.0,44.49010131207904,44.49010131207904,,,,,,,
212,-0.0,53.882509051754006,53.882509051754006,,,,,,,
213,-0.0,53.882509051754006,53.882509051754006,,,,,,,
213,-0.0,60.276735542033514,60.276735542033514,,,,,,,
214,-0.0,60.276735542033514,60.276735542033514,,,,,,,
214,-0.0,65.53644752088962,65.53644752088962,,,,,,,
