Hours,HPHtgLd_W,HPClgLd_W
1,232810.9,0
2,220204.5,0
3,299992.5,0
4,245964.7,0
5,230668,0
6,303477.8,0
7,146147.5,0
8,156024.3,0
9,127587.2,0
10,123129.5,0
11,105397.4,0
12,99149.4,0
13,85462.4,35
14,80387.7,999.5
15,77761.7,2196.6
16,77681.4,2935.3
17,81416.4,3206.2
18,113311.5,0
19,126351.9,0
20,132093.9,0
21,138013.3,0
22,109366.4,0
23,232763,0
24,234886.1,0
25,316656.4,0
26,261426.4,0
27,252304.2,0
28,342539.5,0
29,286028.1,0
30,267773.7,0
31,118283.3,0
32,147186.2,0
33,126887.5,0
34,104553.7,0
35,102153,44.1
36,95665.5,606.5
37,91163.1,1317.3
38,87608.4,2031.8
39,85180.5,2645.8
40,82408.1,3201.8
41,83461.9,3441.2
42,86919.5,3394
43,93457.8,1820.4
44,100797.4,712.2
45,105578,0
46,82857.5,0
47,223403.2,0
48,221959.8,0
49,298929.6,0
50,241368.5,0
51,226039.7,0
52,298459.7,0
53,241386.4,0
54,227042,0
55,101693.3,0
56,129457.4,0
57,114704.7,0
58,94277.5,717.4
59,87620.7,2226.4
60,79788.7,3409.1
61,76080.3,4187.1
62,71902.5,4936.1
63,68563.5,6049.4
64,65288.6,7075.1
65,66384.7,7203.5
66,70529.6,6990.4
67,76860.1,4806.3
68,83785.7,3955.4
69,90130.2,1563.5
70,69020.1,0
71,195570.2,0
72,193981.7,0
73,271201.9,0
74,233134.4,0
75,224301.1,0
76,304244.3,0
77,265371.5,0
78,252805.8,0
79,109397.7,0
80,139329.2,0
81,123122.8,0
82,101158.5,0
83,93304.5,90.3
84,84307.8,699
85,79815.4,1311.5
86,76904.5,2028.7
87,75548.6,2705.4
88,74175,3405.7
89,80442.7,3503
90,88296.3,2755.7
91,96679.3,230.8
92,104366.7,0
93,110422.3,0
94,89902.2,0
95,253610.2,0
96,256244.3,0
97,350831.7,0
98,296626.8,0
99,282948.7,0
100,379599.6,0
101,319382,0
102,302667.6,0
103,132479.9,0
104,160377.4,0
105,138179.5,0
106,114000,0
107,104461.9,0
108,92892.1,32.6
109,87432.3,255.8
110,83580.5,808.7
111,80492.6,1591.6
112,78042.1,2411.8
113,83857.8,2557.8
114,91557.8,1838.3
115,99601.9,139.4
116,106655.3,0
117,112100.4,0
118,91287.5,0
119,254137.9,0
120,256797.5,0
121,357524,0
122,310316.2,0
123,298596.1,0
124,401220.2,0
125,337789.8,0
126,324014.3,0
127,142367.6,0
128,169219.5,0
129,143099.5,0
130,116267.8,0
131,102802.8,0
132,90023.4,117.9
133,81548.5,1192.7
134,75022.5,2535
135,70449.4,3741
136,67858.4,4860.8
137,72886.9,5212.8
138,81925.5,4520.1
139,90242.3,1714.4
140,98120.9,1065.5
141,104673.7,0
142,83611.9,0
143,235119.2,0
144,237679.9,0
145,328738.6,0
146,274335.5,0
147,263666.7,0
148,351197.5,0
149,287736.7,0
150,271761.9,0
151,124802.4,0
152,153082.9,0
153,137836.4,0
154,116786.4,0
155,102765.6,75.7
156,92490.2,1080.7
157,87999.9,1931.5
158,84319.6,2692.5
159,81322,3244.1
160,79435,3712
161,77629.3,4113
162,80510.7,4182.5
163,96565.1,277.7
164,106108.9,0
165,109531.5,0
166,85618.7,0
167,211250.8,0
168,209799.2,0
169,286217.6,0
170,236282.7,0
171,225041,0
172,298293.9,0
173,242535.9,0
174,230084.8,0
175,127887.3,0
176,157386.7,0
177,134188.1,0
178,132656.2,0
179,117899.4,0
180,113742.7,0
181,101134.4,0
182,96516.2,0
183,96340,0
184,98551.2,0
185,101122.2,0
186,137694.5,0
187,152228.7,0
188,159726.6,0
189,165181.8,0
190,135206.9,0
191,272785.6,0
192,276031.5,0
193,371822.9,0
194,313808,0
195,300097.7,0
196,404283.4,0
197,339372.5,0
198,321411.1,0
199,141603.5,0
200,169754.6,0
201,149358.7,0
202,126220.8,0
203,114158.8,0
204,101890.6,0
205,95346.2,0
206,89763.5,73.8
207,86545.6,396.9
208,84216.5,985.4
209,89071.5,1124.7
210,96617.9,566.9
211,104788.8,0
212,111962.2,0
213,118393.1,0
214,97933.1,0
215,269066.7,0
216,274311.9,0
217,378848.3,0
218,320971.7,0
219,304324.5,0
220,404709,0
221,335232,0
222,317813.7,0
223,139478.4,0
224,166484.7,0
225,141623.2,0
226,115155,0
227,104378.4,0
228,92284,0
229,84893.2,528.9
230,79537.6,1467.2
231,76221.5,2487.8
232,73334.3,3484.9
233,78477,3780.8
234,86491,3122.9
235,94153.6,688.1
236,101086,91
237,106464.5,0
238,85340.2,0
239,234092.5,0
240,237570.9,0
241,324656.1,0
242,270393.1,0
243,255978.4,0
244,340888.9,0
245,280907.4,0
246,263324.8,0
247,115837.4,0
248,144782.6,0
249,129283.9,0
250,108837.9,0
251,101698.7,150
252,93396.9,1124.3
253,88808,1999.9
254,86408.4,2750.1
255,84696.6,3054
256,82141.3,3309.3
257,83000.8,3343.4
258,86855.1,3158.9
259,93024.6,1507.7
260,98339.4,645.2
261,103140.2,0
262,81169.3,0
263,220500.2,0
264,227086.3,0
265,314636.5,0
266,264139.4,0
267,254222.8,0
268,334820.5,0
269,264774.3,0
270,245375.2,0
271,110713.4,0
272,139114.3,0
273,121922.8,0
274,97795.9,2.2
275,88728.2,636.6
276,78729.3,1849.9
277,73713.7,2866.9
278,69160.5,3852.2
279,66577.7,4753.8
280,64329.9,5975
281,69067,6498.2
282,78048.1,5621.7
283,87165.5,2297.4
284,95863.3,1672.6
285,102709.7,0
286,81727.5,0
287,231152.9,0
288,233127.8,0
289,318003.9,0
290,267449.9,0
291,257939.6,0
292,349419.1,0
293,287846.9,0
294,269614.7,0
295,119109.3,0
296,148641.4,0
297,129918.8,0
298,103904.4,4.3
299,93018,958.2
300,79515.1,2767.4
301,73835.3,4201.7
302,70156.9,5775.5
303,68605.4,6791
304,65585.8,7572.8
305,68213.6,7565.1
306,71831.1,7261.6
307,77154.5,5045
308,82418.9,4370.9
309,84247.8,3151.7
310,57374.5,0
311,141900.9,0
312,166659.4,0
313,197421.1,0
314,161207.1,0
315,151555.3,0
316,214834,0
317,188652.3,0
318,185849.5,0
319,89435.4,0
320,121090.3,0
321,107041.1,0
322,86183.5,363
323,71636,2322.7
324,61729.2,5545.9
325,57783.3,7307.2
326,53853.3,8291.8
327,52015.5,9132.3
328,52399.5,9818.3
329,55872.2,10237.4
330,65218.7,9477.3
331,84327.2,4044.3
332,94598,0
333,100652.2,0
334,78272.5,0
335,206970.2,0
336,213575.1,0
337,292361.7,0
338,265847.5,0
339,248736.4,0
340,333768.5,0
341,293168.9,0
342,265344.3,0
343,144848.2,0
344,171427.2,0
345,137310.6,0
346,130179.5,0
347,111080.9,0
348,103448.1,0
349,88963.7,0
350,83755.7,703
351,83935.6,1629
352,86560.9,1915.8
353,87592,2149.1
354,116979.8,0
355,131729.6,0
356,138190.6,0
357,140762.3,0
358,109284.5,0
359,227263.9,0
360,224916.7,0
361,307459.7,0
362,255031.1,0
363,243597.7,0
364,324001.3,0
365,263532.4,0
366,247853.3,0
367,137234.1,0
368,164957.9,0
369,139885.5,0
370,136496.7,0
371,119382.1,0
372,113720.7,0
373,98817.4,53
374,92302.6,809.8
375,85393.9,1759.1
376,83320.8,2652.6
377,84740.4,3152.9
378,112928.1,0
379,125225.6,0
380,130826.1,0
381,134419,0
382,105240,0
383,219090.9,0
384,212097.5,0
385,274525.5,0
386,227100.7,0
387,220695.8,0
388,299852.9,0
389,250593.1,0
390,242135.2,0
391,107875.8,0
392,137825.1,0
393,121355.9,0
394,99868.7,0
395,92690,123.5
396,86022.1,697.1
397,86240.4,1102.6
398,84390.3,1378.4
399,83592.2,1507.9
400,85169,1657.5
401,87590.7,1581
402,93257.8,1325.9
403,101020.5,18.4
404,108201.7,0
405,113989.4,0
406,93769.2,0
407,261546.4,0
408,267660.3,0
409,370462.7,0
410,316456.2,0
411,303270.8,0
412,408791.2,0
413,345596.2,0
414,328813.2,0
415,143882.6,0
416,170804.5,0
417,147625.8,0
418,122778,0
419,113258.9,0
420,103026.8,0
421,96617.2,0
422,91405.3,102.9
423,88566.9,527.6
424,85751.3,1016.1
425,89526.1,1233.2
426,98655.1,747.4
427,107566.8,0
428,116048.4,0
429,123130.9,0
430,104270.6,0
431,289983.6,0
432,298632.9,0
433,417565.9,0
434,356446.8,0
435,334880.5,0
436,450009.3,0
437,384089,0
438,360268.6,0
439,157177.6,0
440,183264.3,0
441,154125.6,0
442,125502.4,0
443,113656,0
444,100251.3,0
445,91220.6,4.8
446,83206.6,519.2
447,77864.4,1586.4
448,73946.1,2656.2
449,78086.3,3155.3
450,88532.7,2479.3
451,98080.2,299.2
452,105847.5,0
453,112312.4,0
454,93118.5,0
455,262276,0
456,263916.8,0
457,352051,0
458,288726.9,0
459,271455.2,0
460,360592.2,0
461,301385.6,0
462,280787.6,0
463,122940.2,0
464,150837.7,0
465,135133.4,0
466,115067.1,0
467,109188.1,0
468,100481.9,161.9
469,96584,451.8
470,93938.2,662.7
