Hours,HPHtgLd_W,HPClgLd_W
807,0,22810.4
808,0,24174.1
809,0,322.6
810,52.6,0
811,533.6,0
812,1779.7,0
813,3129,0
814,60333.2,0
815,83436.7,0
816,84442.9,0
817,100365.3,0
818,97660.7,0
819,111895,0
820,106103.1,0
821,118679.2,0
822,110956.6,0
823,120185.4,0
824,97038.6,0
825,99194.6,0
826,77936.8,0
827,64676.8,0
828,53058.4,0
829,38401.4,0
830,32857,0
831,38255,0
832,41270.3,0
833,53754.1,0
834,65746.9,0
835,92380.7,0
836,98314.4,0
837,119752,0
838,137188,0
839,159722.8,0
840,158858.3,0
841,175950,0
842,176972.6,0
843,193851.5,0
844,193648.6,0
845,209336.1,0
846,212037.4,0
847,224191.2,0
848,192020.2,0
849,155943.5,0
850,112293.5,0
851,103801.9,0
852,94840.9,0
853,98247.1,0
854,77817.1,0
855,75135.5,0
856,69769.8,0
857,76712.9,0
858,93139.1,0
859,121527.3,0
860,125473,0
861,149739.8,0
862,173832.4,0
863,197595.8,0
864,205323.8,0
865,225832.7,0
866,236601.8,0
867,251993.8,0
868,264737.2,0
869,281379.5,0
870,295409.4,0
871,176421.1,0
872,104167.3,0
873,11054.4,0
874,5555.2,0
875,1893.2,3910.5
876,236.6,23671.5
877,0,35430.8
878,0,38494.6
879,0,42152
880,1015.1,40649.4
881,1336.9,15685.9
882,2506.8,0
883,7338,0
884,15772.5,0
885,23915.3,0
886,141627.4,0
887,190946.4,0
888,212955.6,0
889,234404.2,0
890,255147.7,0
891,269604.9,0
892,296135.5,0
893,310070.1,0
894,342560.7,0
895,195614.4,0
896,120420.8,0
897,13779,0
898,6027.1,0
899,1530,7439.6
900,69.9,29265.3
901,0,42187.9
902,0,46316.7
903,0,48123.8
904,120.8,42580.1
905,471.5,12051.9
906,1386.3,0
907,3133,0
908,7215.4,0
909,13605.7,0
910,113234.1,0
911,149404.6,0
912,153426.8,0
913,164609.2,0
914,162157.4,0
915,170080.4,0
916,170796.7,0
917,186325.9,0
918,192613.1,0
919,124713.5,0
920,63335.7,0
921,2005.4,0
922,3.2,2239.6
923,0,19960.4
924,0,40458.5
925,0,48857.9
926,0,50652.1
927,0,54273.9
928,0,53498.7
929,0,11825.1
930,0,0
931,19.1,0
932,674.7,0
933,1743.7,0
934,60625.6,0
935,89828,0
936,100074,0
937,123823.6,0
938,129638.5,0
939,152698.9,0
940,155252.7,0
941,177303.9,0
942,180300.1,0
943,118518.7,0
944,59179.8,0
945,1644.5,0
946,4.1,0
947,0,2404.5
948,0,14105.9
949,0,16290.3
950,0,18032.3
951,0,30371.5
952,0,32964.2
953,0,657.3
954,0,0
955,66.4,0
956,1153.8,0
957,3142.4,0
958,69447.5,0
959,103292.5,0
960,115977.6,0
961,140941.6,0
962,147414.7,0
963,172674.6,0
964,173113.5,0
965,191283.8,0
966,195070.2,0
967,125479.6,0
968,60423.7,0
969,1564.1,0
970,0,3603.4
971,0,21988.3
972,0,43644.3
973,0,56878
974,0,71548
975,0,90762.4
976,0,97698.2
977,0,49159.5
978,0,6688.1
979,0,0
980,0,0
981,119.4,0
982,38829.9,0
983,64118.5,0
984,83126.1,0
985,100105.9,0
986,116272.6,0
987,127936,0
988,141004.6,0
989,148992.5,0
990,162645.7,0
991,165968.9,0
992,142795.3,0
993,102488,0
994,71598.9,0
995,57815.2,0
996,45027.8,0
997,34245.7,0
998,26908,0
999,24871.9,0
1000,23049.5,0
1001,30841.7,0
1002,46459.5,0
1003,63963.1,0
1004,76780.6,0
1005,92582.8,0
1006,112690.4,0
1007,122891.7,0
1008,125701.6,0
1009,132654,0
1010,132512.2,0
1011,136221.9,0
1012,133116.2,0
1013,131722.8,0
1014,127779.5,0
1015,129936.8,0
1016,112788.5,0
1017,102367,0
1018,79837.6,0
1019,75700.6,0
1020,69599.9,0
1021,68061.9,0
1022,63094.1,0
1023,64071.9,0
1024,60887,0
1025,73043.1,0
1026,92326.4,0
1027,112829.9,0
1028,122401.6,0
1029,136822.5,0
1030,165239.5,0
1031,178875.9,0
1032,194306.1,0
1033,207052,0
1034,226619.7,0
1035,230563,0
1036,248150.3,0
1037,244635.9,0
1038,263288.1,0
1039,153017.1,0
1040,85248.3,0
1041,7096.1,0
1042,2756.3,0
1043,78.8,515
1044,0,15151.3
1045,0,27106.3
1046,0,23063.2
1047,0,28178.1
1048,625.8,27463.2
1049,1035.7,850.5
1050,3508.8,0
1051,8536.5,0
1052,14377.9,0
1053,20275.1,0
1054,127008.4,0
1055,166991.9,0
1056,176630.1,0
1057,196489,0
1058,205069.2,0
1059,220563.4,0
1060,227954.6,0
1061,239382.7,0
1062,247573.8,0
1063,149739.3,0
1064,75696.5,0
1065,4826.2,0
1066,638.4,883.3
1067,6,15839.5
1068,0,39289.7
1069,0,53515.6
1070,0,60412.7
1071,0,68289.7
1072,0,66689.8
1073,0,28512
1074,0,730.6
1075,0,0
1076,449.2,0
1077,1687.6,0
1078,59872.5,0
1079,91021.8,0
1080,102088.9,0
1081,124366.3,0
1082,128416.8,0
1083,149176.1,0
1084,146473.3,0
1085,162344.2,0
1086,159036.1,0
1087,103892.6,0
1088,44891.2,0
1089,758.7,0
1090,49.9,0
1091,0,528.4
1092,0,12484.7
1093,0,26705.1
1094,0,34192.3
1095,0,48503.3
1096,0,49869.5
1097,0,7185.5
1098,0,0
1099,0,0
1100,0,0
1101,0,0
1102,11079.4,0
1103,20287.1,0
1104,29583.7,0
1105,34056.7,0
1106,43781.2,0
1107,49472.4,0
1108,60891,0
1109,63741,0
1110,83845.7,0
1111,64049.6,0
1112,13815.2,0
1113,95.6,0
1114,0,4439.9
