Time,building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building1_dhw:EFT [C],building1_dhw:ExFT [C],building1_dhw:Q_htg [W],building1_dhw:Q_clg [W],building1_dhw:Q_net [W],building1_dhw:M_flow [kg/s],building1_dhw:P_hp_htg [W],building1_dhw:P_hp_clg [W],building1_dhw:P_hp_tot [W],building1_dhw:P_pump [W],building1_dhw:Q_src_clg [W],building1_dhw:Q_src_htg [W],building1_dhw:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],building2_dhw:EFT [C],building2_dhw:ExFT [C],building2_dhw:Q_htg [W],building2_dhw:Q_clg [W],building2_dhw:Q_net [W],building2_dhw:M_flow [kg/s],building2_dhw:P_hp_htg [W],building2_dhw:P_hp_clg [W],building2_dhw:P_hp_tot [W],building2_dhw:P_pump [W],building2_dhw:Q_src_clg [W],building2_dhw:Q_src_htg [W],building2_dhw:Q_src_het [W],building3_htg_clg:EFT [C],building3_htg_clg:ExFT [C],building3_htg_clg:Q_htg [W],building3_htg_clg:Q_clg [W],building3_htg_clg:Q_net [W],building3_htg_clg:M_flow [kg/s],building3_htg_clg:P_hp_htg [W],building3_htg_clg:P_hp_clg [W],building3_htg_clg:P_hp_tot [W],building3_htg_clg:P_pump [W],building3_htg_clg:Q_src_clg [W],building3_htg_clg:Q_src_htg [W],building3_htg_clg:Q_src_het [W],building3_dhw:EFT [C],building3_dhw:ExFT [C],building3_dhw:Q_htg [W],building3_dhw:Q_clg [W],building3_dhw:Q_net [W],building3_dhw:M_flow [kg/s],building3_dhw:P_hp_htg [W],building3_dhw:P_hp_clg [W],building3_dhw:P_hp_tot [W],building3_dhw:P_pump [W],building3_dhw:Q_src_clg [W],building3_dhw:Q_src_htg [W],building3_dhw:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],ghe2:EFT [C],ghe2:ExFT [C],ghe2:MFT [C],ghe2:Q [W/m],ghe2:Q_tot [W],ghe3:EFT [C],ghe3:ExFT [C],ghe3:MFT [C],ghe3:Q [W/m],ghe3:Q_tot [W],hp_pir1:EFT [C],hp_pir1:ExFT [C],hp_pir1:MFT [C],hp_pir1:Q [W/m],hp_pir1:M_flow [kg/s],hp_pir2:EFT [C],hp_pir2:ExFT [C],hp_pir2:MFT [C],hp_pir2:Q [W/m],hp_pir2:M_flow [kg/s],hp_pir3:EFT [C],hp_pir3:ExFT [C],hp_pir3:MFT [C],hp_pir3:Q [W/m],hp_pir3:M_flow [kg/s],hp_pir4:EFT [C],hp_pir4:ExFT [C],hp_pir4:MFT [C],hp_pir4:Q [W/m],hp_pir4:M_flow [kg/s],hp_pir5:EFT [C],hp_pir5:ExFT [C],hp_pir5:MFT [C],hp_pir5:Q [W/m],hp_pir5:M_flow [kg/s],hp_pir6:EFT [C],hp_pir6:ExFT [C],hp_pir6:MFT [C],hp_pir6:Q [W/m],hp_pir6:M_flow [kg/s],hp_pir7:EFT [C],hp_pir7:ExFT [C],hp_pir7:MFT [C],hp_pir7:Q [W/m],hp_pir7:M_flow [kg/s],hp_pir8:EFT [C],hp_pir8:ExFT [C],hp_pir8:MFT [C],hp_pir8:Q [W/m],hp_pir8:M_flow [kg/s],hp_pir9:EFT [C],hp_pir9:ExFT [C],hp_pir9:MFT [C],hp_pir9:Q [W/m],hp_pir9:M_flow [kg/s],hp_por1:EFT [C],hp_por1:ExFT [C],hp_por1:MFT [C],hp_por1:Q [W/m],hp_por1:M_flow [kg/s],hp_por2:EFT [C],hp_por2:ExFT [C],hp_por2:MFT [C],hp_por2:Q [W/m],hp_por2:M_flow [kg/s],hp_por3:EFT [C],hp_por3:ExFT [C],hp_por3:MFT [C],hp_por3:Q [W/m],hp_por3:M_flow [kg/s],hp_por4:EFT [C],hp_por4:ExFT [C],hp_por4:MFT [C],hp_por4:Q [W/m],hp_por4:M_flow [kg/s],hp_por5:EFT [C],hp_por5:ExFT [C],hp_por5:MFT [C],hp_por5:Q [W/m],hp_por5:M_flow [kg/s],hp_por6:EFT [C],hp_por6:ExFT [C],hp_por6:MFT [C],hp_por6:Q [W/m],hp_por6:M_flow [kg/s],hp_por7:EFT [C],hp_por7:ExFT [C],hp_por7:MFT [C],hp_por7:Q [W/m],hp_por7:M_flow [kg/s],hp_por8:EFT [C],hp_por8:ExFT [C],hp_por8:MFT [C],hp_por8:Q [W/m],hp_por8:M_flow [kg/s],hp_por9:EFT [C],hp_por9:ExFT [C],hp_por9:MFT [C],hp_por9:Q [W/m],hp_por9:M_flow [kg/s],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
5431.0000,13.8870,20.2774,0.0000,277821.1000,-277821.1000,13.1296,0.0000,45795.5306,45795.5306,638.5354,323616.6306,0.0000,-323616.6306,20.2717,14.7628,15515.1000,0.0000,15515.1000,-0.5626,3560.9856,0.0000,3560.9856,25.3516,0.0000,11954.1144,11954.1144,13.7090,19.3848,0.0000,5052.4000,-5052.4000,0.2685,0.0000,824.4154,824.4154,13.0675,5876.8154,0.0000,-5876.8154,20.1285,14.6224,716.7000,0.0000,716.7000,-0.0260,164.7672,0.0000,164.7672,1.1726,0.0000,551.9328,551.9328,13.5209,19.0324,0.0000,14708.4000,-14708.4000,0.8074,0.0000,2455.1827,2455.1827,39.3938,17163.5827,0.0000,-17163.5827,18.9265,13.4439,716.7000,0.0000,716.7000,-0.0260,167.1219,0.0000,167.1219,1.1897,0.0000,549.5781,549.5781,20.2647,14.0501,17.1574,4.0218,162884.3530,19.9101,13.7338,16.8220,3.5973,86335.6722,20.0493,13.8423,16.9458,3.6152,75919.5140,20.2774,20.2717,20.2745,2.7673,10.1209,20.2717,20.2647,20.2682,2.7551,9.5583,20.2647,20.2117,20.2382,2.6458,2.7629,20.1385,20.1285,20.1335,2.1718,3.0313,20.1285,20.1153,20.1219,2.2879,3.0053,19.0324,18.9134,18.9729,1.2455,-0.6189,19.0324,18.9265,18.9795,1.4366,0.1885,18.9265,18.8926,18.9095,0.7889,0.1625,20.2774,20.1118,20.1946,2.2838,-3.0087,13.9741,13.9686,13.9714,2.6934,-10.1455,13.9360,13.9278,13.9319,2.5142,-9.5829,13.7090,13.6578,13.6834,2.5796,-2.7875,13.7209,13.7090,13.7150,2.6310,-3.0559,13.7338,13.7132,13.7235,2.5797,-3.0299,13.7338,13.5375,13.6357,2.2464,0.5943,13.6139,13.4746,13.5442,2.1427,-0.2131,13.8423,13.6375,13.7399,2.7687,-0.1871,13.8423,13.6094,13.7259,2.7514,2.9841,28.3069,2211.9433,-280633.4000,325139.5392
5432.0000,14.2045,20.6017,0.0000,301303.9000,-301303.9000,14.2393,0.0000,50042.3007,50042.3007,693.5343,351346.2007,0.0000,-351346.2007,20.5944,15.0794,18912.3000,0.0000,18912.3000,-0.6858,4324.6927,0.0000,4324.6927,30.8110,0.0000,14587.6073,14587.6073,14.0655,19.7453,0.0000,48875.9000,-48875.9000,2.5970,0.0000,8016.4804,8016.4804,126.5236,56892.3804,0.0000,-56892.3804,20.0483,14.5437,1151.4000,0.0000,1151.4000,-0.0418,264.9497,0.0000,264.9497,1.8793,0.0000,886.4503,886.4503,13.8771,19.3918,0.0000,15703.3000,-15703.3000,0.8620,0.0000,2631.8835,2631.8835,42.0643,18335.1835,0.0000,-18335.1835,19.3047,13.8145,1151.4000,0.0000,1151.4000,-0.0418,267.2743,0.0000,267.2743,1.9091,0.0000,884.1257,884.1257,20.5853,14.3335,17.4594,5.0397,204106.1206,20.0083,14.0987,17.0535,4.2874,102898.2465,20.1838,14.1804,17.1821,4.3555,91465.7185,20.6017,20.5944,20.5980,3.8855,10.9508,20.5944,20.5853,20.5898,3.8625,10.2650,20.5853,20.4772,20.5312,3.5177,1.8005,20.0450,20.0483,20.0466,-1.0665,4.3975,20.0483,20.0518,20.0500,-0.8862,4.3557,19.3918,18.8144,19.1031,1.5525,-0.1587,19.3918,19.3047,19.3483,4.4323,0.7033,19.3047,19.2581,19.2814,4.4690,0.6616,20.6017,20.3701,20.4859,3.4973,-3.2885,14.3050,14.2976,14.3013,3.9631,-10.9653,14.2653,14.2534,14.2593,3.9329,-10.2795,14.0655,13.9473,14.0064,3.8798,-1.8150,14.0790,14.0655,14.0723,4.2929,-4.4120,14.0987,14.0745,14.0866,4.3631,-4.3703,14.0987,13.4661,13.7824,1.7526,0.1441,14.0684,13.9596,14.0140,5.6506,-0.7179,14.1804,14.0840,14.1322,4.7159,-0.6761,14.1804,13.8928,14.0366,3.7317,3.2740,35.2900,2757.6111,-344668.0000,398470.0857
5433.0000,14.4233,20.8253,0.0000,311174.4000,-311174.4000,14.7058,0.0000,51952.7640,51952.7640,717.7542,363127.1640,0.0000,-363127.1640,20.8203,15.3012,21498.9000,0.0000,21498.9000,-0.7796,4903.5888,0.0000,4903.5888,34.8806,0.0000,16595.3112,16595.3112,14.2507,19.9327,0.0000,64265.8000,-64265.8000,3.4147,0.0000,10569.5027,10569.5027,166.6050,74835.3027,0.0000,-74835.3027,20.1628,14.6560,1237.5000,0.0000,1237.5000,-0.0449,284.3849,0.0000,284.3849,2.0219,0.0000,953.1151,953.1151,14.2209,19.7388,0.0000,15659.0000,-15659.0000,0.8596,0.0000,2635.0630,2635.0630,41.9603,18294.0630,0.0000,-18294.0630,19.6528,14.1557,1237.5000,0.0000,1237.5000,-0.0449,286.0809,0.0000,286.0809,2.0416,0.0000,951.4191,951.4191,20.8141,14.5115,17.6628,5.4352,220126.0706,20.1581,14.2676,17.2128,4.5719,109725.3452,20.4374,14.2997,17.3686,4.7637,100038.5601,20.8253,20.8203,20.8228,2.6940,11.3065,20.8203,20.8141,20.8172,2.7256,10.5269,20.8141,20.7100,20.7620,2.7667,1.4715,20.1668,20.1628,20.1648,1.4074,4.8862,20.1628,20.1581,20.1604,1.3140,4.8413,20.1581,18.1173,19.1377,0.3986,0.0118,19.7169,19.6528,19.6848,4.0430,0.8713,19.6528,19.6172,19.6350,4.2488,0.8265,20.8253,20.6368,20.7310,2.9399,-3.3994,14.5135,14.5088,14.5112,2.5140,-11.3182,14.4622,14.4552,14.4587,2.3876,-10.5387,14.2507,14.1614,14.2061,2.3905,-1.4833,14.2568,14.2507,14.2538,2.1720,-4.8980,14.2634,14.2531,14.2583,2.0532,-4.8531,14.2209,13.4066,13.8138,0.3598,-0.0236,14.2638,14.2209,14.2424,2.7373,-0.8831,14.2997,14.2696,14.2847,1.8211,-0.8383,14.2997,14.1373,14.2185,2.1764,3.3876,37.8752,2959.6196,-367125.3000,429889.9759
5434.0000,14.6032,21.0092,0.0000,322875.3000,-322875.3000,15.2588,0.0000,54140.0826,54140.0826,745.8251,377015.3826,0.0000,-377015.3826,21.0053,15.4829,25369.2000,0.0000,25369.2000,-0.9199,5774.3074,0.0000,5774.3074,41.0420,0.0000,19594.8926,19594.8926,14.3987,20.0825,0.0000,74898.7000,-74898.7000,3.9796,0.0000,12345.4539,12345.4539,194.3194,87244.1539,0.0000,-87244.1539,20.2741,14.7652,1275.7000,0.0000,1275.7000,-0.0463,292.7872,0.0000,292.7872,2.0812,0.0000,982.9128,982.9128,14.3823,19.9018,0.0000,17513.1000,-17513.1000,0.9613,0.0000,2952.7762,2952.7762,46.9463,20465.8762,0.0000,-20465.8762,19.7871,14.2875,1275.7000,0.0000,1275.7000,-0.0463,294.4474,0.0000,294.4474,2.0950,0.0000,981.2526,981.2526,21.0004,14.6764,17.8384,5.7779,234005.3701,20.2697,14.4216,17.3456,4.8088,115410.4101,20.6211,14.4356,17.5283,5.0862,106810.5560,21.0092,21.0053,21.0073,2.2079,11.7609,21.0053,21.0004,21.0029,2.2221,10.8409,21.0004,20.9002,20.9503,2.2538,1.2473,20.2776,20.2741,20.2759,1.3218,5.2269,20.2741,20.2697,20.2719,1.3263,5.1807,20.2697,18.3540,19.3118,2.0831,0.0640,19.8051,19.7871,19.7961,1.3242,1.0254,19.7871,19.7748,19.7809,1.7427,0.9791,21.0092,20.8580,20.9336,2.4261,-3.4979,14.6957,14.6919,14.6938,2.1857,-11.7689,14.6349,14.6290,14.6320,2.0723,-10.8490,14.3987,14.3182,14.3584,1.8204,-1.2553,14.4033,14.3987,14.4010,1.7582,-5.2349,14.4082,14.4001,14.4042,1.7421,-5.1887,14.3823,13.4596,13.9209,1.2749,-0.0721,14.4067,14.3823,14.3945,1.8171,-1.0334,14.4356,14.4122,14.4239,1.6622,-0.9871,14.4356,14.3043,14.3700,1.8096,3.4899,40.3246,3151.0197,-387366.5000,456226.3362
5435.0000,14.7899,21.2000,0.0000,334569.3000,-334569.3000,15.8114,0.0000,56354.4306,56354.4306,773.7658,390923.7306,0.0000,-390923.7306,21.1962,15.6702,26661.2000,0.0000,26661.2000,-0.9668,6055.4460,0.0000,6055.4460,43.0315,0.0000,20605.7540,20605.7540,14.5611,20.2469,0.0000,90158.5000,-90158.5000,4.7905,0.0000,14897.1130,14897.1130,234.0552,105055.6130,0.0000,-105055.6130,20.3756,14.8648,1486.0000,0.0000,1486.0000,-0.0539,340.6559,0.0000,340.6559,2.4208,0.0000,1145.3441,1145.3441,14.5556,20.0768,0.0000,19893.2000,-19893.2000,1.0920,0.0000,3361.1533,3361.1533,53.3367,23254.3533,0.0000,-23254.3533,19.9124,14.4103,1486.0000,0.0000,1486.0000,-0.0539,342.4858,0.0000,342.4858,2.4361,0.0000,1143.5142,1143.5142,21.1912,14.8617,18.0265,6.2146,251690.1594,20.3718,14.5962,17.4840,5.1037,122487.9756,20.7714,14.6101,17.6907,5.4444,114332.8745,21.2000,21.1962,21.1981,2.2841,12.1967,21.1962,21.1912,21.1937,2.2844,11.2299,21.1912,21.0636,21.1274,2.1188,0.9203,20.3785,20.3756,20.3770,1.2024,5.7107,20.3756,20.3718,20.3737,1.2103,5.6568,20.3718,18.9085,19.6402,3.9442,0.1583,19.9288,19.9124,19.9206,1.4840,1.2503,19.9124,19.9036,19.9080,1.5143,1.1965,21.2000,21.0586,21.1293,2.3435,-3.6147,14.8890,14.8851,14.8871,2.3138,-12.1989,14.8282,14.8218,14.8250,2.3111,-11.2321,14.5611,14.4540,14.5075,1.7808,-0.9224,14.5658,14.5611,14.5634,1.9421,-5.7129,14.5713,14.5630,14.5671,1.9482,-5.6590,14.5556,13.7183,14.1370,2.5887,-0.1605,14.5785,14.5556,14.5671,2.0643,-1.2525,14.6101,14.5860,14.5981,2.0832,-1.1986,14.6101,14.4684,14.5392,2.0243,3.6126,43.3278,3385.6981,-414987.8000,488511.0095
5436.0000,14.8841,21.2964,0.0000,340473.6000,-340473.6000,16.0905,0.0000,57480.0815,57480.0815,788.4060,397953.6815,0.0000,-397953.6815,21.2945,15.7667,23107.5000,0.0000,23107.5000,-0.8379,5242.5735,0.0000,5242.5735,37.2065,0.0000,17864.9265,17864.9265,14.6339,20.3206,0.0000,83764.3000,-83764.3000,4.4507,0.0000,13855.8949,13855.8949,217.6055,97620.1949,0.0000,-97620.1949,20.5097,14.9964,1760.9000,0.0000,1760.9000,-0.0639,403.0555,0.0000,403.0555,2.8649,0.0000,1357.8445,1357.8445,14.6368,20.1587,0.0000,19752.5000,-19752.5000,1.0843,0.0000,3340.7127,3340.7127,52.9709,23093.2127,0.0000,-23093.2127,20.0581,14.5533,1760.9000,0.0000,1760.9000,-0.0639,405.1563,0.0000,405.1563,2.8821,0.0000,1355.7437,1355.7437,21.2920,14.9590,18.1255,6.2301,252320.9091,20.5048,14.6487,17.5767,5.1849,124437.8333,20.9415,14.6613,17.8014,5.5604,116768.3636,21.2964,21.2945,21.2954,1.1561,12.3816,21.2945,21.2920,21.2932,1.1825,11.5437,21.2920,21.2214,21.2567,1.5416,1.2138,20.5136,20.5097,20.5117,1.6065,5.6645,20.5097,20.5048,20.5072,1.5931,5.6006,20.5048,19.1317,19.8182,2.1302,0.0914,20.0789,20.0581,20.0685,1.7664,1.1756,20.0581,20.0473,20.0527,1.7280,1.1118,21.2964,21.2095,21.2530,1.4734,-3.7088,14.9736,14.9718,14.9727,1.0150,-12.3871,14.9190,14.9160,14.9175,1.0978,-11.5492,14.6339,14.5800,14.6070,1.1815,-1.2193,14.6360,14.6339,14.6350,0.8447,-5.6700,14.6353,14.6319,14.6336,0.7839,-5.6061,14.6368,13.8749,14.2559,1.4162,-0.0969,14.6472,14.6368,14.6420,0.8860,-1.1811,14.6613,14.6526,14.6569,0.6920,-1.1173,14.6613,14.5907,14.6260,1.0282,3.7033,43.2227,3377.4854,-417361.1000,493527.1060
5437.0000,15.0484,21.4644,0.0000,352000.5000,-352000.5000,16.6352,0.0000,59664.0259,59664.0259,815.6145,411664.5259,0.0000,-411664.5259,21.4612,15.9305,26664.0000,0.0000,26664.0000,-0.9669,6038.3091,0.0000,6038.3091,42.8802,0.0000,20625.6909,20625.6909,14.7848,20.4734,0.0000,101246.3000,-101246.3000,5.3796,0.0000,16786.3686,16786.3686,263.1026,118032.6686,0.0000,-118032.6686,20.5829,15.0683,1683.5000,0.0000,1683.5000,-0.0610,385.0175,0.0000,385.0175,2.7343,0.0000,1298.4825,1298.4825,14.7917,20.3152,0.0000,21918.4000,-21918.4000,1.2032,0.0000,3714.1709,3714.1709,58.7854,25632.5709,0.0000,-25632.5709,20.1963,14.6889,1683.5000,0.0000,1683.5000,-0.0610,386.7284,0.0000,386.7284,2.7502,0.0000,1296.7716,1296.7716,21.4571,15.1217,18.2894,6.6758,270369.4252,20.5804,14.8165,17.6985,5.4663,131190.4977,21.0499,14.8366,17.9432,5.8924,123740.5348,21.4644,21.4612,21.4628,2.0015,12.8265,21.4612,21.4571,21.4592,1.9842,11.8596,21.4571,21.3392,21.3982,1.6890,0.7951,20.5849,20.5829,20.5839,0.8533,6.1747,20.5829,20.5804,20.5817,0.8800,6.1136,20.5804,19.6292,20.1048,3.4404,0.2126,20.2122,20.1963,20.2043,1.6203,1.4157,20.1963,20.1878,20.1921,1.6638,1.3547,21.4644,21.3565,21.4105,1.8824,-3.8087,15.1503,15.1469,15.1486,2.1047,-12.8254,15.0921,15.0867,15.0894,2.0564,-11.8586,14.7848,14.6801,14.7325,1.4964,-0.7941,14.7889,14.7848,14.7869,1.8147,-6.1736,14.7935,14.7861,14.7898,1.8667,-6.1126,14.7917,14.1538,14.4728,2.5993,-0.2115,14.8104,14.7917,14.8010,1.9009,-1.4147,14.8366,14.8158,14.8262,2.0241,-1.3537,14.8366,14.7169,14.7767,1.8009,3.8098,46.4105,3626.5789,-445134.2000,525300.4577
5438.0000,15.1677,21.5865,0.0000,359409.9000,-359409.9000,16.9854,0.0000,61097.4999,61097.4999,833.7064,420507.3999,0.0000,-420507.3999,21.5841,16.0512,25368.4000,0.0000,25368.4000,-0.9199,5737.1382,0.0000,5737.1382,40.7119,0.0000,19631.2618,19631.2618,14.8899,20.5798,0.0000,103528.7000,-103528.7000,5.5009,0.0000,17192.6132,17192.6132,269.2085,120721.3132,0.0000,-120721.3132,20.6914,15.1747,1144.5000,0.0000,1144.5000,-0.0415,261.4253,0.0000,261.4253,1.8571,0.0000,883.0747,883.0747,14.9093,20.4340,0.0000,22707.7000,-22707.7000,1.2465,0.0000,3853.6085,3853.6085,60.9149,26561.3085,0.0000,-26561.3085,20.3483,14.8380,1144.5000,0.0000,1144.5000,-0.0415,262.4513,0.0000,262.4513,1.8664,0.0000,882.0487,882.0487,21.5812,15.2386,18.4099,6.8649,278026.5127,20.6878,14.9128,17.8003,5.6255,135011.5188,21.1902,14.9372,18.0637,6.0910,127910.3410,21.5865,21.5841,21.5853,1.4596,13.0914,21.5841,21.5812,21.5827,1.4719,12.1715,21.5812,21.4746,21.5279,1.5473,0.8066,20.6942,20.6914,20.6928,1.2958,6.3075,20.6914,20.6878,20.6896,1.2839,6.2660,20.6878,19.9502,20.3190,2.5661,0.2047,20.3658,20.3483,20.3570,1.8249,1.4512,20.3483,20.3394,20.3439,1.8131,1.4097,21.5865,21.4981,21.5423,1.5725,-3.8939,15.2652,15.2631,15.2642,1.3756,-13.0889,15.2095,15.2058,15.2076,1.4081,-12.1690,14.8899,14.7981,14.8440,1.3277,-0.8041,14.8927,14.8899,14.8913,1.2419,-6.3050,14.8956,14.8908,14.8932,1.2291,-6.2635,14.9093,14.3803,14.6448,2.0578,-0.2022,14.9224,14.9093,14.9159,1.3672,-1.4487,14.9372,14.9249,14.9311,1.2472,-1.4072,14.9372,14.8476,14.8924,1.3775,3.8965,47.4699,3709.3655,-457988.9000,540948.3725
5439.0000,15.2682,21.6892,0.0000,366145.7000,-366145.7000,17.3037,0.0000,62395.6622,62395.6622,850.0174,428541.3622,0.0000,-428541.3622,21.6873,16.1525,24082.9000,0.0000,24082.9000,-0.8733,5440.2640,0.0000,5440.2640,38.5899,0.0000,18642.6360,18642.6360,14.9794,20.6704,0.0000,105951.6000,-105951.6000,5.6296,0.0000,17619.3959,17619.3959,275.6345,123570.9959,0.0000,-123570.9959,20.7851,15.2666,1103.6000,0.0000,1103.6000,-0.0400,251.8156,0.0000,251.8156,1.7883,0.0000,851.7844,851.7844,15.0069,20.5326,0.0000,23669.3000,-23669.3000,1.2993,0.0000,4021.7679,4021.7679,63.5047,27691.0679,0.0000,-27691.0679,20.4735,14.9609,1103.6000,0.0000,1103.6000,-0.0400,252.7094,0.0000,252.7094,1.7962,0.0000,850.8906,850.8906,21.6849,15.3401,18.5125,7.0331,284840.7003,20.7820,14.9972,17.8896,5.7713,138510.8027,21.3079,15.0298,18.1688,6.2634,131530.6163,21.6892,21.6873,21.6882,1.2238,13.3299,21.6873,21.6849,21.6861,1.2295,12.4566,21.6849,21.5944,21.6396,1.3296,0.8169,20.7875,20.7851,20.7863,1.1095,6.4466,20.7851,20.7820,20.7836,1.1154,6.4065,20.7820,20.1900,20.4860,1.9971,0.1987,20.4872,20.4735,20.4803,1.4696,1.4980,20.4735,20.4664,20.4699,1.5032,1.4580,21.6892,21.6166,21.6529,1.3165,-3.9738,15.3637,15.3619,15.3628,1.1723,-13.3262,15.3115,15.3084,15.3099,1.2162,-12.4529,14.9794,14.9011,14.9403,1.1428,-0.8133,14.9817,14.9794,14.9805,1.0583,-6.4429,14.9839,14.9799,14.9819,1.0519,-6.4029,15.0069,14.5621,14.7845,1.6673,-0.1951,15.0176,15.0069,15.0123,1.1448,-1.4943,15.0298,15.0191,15.0244,1.1084,-1.4543,15.0298,14.9542,14.9920,1.1832,3.9775,48.4916,3789.2041,-469476.5000,554882.1193
5440.0000,15.3536,21.7766,0.0000,367333.9000,-367333.9000,17.3599,0.0000,62729.3483,62729.3483,853.3575,430063.2483,0.0000,-430063.2483,21.7749,16.2387,20533.4000,0.0000,20533.4000,-0.7446,4634.0023,0.0000,4634.0023,32.8603,0.0000,15899.3977,15899.3977,15.0613,20.7533,0.0000,108855.6000,-108855.6000,5.7839,0.0000,18125.4494,18125.4494,283.2999,126981.0494,0.0000,-126981.0494,20.8600,15.3402,1406.7000,0.0000,1406.7000,-0.0510,320.7042,0.0000,320.7042,2.2768,0.0000,1085.9958,1085.9958,15.0968,20.6234,0.0000,26146.0000,-26146.0000,1.4352,0.0000,4447.6958,4447.6958,70.1594,30593.6958,0.0000,-30593.6958,20.5842,15.0695,1406.7000,0.0000,1406.7000,-0.0510,321.7085,0.0000,321.7085,2.2858,0.0000,1084.9915,1084.9915,21.7729,15.4286,18.6008,7.1695,290364.4957,20.8577,15.0741,17.9659,5.8822,141173.0599,21.3983,15.1167,18.2575,6.3888,134165.5511,21.7766,21.7749,21.7757,1.0377,13.3677,21.7749,21.7729,21.7739,1.0418,12.6231,21.7729,21.6919,21.7324,1.1012,0.7569,20.8619,20.8600,20.8610,0.8832,6.5408,20.8600,20.8577,20.8589,0.8902,6.4898,20.8577,20.3479,20.6028,1.3909,0.1612,20.5956,20.5842,20.5899,1.3038,1.5964,20.5842,20.5783,20.5812,1.3248,1.5454,21.7766,21.7158,21.7462,1.1067,-3.9922,15.4465,15.4450,15.4457,0.9822,-13.3599,15.4024,15.3997,15.4011,1.0815,-12.6153,15.0613,14.9872,15.0242,0.9952,-0.7491,15.0634,15.0613,15.0623,0.9687,-6.5330,15.0648,15.0612,15.0630,0.9602,-6.4820,15.0968,14.6789,14.8878,1.2287,-0.1534,15.1061,15.0968,15.1014,1.0577,-1.5886,15.1167,15.1073,15.1120,1.0378,-1.5376,15.1167,15.0484,15.0825,1.0744,3.9999,49.2091,3845.2667,-478988.7000,565703.1067
5441.0000,15.4550,21.8803,0.0000,381330.7000,-381330.7000,18.0213,0.0000,65281.9792,65281.9792,886.3886,446612.6792,0.0000,-446612.6792,21.8784,16.3403,13432.6000,0.0000,13432.6000,-0.4871,3028.0731,0.0000,3028.0731,21.4734,0.0000,10404.5269,10404.5269,15.1605,20.8538,0.0000,107209.3000,-107209.3000,5.6964,0.0000,17879.1191,17879.1191,279.1157,125088.4191,0.0000,-125088.4191,20.9899,15.4677,920.9000,0.0000,920.9000,-0.0334,209.6434,0.0000,209.6434,1.4891,0.0000,711.2566,711.2566,15.2102,20.7380,0.0000,29304.6000,-29304.6000,1.6086,0.0000,4992.2870,4992.2870,78.6453,34296.8870,0.0000,-34296.8870,20.7150,15.1978,920.9000,0.0000,920.9000,-0.0334,210.2946,0.0000,210.2946,1.4943,0.0000,710.6054,710.6054,21.8762,15.5559,18.7160,7.4555,301946.2237,20.9858,15.1680,18.0769,6.1765,148235.8206,21.5075,15.2344,18.3709,6.6599,139857.3814,21.8803,21.8784,21.8793,1.2319,13.8522,21.8784,21.8762,21.8773,1.2291,13.3651,21.8762,21.8035,21.8399,1.2784,0.9789,20.9931,20.9899,20.9915,1.5563,6.6753,20.9899,20.9858,20.9879,1.5384,6.6419,20.9858,20.2915,20.6387,0.4143,0.0359,20.7282,20.7150,20.7216,1.5710,1.6445,20.7150,20.7083,20.7116,1.5550,1.6111,21.8803,21.8164,21.8483,1.2149,-4.1691,15.5477,15.5459,15.5468,1.2017,-13.8416,15.5222,15.5188,15.5205,1.4226,-13.3545,15.1605,15.0911,15.1258,1.2075,-0.9682,15.1630,15.1605,15.1618,1.1817,-6.6646,15.1659,15.1615,15.1637,1.1966,-6.6312,15.2102,14.6148,14.9125,0.2793,-0.0252,15.2218,15.2102,15.2160,1.3645,-1.6339,15.2344,15.2223,15.2283,1.3858,-1.6005,15.2344,15.1538,15.1941,1.3275,4.1798,50.7481,3965.5290,-502570.2000,590039.4256
