Time,building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],hp_pir1:EFT [C],hp_pir1:ExFT [C],hp_pir1:MFT [C],hp_pir1:Q [W/m],hp_pir1:M_flow [kg/s],hp_pir2:EFT [C],hp_pir2:ExFT [C],hp_pir2:MFT [C],hp_pir2:Q [W/m],hp_pir2:M_flow [kg/s],hp_pir3:EFT [C],hp_pir3:ExFT [C],hp_pir3:MFT [C],hp_pir3:Q [W/m],hp_pir3:M_flow [kg/s],hp_por1:EFT [C],hp_por1:ExFT [C],hp_por1:MFT [C],hp_por1:Q [W/m],hp_por1:M_flow [kg/s],hp_por2:EFT [C],hp_por2:ExFT [C],hp_por2:MFT [C],hp_por2:Q [W/m],hp_por2:M_flow [kg/s],hp_por3:EFT [C],hp_por3:ExFT [C],hp_por3:MFT [C],hp_por3:Q [W/m],hp_por3:M_flow [kg/s],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
1.0000,15.0307,11.4744,86966.0000,4051.1000,82914.9000,-4.7153,17553.5888,686.3641,18239.9530,230.2888,4737.4641,69412.4112,64674.9470,15.2705,11.5053,66470.3000,0.0000,66470.3000,-3.6527,13428.3664,0.0000,13428.3664,178.3920,0.0000,53041.9336,53041.9336,11.5116,16.1217,13.8167,-2.2043,-148791.2514,15.2705,11.3010,13.2858,20.4402,-0.3542,16.1217,15.2705,15.6961,49.5275,-4.0069,16.1217,15.3336,15.7277,49.9083,4.3611,11.4744,11.6048,11.5396,-0.6325,0.3542,11.5141,11.5293,11.5217,-0.8488,4.0069,11.4744,11.4954,11.4849,-1.2924,-4.3611,0.1000,7.8141,149385.2000,-148791.2514
2.0000,15.4966,11.8989,87715.2000,3735.3000,83979.9000,-4.7394,17575.5266,640.1213,18215.6479,228.4472,4375.4213,70139.6734,65764.2521,15.6598,11.8894,70954.0000,0.0000,70954.0000,-3.8991,14252.4428,0.0000,14252.4428,187.1336,0.0000,56701.5572,56701.5572,11.8141,15.6522,13.7331,-1.8945,-127878.8547,15.6598,12.8205,14.2402,11.5775,-0.2801,15.6522,15.6598,15.6560,-0.4240,-4.1792,15.6522,15.6647,15.6584,-0.7750,4.4593,11.8989,11.4673,11.6831,1.7919,0.2801,11.8611,11.7993,11.8302,3.7835,4.1792,11.8989,11.8280,11.8634,4.6281,-4.4593,0.1000,7.8141,154933.9000,-127878.8547
3.0000,15.4630,11.8200,90227.9000,3372.7000,86855.2000,-4.8529,18088.4901,577.5047,18665.9948,231.9683,3950.2047,72139.4099,68189.2052,15.5724,11.8032,67845.6000,0.0000,67845.6000,-3.7283,13645.4714,0.0000,13645.4714,177.7016,0.0000,54200.1286,54200.1286,11.8133,15.5539,13.6836,-1.8342,-123806.9792,15.5724,14.1692,14.8708,7.6706,-0.3749,15.5539,15.5724,15.5631,-1.0601,-4.1032,15.5539,15.5714,15.5626,-1.0959,4.4781,11.8200,11.6740,11.7470,0.8319,0.3749,11.7914,11.7982,11.7948,-0.3669,4.1032,11.8200,11.8271,11.8236,-0.4209,-4.4781,0.1000,7.8141,154700.8000,-123806.9792
4.0000,15.4516,11.7722,91910.5000,3056.8000,88853.7000,-4.9255,18429.1010,523.2664,18952.3674,235.5537,3580.0664,73481.3990,69901.3326,15.4922,11.7241,75829.6000,0.0000,75829.6000,-4.1670,15269.1822,0.0000,15269.1822,198.9215,0.0000,60560.4178,60560.4178,11.7591,15.4778,13.6185,-1.9321,-130416.6136,15.4922,14.7170,15.1046,2.8817,-0.2528,15.4778,15.4922,15.4850,-0.8827,-4.4199,15.4778,15.4914,15.4846,-0.8815,4.6727,11.7722,11.7386,11.7554,0.1609,0.2528,11.7250,11.7367,11.7308,-0.7120,4.4199,11.7722,11.7803,11.7762,-0.5109,-4.6727,0.1000,7.8141,164683.3000,-130416.6136
5.0000,15.4149,11.8155,91984.3000,3886.8000,88097.5000,-4.9686,18454.4997,664.7465,19119.2462,237.7157,4551.5465,73529.8003,68978.2538,15.4424,11.6750,70193.3000,0.0000,70193.3000,-3.8573,14144.5895,0.0000,14144.5895,184.3983,0.0000,56048.7105,56048.7105,11.7519,15.4335,13.5927,-1.8567,-125327.0865,15.4424,15.0831,15.2627,1.9687,-0.3704,15.4335,15.4424,15.4379,-0.5079,-4.2277,15.4335,15.4416,15.4376,-0.5075,4.5982,11.8155,11.7499,11.7827,0.3902,0.3704,11.6816,11.6901,11.6858,-0.4826,4.2277,11.8155,11.8087,11.8121,0.4932,-4.5982,0.1000,7.8141,158290.8000,-125327.0865
6.0000,15.3810,11.7822,93034.3000,3932.6000,89101.7000,-5.0254,18675.0825,672.0192,19347.1017,240.5884,4604.6192,74359.2175,69754.5983,15.3901,11.6235,76208.7000,0.0000,76208.7000,-4.1878,15368.5609,0.0000,15368.5609,200.3782,0.0000,60840.1391,60840.1391,11.7165,15.3807,13.5486,-1.9290,-130207.1854,15.3901,15.2355,15.3128,0.6641,-0.2792,15.3807,15.3901,15.3854,-0.5737,-4.4670,15.3807,15.3895,15.3851,-0.5728,4.7462,11.7822,11.7806,11.7814,0.0442,0.2792,11.6333,11.6420,11.6376,-0.5215,4.4670,11.7822,11.7867,11.7845,-0.2734,-4.7462,0.1000,7.8141,165310.4000,-130207.1854
7.0000,15.1730,12.1981,121863.8000,14356.8000,107507.0000,-7.0177,24542.2420,2440.8843,26983.1263,336.7328,16797.6843,97321.5580,80523.8737,15.1665,11.4030,69679.6000,0.0000,69679.6000,-3.8291,14098.4430,0.0000,14098.4430,183.3814,0.0000,55581.1570,55581.1570,11.8724,15.1261,13.4993,-2.0166,-136122.9720,15.1665,15.2477,15.2071,-1.2154,-1.0629,15.1261,15.1665,15.1463,-2.8252,-4.8919,15.1261,15.1597,15.1429,-2.8626,5.9548,12.1981,11.9627,12.0804,3.6680,1.0629,11.5246,11.5420,11.5333,-1.1989,4.8919,12.1981,12.1438,12.1710,4.7240,-5.9548,0.1000,7.8141,177186.6000,-136122.9720
8.0000,15.0394,12.8726,91537.4000,21265.9000,70271.5000,-5.7667,18473.7444,3603.7760,22077.5204,278.1210,24869.6760,73063.6556,48193.9796,15.0269,11.2654,71003.9000,0.0000,71003.9000,-3.9018,14396.2985,0.0000,14396.2985,187.6132,0.0000,56607.6015,56607.6015,12.1376,15.0031,13.5703,-1.5831,-106858.7734,15.0269,15.1698,15.0983,-1.2522,-0.6216,15.0031,15.0269,15.0150,-1.5251,-4.5234,15.0031,15.0237,15.0134,-1.5034,5.1451,12.8726,12.2360,12.5543,5.7798,0.6216,11.3988,11.4211,11.4099,-1.4287,4.5234,12.8726,12.7674,12.8200,7.8931,-5.1451,0.1000,7.8141,141275.4000,-106858.7734
9.0000,15.0042,12.9224,86930.6000,21350.9000,65579.7000,-5.5311,17553.8128,3615.0773,21168.8900,267.3056,24965.9773,69376.7872,44410.8100,14.9943,11.2333,43653.6000,0.0000,43653.6000,-2.3989,8855.2287,0.0000,8855.2287,115.6339,0.0000,34798.3713,34798.3713,12.3481,14.9892,13.6686,-1.1967,-80778.7456,14.9943,15.0525,15.0234,-0.8441,-1.0441,14.9892,14.9943,14.9918,-0.2199,-3.4429,14.9892,14.9930,14.9911,-0.2090,4.4870,12.9224,12.7117,12.8171,3.2306,1.0441,11.6816,11.6227,11.6522,2.9831,3.4429,12.9224,12.9048,12.9136,1.1892,-4.4870,0.1000,7.8141,109233.3000,-80778.7456
10.0000,14.8718,13.6426,69379.9000,27448.6000,41931.3000,-4.9063,14039.3107,4632.5913,18671.9020,237.5805,32081.1913,55340.5893,23259.3980,14.8602,11.1011,36839.6000,0.0000,36839.6000,-2.0244,7488.0300,0.0000,7488.0300,97.6412,0.0000,29351.5700,29351.5700,12.7403,14.8182,13.7793,-0.8229,-55547.5851,14.8602,14.9577,14.9090,-1.3213,-0.9606,14.8182,14.8602,14.8392,-1.7805,-2.9850,14.8182,14.8508,14.8345,-1.8289,3.9456,13.6426,13.1427,13.3927,7.0062,0.9606,11.7581,11.7318,11.7449,1.1798,2.9850,13.6426,13.5033,13.5729,8.0169,-3.9456,0.1000,7.8141,78770.9000,-55547.5851
11.0000,14.7572,13.8499,65947.8000,30421.4000,35526.4000,-4.8682,13369.1912,5120.0933,18489.2845,236.2196,35541.4933,52578.6088,17037.1155,14.7444,10.9931,31238.5000,20.6000,31217.9000,-1.7177,6360.6279,3.4133,6364.0412,83.0487,24.0133,24877.8721,24853.8588,13.0057,14.7116,13.8586,-0.6420,-43333.0664,14.7444,14.8367,14.7906,-1.3687,-1.0502,14.7116,14.7444,14.7280,-1.2823,-2.7679,14.7116,14.7354,14.7235,-1.2805,3.8181,13.8499,13.5894,13.7196,4.0061,1.0502,11.9781,11.9167,11.9474,2.5037,2.7679,13.8499,13.7951,13.8225,3.0714,-3.8181,0.1000,7.8141,66744.3000,-43333.0664
12.0000,14.6587,13.9627,63888.9000,32433.4000,31455.5000,-4.8562,12972.2043,5445.7519,18417.9561,235.9962,37879.1519,50916.6957,13037.5439,14.6471,11.6623,34417.5000,3165.7000,31251.8000,-2.0595,7018.2363,523.7602,7541.9964,99.8619,3689.4602,27399.2637,23709.8036,13.2010,14.6216,13.9113,-0.5614,-37892.5912,14.6471,14.7345,14.6908,-1.1442,-0.9322,14.6216,14.6471,14.6344,-1.0702,-2.9918,14.6216,14.6408,14.6312,-1.0538,3.9240,13.9627,13.8116,13.8871,2.0812,0.9322,12.3320,12.2377,12.2849,4.1321,2.9918,13.9627,13.9355,13.9491,1.5876,-3.9240,0.1000,7.8141,62707.3000,-37892.5912
13.0000,14.4654,14.0024,61507.6000,34571.6000,26936.0000,-4.8334,12527.5044,5777.8160,18305.3204,235.1846,40349.4160,48980.0956,8630.6796,14.4473,13.0999,29489.3000,10434.2000,19055.1000,-2.1749,6031.5911,1721.1106,7752.7016,105.7647,12155.3106,23457.7089,11302.3984,13.5966,14.3890,13.9928,-0.3173,-21420.8968,14.4473,14.6016,14.5244,-1.9474,-0.8862,14.3890,14.4473,14.4182,-2.5491,-3.0611,14.3890,14.4348,14.4119,-2.5858,3.9472,14.0024,13.9276,13.9650,0.9998,0.8862,13.3395,13.0868,13.2132,11.2623,3.0611,14.0024,13.9919,13.9972,0.6405,-3.9472,0.1000,7.8141,45991.1000,-21420.8968
14.0000,14.3004,14.1585,57989.1000,37317.1000,20672.0000,-4.7801,11842.3408,6212.0571,18054.3979,233.0841,43529.1571,46146.7592,2617.6021,14.2800,13.6251,25687.1000,12977.0000,12710.1000,-2.1011,5267.3616,2135.1987,7402.5603,102.4511,15112.1987,20419.7384,5307.5397,13.9048,14.2361,14.0705,-0.1303,-8792.5838,14.2800,14.4342,14.3571,-1.9595,-0.8930,14.2361,14.2800,14.2581,-1.8718,-2.9941,14.2361,14.2697,14.2529,-1.8591,3.8871,14.1585,14.0344,14.0964,1.6455,0.8930,13.7472,13.6165,13.6818,5.7156,2.9941,14.1585,14.1269,14.1427,1.8160,-3.8871,0.1000,7.8141,33382.1000,-8792.5838
15.0000,14.2422,14.4017,54998.6000,40027.0000,14971.6000,-4.7526,11242.2168,6653.9008,17896.1176,232.1086,46680.9008,43756.3832,-2924.5176,14.2292,12.9720,19870.3000,7382.3000,12488.0000,-1.4842,4077.7586,1213.7464,5291.5049,72.5021,8596.0464,15792.5414,7196.4951,14.0207,14.2188,14.1197,-0.0706,-4765.9995,14.2292,14.2988,14.2640,-1.0635,-1.0895,14.2188,14.2292,14.2240,-0.3514,-2.5736,14.2188,14.2254,14.2221,-0.3123,3.6631,14.4017,14.2320,14.3169,2.7206,1.0895,13.5054,13.5540,13.5297,-1.7759,2.5736,14.4017,14.3485,14.3751,2.8651,-3.6631,0.1000,7.8141,27459.6000,-4765.9995
16.0000,14.3144,14.6016,53441.4000,40937.1000,12504.3000,-4.7146,10911.1718,6816.9340,17728.1058,230.3675,47754.0340,42530.2282,-5223.8058,14.3130,11.1376,21631.0000,1453.8000,20177.2000,-1.2659,4433.3839,239.3214,4672.7053,61.8989,1693.1214,17197.6161,15504.4947,13.9073,14.3508,14.1290,-0.1516,-10230.8117,14.3130,14.2860,14.2995,0.4879,-1.1496,14.3508,14.3130,14.3319,1.3619,-2.4155,14.3508,14.3235,14.3371,1.4485,3.5650,14.6016,14.4494,14.5255,2.5773,1.1496,12.7137,12.9528,12.8333,-8.3445,2.4155,14.6016,14.5539,14.5778,2.5051,-3.5650,0.1000,7.8141,32681.5000,-10230.8117
17.0000,14.4440,14.5317,53914.7000,38120.0000,15794.7000,-4.6061,10984.8092,6367.5752,17352.3844,224.9253,44487.5752,42929.8908,-1557.6844,14.4526,10.6995,23973.4000,0.0000,23973.4000,-1.3174,4902.9983,0.0000,4902.9983,64.3243,0.0000,19070.4017,19070.4017,13.7312,14.5036,14.1174,-0.2614,-17646.6156,14.4526,14.3674,14.4100,1.3933,-1.0962,14.5036,14.4526,14.4781,1.8245,-2.4136,14.5036,14.4680,14.4858,1.8537,3.5099,14.5317,14.5273,14.5295,0.1079,1.0962,12.4380,12.5536,12.4958,-4.0126,2.4136,14.5317,14.5411,14.5364,-0.4397,-3.5099,0.1000,7.8141,39768.1000,-17646.6156
18.0000,14.8248,13.5039,79314.0000,29967.0000,49347.0000,-5.5420,16061.5166,5051.8765,21113.3932,270.1789,35018.8765,63252.4834,28233.6068,14.8533,11.0943,42350.5000,0.0000,42350.5000,-2.3273,8609.0729,0.0000,8609.0729,113.3464,0.0000,33741.4271,33741.4271,13.0122,14.9584,13.9853,-0.8752,-59072.8060,14.8533,14.6044,14.7288,3.9078,-1.0716,14.9584,14.8533,14.9059,5.2217,-3.3989,14.9584,14.8777,14.9180,5.2760,4.4704,13.5039,14.0763,13.7901,-8.8627,1.0716,12.0344,12.1346,12.0845,-4.9034,3.3989,13.5039,13.6793,13.5916,-11.3412,-4.4704,0.1000,7.8141,91697.5000,-59072.8060
19.0000,15.0351,13.3828,72104.5000,22880.5000,49224.0000,-4.8321,14552.8727,3876.9784,18429.8510,234.3645,26757.4784,57551.6273,30794.1490,15.0639,11.3019,48409.0000,0.0000,48409.0000,-2.6602,9809.6741,0.0000,9809.6741,128.6300,0.0000,38599.3259,38599.3259,12.7203,15.1087,13.9145,-1.0225,-69019.2727,15.0639,14.8181,14.9410,2.6200,-0.7240,15.1087,15.0639,15.0863,2.2375,-3.3842,15.1087,15.0733,15.0910,2.1473,4.1081,13.3828,13.6786,13.5307,-3.0706,0.7240,11.8104,11.8700,11.8402,-2.8893,3.3842,13.3828,13.4208,13.4018,-2.2309,-4.1081,0.1000,7.8141,97633.0000,-69019.2727
20.0000,15.1099,13.2707,74829.7000,21351.0000,53478.7000,-4.9016,15085.0482,3624.4133,18709.4616,237.0041,24975.4133,59744.6518,34769.2384,15.1261,11.3632,59374.6000,0.0000,59374.6000,-3.2628,12020.6208,0.0000,12020.6208,157.1730,0.0000,47353.9792,47353.9792,12.5509,15.1363,13.8436,-1.2061,-81413.1311,15.1261,14.9645,15.0453,1.3184,-0.5463,15.1363,15.1261,15.1312,0.6014,-3.8090,15.1363,15.1281,15.1322,0.5566,4.3553,13.2707,13.4938,13.3823,-1.7313,0.5463,11.6688,11.7022,11.6855,-1.8070,3.8090,13.2707,13.2933,13.2820,-1.3862,-4.3553,0.1000,7.8141,112853.3000,-81413.1311
21.0000,15.2900,12.1893,92492.9000,9425.1000,83067.8000,-5.2568,18592.9455,1607.0093,20199.9549,253.2832,11032.1093,73899.9545,62867.8451,15.3108,11.5453,60326.1000,0.0000,60326.1000,-3.3151,12179.8562,0.0000,12179.8562,159.5143,0.0000,48146.2438,48146.2438,12.0972,15.3533,13.7253,-1.5949,-107653.0546,15.3108,15.1016,15.2062,2.0017,-0.6472,15.3533,15.3108,15.3321,2.4837,-3.9623,15.3533,15.3164,15.3349,2.5058,4.6096,12.1893,13.1211,12.6552,-8.7146,0.6472,11.8027,11.7801,11.7914,1.3380,3.9623,12.1893,12.3698,12.2796,-12.0376,-4.6096,0.1000,7.8141,143393.9000,-107653.0546
22.0000,15.3172,12.3597,81294.4000,9779.5000,71514.9000,-4.6910,16334.8306,1668.5489,18003.3795,225.4315,11448.0489,64959.5694,53511.5205,15.3250,11.5593,71276.6000,0.0000,71276.6000,-3.9168,14387.7433,0.0000,14387.7433,187.8495,0.0000,56888.8567,56888.8567,12.0130,15.3239,13.6684,-1.6285,-109921.0017,15.3250,15.1761,15.2506,0.5948,-0.2581,15.3239,15.3250,15.3244,-0.0324,-4.1749,15.3239,15.3254,15.3246,-0.0639,4.4329,12.3597,12.7221,12.5409,-1.3199,0.2581,11.6312,11.6599,11.6455,-1.7004,4.1749,12.3597,12.3456,12.3526,0.9418,-4.4329,0.1000,7.8141,142791.5000,-109921.0017
23.0000,15.3518,11.9891,84759.3000,5916.0000,78843.3000,-4.6887,17021.8034,1010.2269,18032.0303,224.9898,6926.2269,67737.4966,60811.2697,15.3589,11.5928,70937.1000,0.0000,70937.1000,-3.8982,14312.0438,0.0000,14312.0438,186.9074,0.0000,56625.0562,56625.0562,11.8604,15.3670,13.6137,-1.7206,-116137.2413,15.3589,15.2240,15.2915,0.5533,-0.2635,15.3670,15.3589,15.3630,0.5248,-4.1617,15.3670,15.3594,15.3632,0.5251,4.4252,11.9891,12.6623,12.3257,-2.5368,0.2635,11.6605,11.6574,11.6590,0.2217,4.1617,11.9891,12.0513,12.0202,-3.9523,-4.4252,0.1000,7.8141,149780.4000,-116137.2413
24.0000,15.3446,11.8180,88158.0000,4452.8000,83705.2000,-4.7963,17706.3603,760.2331,18466.5934,229.9207,5213.0331,70451.6397,65238.6066,15.3464,11.5804,82164.2000,0.0000,82164.2000,-4.5151,16580.2580,0.0000,16580.2580,216.3581,0.0000,65583.9420,65583.9420,11.7321,15.3435,13.5378,-1.9215,-129700.5606,15.3464,15.2537,15.3000,0.1633,-0.0937,15.3435,15.3464,15.3449,-0.1582,-4.6089,15.3435,15.3464,15.3449,-0.1612,4.7026,11.8180,12.6436,12.2308,-1.0857,0.0937,11.6020,11.6111,11.6066,-0.5726,4.6089,11.8180,11.8506,11.8343,-2.1836,-4.7026,0.1000,7.8141,165869.4000,-129700.5606
25.0000,15.3366,11.7626,87583.4000,3944.3000,83639.1000,-4.7424,17593.1541,673.2844,18266.4385,227.3366,4617.5844,69990.2459,65372.6615,15.3388,11.5729,76209.5000,0.0000,76209.5000,-4.1879,15380.3527,0.0000,15380.3527,200.7228,0.0000,60829.1473,60829.1473,11.6927,15.3379,13.5153,-1.8601,-125556.5480,15.3388,15.2826,15.3107,0.1881,-0.1848,15.3379,15.3388,15.3384,-0.0195,-4.3727,15.3379,15.3388,15.3383,-0.0196,4.5576,11.7626,12.4083,12.0855,-1.6945,0.1848,11.6082,11.6076,11.6079,0.0760,4.3727,11.7626,11.7743,11.7685,-0.7349,-4.5576,0.1000,7.8141,159848.6000,-125556.5480
26.0000,15.3121,11.6958,88976.2000,3573.1000,85403.1000,-4.7973,17879.7947,609.5556,18489.3503,229.9758,4182.6556,71096.4053,66913.7497,15.3123,11.5468,83011.1000,0.0000,83011.1000,-4.5617,16759.5892,0.0000,16759.5892,218.6666,0.0000,66251.5108,66251.5108,11.6382,15.3075,13.4729,-1.9623,-132455.4145,15.3123,15.3065,15.3094,0.0438,-0.0785,15.3075,15.3123,15.3099,-0.2837,-4.6402,15.3075,15.3122,15.3099,-0.2839,4.7188,11.6958,12.3482,12.0220,-0.7064,0.0785,11.5604,11.5679,11.5641,-0.4692,4.6402,11.6958,11.7073,11.7015,-0.7482,-4.7188,0.1000,7.8141,168414.2000,-132455.4145
27.0000,15.3001,11.6422,90936.6000,3222.9000,87713.7000,-4.8827,18277.2031,549.6503,18826.8534,234.1480,3772.5503,72659.3969,68886.8466,15.2997,11.5344,79340.6000,0.0000,79340.6000,-4.3600,16021.5069,0.0000,16021.5069,209.0965,0.0000,63319.0931,63319.0931,11.6064,15.2981,13.4522,-1.9497,-131602.9024,15.2997,15.3107,15.3052,0.0094,-0.1743,15.2981,15.2997,15.2989,-0.0735,-4.5342,15.2981,15.2997,15.2989,-0.0735,4.7085,11.6422,12.1748,11.9085,-1.3096,0.1743,11.5590,11.5596,11.5593,0.0012,4.5342,11.6422,11.6516,11.6469,-0.5999,-4.7085,0.1000,7.8141,167054.3000,-131602.9024
28.0000,15.2663,11.5702,93273.6000,2899.2000,90374.4000,-4.9890,18756.8609,494.0362,19250.8972,239.2726,3393.2362,74516.7391,71123.5028,15.2660,11.5011,89257.9000,0.0000,89257.9000,-4.9049,18033.1456,0.0000,18033.1456,235.2856,0.0000,71224.7544,71224.7544,11.5476,15.2602,13.4039,-2.0989,-141678.4255,15.2660,15.3361,15.3010,0.0086,-0.0280,15.2602,15.2660,15.2631,-0.3724,-4.9330,15.2602,15.2659,15.2631,-0.3722,4.9610,11.5702,12.2007,11.8854,-0.2193,0.0280,11.5051,11.5132,11.5092,-0.5455,4.9330,11.5702,11.5818,11.5760,-0.7965,-4.9610,0.1000,7.8141,179632.3000,-141678.4255
29.0000,15.2473,11.7021,83909.2000,4044.4000,79864.8000,-4.5560,16878.7825,688.8620,17567.6446,218.7173,4733.2620,67030.4175,62297.1554,15.2484,11.4838,86197.8000,0.0000,86197.8000,-4.7368,17419.4290,0.0000,17419.4290,227.3559,0.0000,68778.3710,68778.3710,11.5863,15.2445,13.4154,-1.9425,-131119.6161,15.2473,15.3379,15.2926,-0.0421,0.0603,15.2445,15.2472,15.2459,-0.1483,-4.6765,15.2445,15.2473,15.2459,-0.1479,4.6163,11.4838,12.1822,11.8330,-0.5735,-0.0603,11.4838,11.4876,11.4857,-0.2233,4.6765,11.7084,11.6862,11.6973,1.5237,-4.6163,0.1000,7.8141,166062.6000,-131119.6161
30.0000,15.2096,12.0215,66825.1000,6069.8000,60755.3000,-3.7630,13450.2080,1032.8847,14483.0927,180.8615,7102.6847,53374.8920,46272.2073,15.2158,11.4517,92958.4000,0.0000,92958.4000,-5.1083,18794.7294,0.0000,18794.7294,245.2645,0.0000,74163.6706,74163.6706,11.6886,15.2020,13.4453,-1.7810,-120216.2824,15.2096,15.2877,15.2486,-0.4711,0.4484,15.2020,15.2089,15.2055,-0.4283,-4.6599,15.2020,15.2096,15.2058,-0.4244,4.2114,11.4517,11.8168,11.6342,-2.3388,-0.4484,11.4517,11.4569,11.4543,-0.3195,4.6599,11.9997,11.9450,11.9723,3.3785,-4.2114,0.1000,7.8141,153713.7000,-120216.2824
31.0000,14.7145,14.7198,56760.9000,38818.3000,17942.6000,-4.7872,11514.6339,6526.6002,18041.2341,231.8906,45344.9002,45246.2661,-98.6341,14.6717,10.9153,57068.5000,0.0000,57068.5000,-3.1360,11632.7718,0.0000,11632.7718,150.6590,0.0000,45435.7282,45435.7282,12.8011,14.5365,13.6688,-0.7857,-53034.1776,14.6717,15.1667,14.9192,-3.9158,-0.5504,14.5365,14.6717,14.6041,-7.1975,-3.6864,14.5365,14.6558,14.5962,-7.2977,4.2368,14.7198,12.0623,13.3911,21.2603,0.5504,11.0865,11.1607,11.1236,-3.9311,3.6864,14.7198,14.2283,14.4741,30.2499,-4.2368,0.1000,7.8141,75011.1000,-53034.1776
32.0000,12.6634,15.6583,32014.5000,72558.9000,-40544.4000,5.0944,6716.9961,11625.3405,18342.3366,248.6297,84184.2405,25297.5039,-58886.7366,15.4452,11.6776,42456.3000,0.0000,42456.3000,-2.3331,8554.9741,0.0000,8554.9741,113.1815,0.0000,33901.3259,33901.3259,15.3059,12.6943,14.0001,0.4121,27814.7684,15.6583,15.4452,15.5518,7.6928,2.4758,15.4452,14.1902,14.8177,2.6369,0.1428,15.6583,15.3667,15.5125,11.1178,-2.6186,11.6012,12.1155,11.8584,-18.4369,-2.4758,12.6943,10.3531,11.5237,4.8870,-0.1428,12.6943,13.1816,12.9379,-18.4784,2.6186,10.1697,794.6738,1911.9000,27814.7684
33.0000,12.6304,16.4628,26621.7000,89925.7000,-63304.0000,5.6346,5588.6394,14396.9895,19985.6288,275.1738,104322.6895,21033.0606,-83289.6288,16.1679,15.1040,10911.5000,4523.2000,6388.3000,-0.8399,2175.7664,766.7330,2942.4994,40.4847,5289.9330,8735.7336,3445.8006,16.0559,12.4367,14.2463,0.9916,66931.3186,16.4628,16.1679,16.3153,9.2743,2.1582,16.1679,15.5195,15.8437,12.4405,1.3182,16.4628,16.2594,16.3611,10.3002,-3.4764,13.2068,12.7705,12.9887,13.6998,-2.1582,12.4367,11.9979,12.2173,8.4301,-1.3182,12.4367,12.5434,12.4900,-5.3456,3.4764,11.2580,879.7175,-56915.7000,66931.3186
34.0000,12.6020,16.9062,23085.7000,101681.7000,-78596.0000,6.0063,4848.6559,16268.5881,21117.2439,292.7382,117950.2881,18237.0441,-99713.2439,16.7164,16.4913,6097.9000,3779.7000,2318.2000,-0.5359,1206.5455,646.6691,1853.2145,25.7191,4426.3691,4891.3545,464.9855,16.6680,12.2210,14.4445,1.3901,93828.8188,16.9062,16.7164,16.8113,6.0446,2.1807,16.7164,16.3634,16.5399,8.4615,1.6448,16.9062,16.7990,16.8526,5.9908,-3.8255,13.2688,13.1785,13.2236,2.8946,-2.1807,12.2210,12.2188,12.2199,0.0902,-1.6448,12.2210,12.2734,12.2472,-2.8715,3.8255,11.9910,936.9927,-76277.8000,93828.8188
35.0000,12.5536,17.1126,20503.4000,106284.3000,-85780.9000,6.0895,4309.8193,16986.2759,21296.0952,296.4568,123270.5759,16193.5807,-107076.9952,17.0147,17.8310,3652.8000,3548.5000,104.3000,-0.3893,719.7679,610.2494,1330.0173,18.7009,4158.7494,2933.0321,-1225.7173,16.9913,12.1781,14.5847,1.5677,105821.7501,17.1126,17.0147,17.0636,3.1040,2.1596,17.0147,16.8334,16.9240,4.6947,1.7703,17.1126,17.0625,17.0875,2.8939,-3.9299,13.2095,13.2135,13.2115,-0.0869,-2.1596,12.1781,12.1933,12.1857,-0.3533,-1.7703,12.1781,12.1910,12.1845,-0.6969,3.9299,12.1533,949.6729,-85676.6000,105821.7501
36.0000,12.4212,17.2640,17819.4000,113442.8000,-95623.4000,6.2881,3754.0352,18076.0349,21830.0701,305.7160,131518.8349,14065.3648,-117453.4701,12.3083,14.9307,2614.9000,5672.4000,-3057.5000,0.4451,553.2227,908.1690,1461.3917,21.5915,6580.5690,2061.6773,-4518.8917,17.0849,12.3607,14.7228,1.8176,122686.4423,17.2640,17.1928,17.2284,2.0481,1.9477,16.7720,16.8165,16.7943,-1.5065,2.3928,17.2640,17.2328,17.2484,2.0010,-4.3405,12.3083,12.6255,12.4669,-8.9260,-1.9477,12.3607,12.3083,12.3345,1.8557,-2.3928,12.3607,12.3296,12.3452,1.9979,4.3405,13.4351,1049.8367,-98680.9000,122686.4423
