Month,Day,Hour,Time (Hours),Loading (W) (Extraction)
2,7,9,896,42554.8045466667
2,7,10,897,29309.1626088889
2,7,11,898,20198.255828
2,7,12,899,8785.451312
2,7,13,900,29833.7598977778
2,7,14,901,15588.0421004444
2,7,15,902,-5773.38366044444
2,7,16,903,6882.04236666667
2,7,17,904,5466.68474266667
2,7,18,905,30846.0275155556
2,7,19,906,30970.8758088889
2,7,20,907,39423.0466533333
2,7,21,908,43727.9682044444
2,7,22,909,48123.1556577778
2,7,23,910,0
2,7,24,911,0
2,8,1,912,0
2,8,2,913,0
2,8,3,914,0
2,8,4,915,0
2,8,5,916,0
2,8,6,917,0
2,8,7,918,8187.55693822222
2,8,8,919,56505.8686488889
2,8,9,920,33359.4053644444
2,8,10,921,15438.6930622222
2,8,11,922,2146.97741506667
2,8,12,923,-3204.43952888889
2,8,13,924,-2757.35075675555
2,8,14,925,-25895.0893142222
2,8,15,926,-37259.5957111111
2,8,16,927,-28277.0247697778
2,8,17,928,-35699.2851155555
2,8,18,929,-10864.43916
2,8,19,930,2117.74064102222
2,8,20,931,9863.39616577778
2,8,21,932,32992.7734044444
2,8,22,933,46989.5566
2,8,23,934,0
2,8,24,935,0
2,9,1,936,0
2,9,2,937,0
2,9,3,938,0
2,9,4,939,0
2,9,5,940,0
2,9,6,941,0
2,9,7,942,78484.4435555556
2,9,8,943,137739.026155556
2,9,9,944,53077.5227911111
2,9,10,945,23093.3587991111
2,9,11,946,-4517.95494177778
2,9,12,947,0
2,9,13,948,-11521.9148906667
2,9,14,949,-35254.9893111111
2,9,15,950,-22933.488508
2,9,16,951,-10875.1948697778
2,9,17,952,-8375.47413466667
2,9,18,953,-17476.2699622222
2,9,19,954,-10330.6394382222
2,9,20,955,3302.97003644445
2,9,21,956,17338.0576262222
2,9,22,957,26267.6413106667
2,9,23,958,0
2,9,24,959,0
2,10,1,960,0
2,10,2,961,0
2,10,3,962,0
2,10,4,963,0
2,10,5,964,0
2,10,6,965,0
2,10,7,966,5990.78381066667
2,10,8,967,63924.9638266667
2,10,9,968,43227.1096755556
2,10,10,969,10271.5856093333
2,10,11,970,5924.25666844444
2,10,12,971,13820.969836
2,10,13,972,15317.6253862222
2,10,14,973,-116.993108342222
2,10,15,974,-5212.12317555555
2,10,16,975,-7858.93630133333
2,10,17,976,-7913.24237822222
2,10,18,977,22036.8960577778
2,10,19,978,17776.6678511111
2,10,20,979,27385.2386857778
2,10,21,980,29390.3433066667
2,10,22,981,31987.8325644444
2,10,23,982,0
2,10,24,983,0
2,11,1,984,0
2,11,2,985,0
2,11,3,986,0
2,11,4,987,0
2,11,5,988,0
2,11,6,989,0
2,11,7,990,-3371.46075511111
2,11,8,991,29332.0221555556
2,11,9,992,32797.0019022222
2,11,10,993,33287.3098711111
2,11,11,994,42957.4842533333
2,11,12,995,51200.9884666667
2,11,13,996,54518.8465155556
2,11,14,997,52105.9920577778
2,11,15,998,56329.43984
2,11,16,999,61921.23664
2,11,17,1000,66213.5561333333
2,11,18,1001,0
2,11,19,1002,0
2,11,20,1003,0
2,11,21,1004,0
2,11,22,1005,0
2,11,23,1006,0
2,11,24,1007,0
2,12,1,1008,0
2,12,2,1009,0
2,12,3,1010,17361.737772
2,12,4,1011,19848.3582284444
2,12,5,1012,20870.7367995556
2,12,6,1013,22360.1828004444
2,12,7,1014,23280.2795537778
2,12,8,1015,23033.5722924444
2,12,9,1016,16250.9982608889
2,12,10,1017,9359.31385466667
2,12,11,1018,7162.89241244445
2,12,12,1019,0
2,12,13,1020,0
2,12,14,1021,0
2,12,15,1022,0
2,12,16,1023,0
2,12,17,1024,0
2,12,18,1025,0
2,12,19,1026,0
2,12,20,1027,0
2,12,21,1028,0
2,12,22,1029,0
2,12,23,1030,0
2,12,24,1031,0
2,13,1,1032,0
2,13,2,1033,0
2,13,3,1034,0
2,13,4,1035,4105.92626666667
2,13,5,1036,7222.47376933333
2,13,6,1037,68003.0483377778
2,13,7,1038,147921.781911111
2,13,8,1039,180003.397231111
2,13,9,1040,113331.184808889
2,13,10,1041,76657.73132
2,13,11,1042,46752.4620711111
2,13,12,1043,14841.8830515555
2,13,13,1044,18315.8014671111
2,13,14,1045,-904.827748444445
2,13,15,1046,-26393.2222817778
2,13,16,1047,-24993.221584
