Hour,building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building1_dhw:EFT [C],building1_dhw:ExFT [C],building1_dhw:Q_htg [W],building1_dhw:Q_clg [W],building1_dhw:Q_net [W],building1_dhw:M_flow [kg/s],building1_dhw:P_hp_htg [W],building1_dhw:P_hp_clg [W],building1_dhw:P_hp_tot [W],building1_dhw:P_pump [W],building1_dhw:Q_src_clg [W],building1_dhw:Q_src_htg [W],building1_dhw:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],building2_dhw:EFT [C],building2_dhw:ExFT [C],building2_dhw:Q_htg [W],building2_dhw:Q_clg [W],building2_dhw:Q_net [W],building2_dhw:M_flow [kg/s],building2_dhw:P_hp_htg [W],building2_dhw:P_hp_clg [W],building2_dhw:P_hp_tot [W],building2_dhw:P_pump [W],building2_dhw:Q_src_clg [W],building2_dhw:Q_src_htg [W],building2_dhw:Q_src_het [W],building3_htg_clg:EFT [C],building3_htg_clg:ExFT [C],building3_htg_clg:Q_htg [W],building3_htg_clg:Q_clg [W],building3_htg_clg:Q_net [W],building3_htg_clg:M_flow [kg/s],building3_htg_clg:P_hp_htg [W],building3_htg_clg:P_hp_clg [W],building3_htg_clg:P_hp_tot [W],building3_htg_clg:P_pump [W],building3_htg_clg:Q_src_clg [W],building3_htg_clg:Q_src_htg [W],building3_htg_clg:Q_src_het [W],building3_dhw:EFT [C],building3_dhw:ExFT [C],building3_dhw:Q_htg [W],building3_dhw:Q_clg [W],building3_dhw:Q_net [W],building3_dhw:M_flow [kg/s],building3_dhw:P_hp_htg [W],building3_dhw:P_hp_clg [W],building3_dhw:P_hp_tot [W],building3_dhw:P_pump [W],building3_dhw:Q_src_clg [W],building3_dhw:Q_src_htg [W],building3_dhw:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:ExFT Mixed Loop [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],ghe2:EFT [C],ghe2:ExFT [C],ghe2:ExFT Mixed Loop [C],ghe2:MFT [C],ghe2:Q [W/m],ghe2:Q_tot [W],ghe3:EFT [C],ghe3:ExFT [C],ghe3:ExFT Mixed Loop [C],ghe3:MFT [C],ghe3:Q [W/m],ghe3:Q_tot [W],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
4428,7.3263,13.8696,0.0000,83196.5000,-83196.5000,3.7698,0.0000,11944.7606,11944.7606,184.1130,95141.2606,0.0000,-95141.2606,13.8696,11.4741,26539.0000,0.0000,26539.0000,0.9682,6606.1551,0.0000,6606.1551,47.2875,0.0000,19932.8449,19932.8449,11.4741,11.5114,0.0000,2252.2000,-2252.2000,0.1184,0.0000,356.8863,356.8863,5.7805,2609.0863,0.0000,-2609.0863,11.5114,11.4697,585.1000,0.0000,585.1000,0.0222,150.5591,0.0000,150.5591,1.0847,0.0000,434.5409,434.5409,11.4697,11.5197,0.0000,3463.7000,-3463.7000,0.1898,0.0000,566.3874,566.3874,9.2672,4030.0874,0.0000,-4030.0874,11.5197,11.0180,7738.5000,0.0000,7738.5000,0.2937,1991.0485,0.0000,1991.0485,14.3435,0.0000,5747.4515,5747.4515,11.0180,7.3353,7.3353,9.1766,3.8082,57123.3068,7.3353,7.3195,7.3298,9.1688,3.8245,30595.8710,7.3298,7.3147,7.3263,9.1664,3.8295,26806.1745,8.0432,628.5034,-54049.8000,114525.3523
4429,7.3013,13.8457,0.0000,87824.7000,-87824.7000,3.9786,0.0000,12603.5794,12603.5794,194.3103,100428.2794,0.0000,-100428.2794,13.8457,11.5508,26541.8000,0.0000,26541.8000,0.9688,6609.0160,0.0000,6609.0160,47.3151,0.0000,19932.7840,19932.7840,11.5508,11.5738,0.0000,1545.6000,-1545.6000,0.0812,0.0000,245.1417,245.1417,3.9679,1790.7417,0.0000,-1790.7417,11.5738,11.5411,470.4000,0.0000,470.4000,0.0178,120.9357,0.0000,120.9357,0.8706,0.0000,349.4643,349.4643,11.5411,11.5948,0.0000,4177.8000,-4177.8000,0.2289,0.0000,683.5934,683.5934,11.1780,4861.3934,0.0000,-4861.3934,11.5948,11.1644,6779.7000,0.0000,6779.7000,0.2569,1742.4740,0.0000,1742.4740,12.5462,0.0000,5037.2260,5037.2260,11.1644,7.3102,7.3102,9.2373,4.1121,61681.5633,7.3102,7.2946,7.3048,9.2295,4.1287,33029.7501,7.3048,7.2899,7.3013,9.2272,4.1338,28936.5946,8.2984,648.4514,-59756.2000,123647.9080
4430,7.3294,13.8751,0.0000,92962.2000,-92962.2000,4.2108,0.0000,13347.5953,13347.5953,205.6486,106309.7953,0.0000,-106309.7953,13.8751,11.6827,26536.8000,0.0000,26536.8000,0.9690,6605.1034,0.0000,6605.1034,47.3235,0.0000,19931.6966,19931.6966,11.6827,11.7210,0.0000,2944.9000,-2944.9000,0.1548,0.0000,467.8228,467.8228,7.5622,3412.7228,0.0000,-3412.7228,11.7210,11.6965,370.2000,0.0000,370.2000,0.0140,94.9741,0.0000,94.9741,0.6845,0.0000,275.2259,275.2259,11.6965,11.7524,0.0000,5178.1000,-5178.1000,0.2837,0.0000,848.4612,848.4612,13.8546,6026.5612,0.0000,-6026.5612,11.7524,11.2875,7738.5000,0.0000,7738.5000,0.2929,1984.4051,0.0000,1984.4051,14.3028,0.0000,5754.0949,5754.0949,11.2875,7.3381,7.3381,9.3128,4.5129,67693.2437,7.3381,7.3228,7.3328,9.3052,4.5304,36242.8291,7.3328,7.3181,7.3294,9.3028,4.5357,31749.9183,8.8878,694.5028,-66439.7000,135685.9911
4431,7.4146,13.8458,796.3000,89704.4000,-88908.1000,4.1117,183.4085,12899.6652,13083.0737,200.8083,102604.0652,612.8915,-101991.1737,13.8458,11.6323,26538.2000,0.0000,26538.2000,0.9686,6608.1154,0.0000,6608.1154,47.3046,0.0000,19930.0846,19930.0846,11.6323,11.6975,0.0000,4535.4000,-4535.4000,0.2386,0.0000,720.0480,720.0480,11.6517,5255.4480,0.0000,-5255.4480,11.6975,11.6724,380.9000,0.0000,380.9000,0.0144,97.7522,0.0000,97.7522,0.7026,0.0000,283.1478,283.1478,11.6724,11.7385,0.0000,5575.2000,-5575.2000,0.3055,0.0000,913.3278,913.3278,14.9177,6488.5278,0.0000,-6488.5278,11.7385,11.2079,9016.9000,0.0000,9016.9000,0.3404,2312.6893,0.0000,2312.6893,16.6227,0.0000,6704.2107,6704.2107,11.2079,7.4233,7.4233,9.3156,4.3639,65458.0913,7.4233,7.4081,7.4180,9.3080,4.3814,35051.3456,7.4180,7.4034,7.4146,9.3056,4.3868,30707.4408,8.9686,700.8183,-63082.7000,131216.8777
4432,7.4478,13.7020,1791.6000,78538.3000,-76746.7000,3.6671,412.3975,11300.7514,11713.1488,179.0945,89839.0514,1379.2025,-88459.8488,13.7020,11.6358,22157.3000,0.0000,22157.3000,0.8091,5528.1821,0.0000,5528.1821,39.5134,0.0000,16629.1179,16629.1179,11.6358,11.8357,0.0000,13240.7000,-13240.7000,0.6964,0.0000,2102.2067,2102.2067,34.0101,15342.9067,0.0000,-15342.9067,11.8357,11.8104,370.4000,0.0000,370.4000,0.0140,94.8694,0.0000,94.8694,0.6834,0.0000,275.5306,275.5306,11.8104,11.8979,0.0000,8062.3000,-8062.3000,0.4417,0.0000,1322.4414,1322.4414,21.5724,9384.7414,0.0000,-9384.7414,11.8979,11.1998,11893.3000,0.0000,11893.3000,0.4490,3043.4865,0.0000,3043.4865,21.9304,0.0000,8849.8135,8849.8135,11.1998,7.4564,7.4564,9.3281,4.3873,65809.5020,7.4564,7.4413,7.4511,9.3206,4.4051,35240.5032,7.4511,7.4366,7.4478,9.3182,4.4105,30873.3966,9.1159,712.3302,-63628.7000,131923.4019
4433,7.3176,13.6607,1016.7000,65888.5000,-64871.8000,3.0478,234.5951,9458.3300,9692.9252,148.8493,75346.8300,782.1049,-74564.7252,13.6607,12.0664,13397.4000,0.0000,13397.4000,0.4903,3344.5184,0.0000,3344.5184,23.9448,0.0000,10052.8816,10052.8816,12.0664,12.1191,0.0000,4074.2000,-4074.2000,0.2143,0.0000,650.2939,650.2939,10.4651,4724.4939,0.0000,-4724.4939,12.1191,12.0820,378.8000,0.0000,378.8000,0.0143,96.6292,0.0000,96.6292,0.6974,0.0000,282.1708,282.1708,12.0820,12.1665,0.0000,9265.6000,-9265.6000,0.5077,0.0000,1523.7143,1523.7143,24.7931,10789.3143,0.0000,-10789.3143,12.1665,11.0862,13970.7000,0.0000,13970.7000,0.5261,3561.4270,0.0000,3561.4270,25.6940,0.0000,10409.2730,10409.2730,11.0862,7.3268,7.3268,9.2065,3.4803,52205.2338,7.3268,7.3108,7.3212,9.1985,3.4952,27961.4785,7.3212,7.3059,7.3176,9.1961,3.4997,24497.7999,7.2006,562.6650,-50464.7000,104664.5122
4434,7.3427,13.5371,1668.8000,60019.8000,-58351.0000,2.8191,384.8826,8619.7573,9004.6399,137.6827,68639.5573,1283.9174,-67355.6399,13.5371,11.8554,13386.8000,0.0000,13386.8000,0.4902,3347.5803,0.0000,3347.5803,23.9411,0.0000,10039.2197,10039.2197,11.8554,11.8785,0.0000,1287.6000,-1287.6000,0.0678,0.0000,204.9787,204.9787,3.3124,1492.5787,0.0000,-1492.5787,11.8785,11.8391,372.0000,0.0000,372.0000,0.0140,95.2209,0.0000,95.2209,0.6817,0.0000,276.7791,276.7791,11.8391,11.9636,0.0000,9023.0000,-9023.0000,0.4944,0.0000,1480.4183,1480.4183,24.1465,10503.4183,0.0000,-10503.4183,11.9636,10.8634,13331.5000,0.0000,13331.5000,0.4999,3408.3224,0.0000,3408.3224,24.4119,0.0000,9923.1776,9923.1776,10.8634,7.3521,7.3521,9.1077,2.9696,44544.2049,7.3521,7.3356,7.3463,9.0995,2.9836,23868.7578,7.3463,7.3306,7.3427,9.0970,2.9878,20914.7948,6.5781,514.0231,-41571.3000,89327.7576
4435,7.4382,13.3924,2232.2000,46396.3000,-44164.1000,2.2361,513.9080,6674.7309,7188.6388,109.2060,53071.0309,1718.2920,-51352.7388,13.3924,11.3926,13387.0000,0.0000,13387.0000,0.4912,3354.3483,0.0000,3354.3483,23.9874,0.0000,10032.6517,10032.6517,11.3926,11.4199,0.0000,839.0000,-839.0000,0.0442,0.0000,132.8205,132.8205,2.1567,971.8205,0.0000,-971.8205,11.4199,11.3741,376.0000,0.0000,376.0000,0.0142,96.8808,0.0000,96.8808,0.6917,0.0000,279.1192,279.1192,11.3741,11.6088,0.0000,9137.1000,-9137.1000,0.5006,0.0000,1492.8452,1492.8452,24.4495,10629.9452,0.0000,-10629.9452,11.6088,10.4820,12212.9000,0.0000,12212.9000,0.4594,3138.2470,0.0000,3138.2470,22.4372,0.0000,9074.6530,9074.6530,10.4820,7.4480,7.4480,8.9650,2.1916,32873.5240,7.4480,7.4308,7.4420,8.9564,2.2040,17632.1414,7.4420,7.4256,7.4382,8.9538,2.2078,15454.4210,5.6184,439.0285,-28164.3000,65960.0864
4436,7.5049,13.1899,2801.9000,38903.9000,-36102.0000,1.9314,644.2678,5603.6355,6247.9034,94.3263,44507.5355,2157.6322,-42349.9034,13.1899,10.9913,13387.2000,0.0000,13387.2000,0.4923,3363.8584,0.0000,3363.8584,24.0418,0.0000,10023.3416,10023.3416,10.9913,10.9913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9913,10.9253,502.0000,0.0000,502.0000,0.0191,130.1512,0.0000,130.1512,0.9305,0.0000,371.8488,371.8488,10.9253,11.1877,0.0000,6511.2000,-6511.2000,0.3567,0.0000,1059.7565,1059.7565,17.4209,7570.9565,0.0000,-7570.9565,11.1877,10.1576,9975.7000,0.0000,9975.7000,0.3774,2578.9942,0.0000,2578.9942,18.4336,0.0000,7396.7058,7396.7058,10.1576,7.5152,7.5152,8.8364,1.6189,24283.5462,7.5152,7.4972,7.5089,8.8274,1.6299,13039.2041,7.5089,7.4918,7.5049,8.8247,1.6332,11432.5013,4.7653,372.3671,-18748.3000,48755.2517
4437,7.6413,12.9688,3361.1000,31618.9000,-28257.8000,1.6349,770.8969,4565.6829,5336.5798,79.8460,36184.5829,2590.2031,-33594.3798,12.9688,10.5438,13387.4000,0.0000,13387.4000,0.4938,3374.3118,0.0000,3374.3118,24.1183,0.0000,10013.0882,10013.0882,10.5438,10.5438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.5438,10.4912,376.1000,0.0000,376.1000,0.0144,98.1484,0.0000,98.1484,0.7021,0.0000,277.9516,277.9516,10.4912,10.7615,0.0000,4477.5000,-4477.5000,0.2453,0.0000,726.2232,726.2232,11.9791,5203.7232,0.0000,-5203.7232,10.7615,9.7776,8697.3000,0.0000,8697.3000,0.3314,2262.4661,0.0000,2262.4661,16.1834,0.0000,6434.8339,6434.8339,9.7776,7.6520,7.6520,8.7148,1.1149,16724.0726,7.6520,7.6333,7.6455,8.7055,1.1247,8997.6865,7.6455,7.6277,7.6413,8.7027,1.1277,7893.5687,4.0797,318.7896,-10274.5000,33615.3277
4438,7.5804,12.5582,4015.8000,28182.5000,-24166.7000,1.5185,922.0987,4064.9403,4987.0390,74.1603,32247.4403,3093.7013,-29153.7390,12.5582,10.0771,13387.6000,0.0000,13387.6000,0.4956,3393.8960,0.0000,3393.8960,24.2027,0.0000,9993.7040,9993.7040,10.0771,10.0771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0771,10.0243,376.0000,0.0000,376.0000,0.0145,98.7979,0.0000,98.7979,0.7072,0.0000,277.2021,277.2021,10.0243,10.2869,0.0000,3502.0000,-3502.0000,0.1918,0.0000,566.0223,566.0223,9.3694,4068.0223,0.0000,-4068.0223,10.2869,9.6960,4862.2000,0.0000,4862.2000,0.1866,1273.6505,0.0000,1273.6505,9.1120,0.0000,3588.5495,3588.5495,9.6960,7.5914,7.5914,8.6437,0.9769,14653.6382,7.5914,7.5722,7.5847,8.6341,0.9858,7886.6119,7.5847,7.5664,7.5804,8.6312,0.9885,6919.5962,3.6104,282.1240,-9042.9000,29459.8463
4439,7.4516,12.3434,3967.8000,26137.4000,-22169.6000,1.4227,913.2591,3761.1286,4674.3877,69.4839,29898.5286,3054.5409,-26843.9877,12.3434,9.7577,13390.3000,0.0000,13390.3000,0.4989,3404.9064,0.0000,3404.9064,24.3659,0.0000,9985.3936,9985.3936,9.7577,9.7577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.7577,9.6988,410.8000,0.0000,410.8000,0.0159,108.4534,0.0000,108.4534,0.7789,0.0000,302.3466,302.3466,9.6988,9.9310,0.0000,2733.9000,-2733.9000,0.1498,0.0000,440.8678,440.8678,7.3151,3174.7678,0.0000,-3174.7678,9.9310,9.7313,1506.4000,0.0000,1506.4000,0.0583,396.6782,0.0000,396.6782,2.8459,0.0000,1109.7218,1109.7218,9.7313,7.4628,7.4628,8.5971,0.9387,14079.9253,7.4628,7.4431,7.4560,8.5872,0.9468,7574.6584,7.4560,7.4371,7.4516,8.5842,0.9493,6645.0802,3.2185,251.4949,-9596.0000,28299.6639
